代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10922910.000000000000
真實報酬,922910.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14768.596972253468
風險,93290.886640560275
起點值,0.158306963350
找到最佳解世代,1328
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2412(24)[6],2498(27)[2],2912(39)[1],3045(40)[4],9999(49)[8],
Stock#,2412(24)[6],2498(27)[2],2912(39)[1],3045(40)[4],9999(49)[8],
張數,40,7,31,47,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,21200.000000000000,72060.000000000000,47310.000000000000,18480.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1996800.000000000000,1994890.000000000000,1990080.000000000000,2006580.000000000200,2000000.000000000000,9988350.000000000000
FS( 3 ),1993600.000000000000,2025620.000000000000,1995040.000000000000,2003290.000000000200,2000000.000000000000,10017550.000000000000
FS( 4 ),1996800.000000000000,2133280.000000000000,2004959.999999999800,2003290.000000000200,2000000.000000000000,10138330.000000000000
FS( 5 ),1990399.999999999800,2074340.000000000200,1980160.000000000200,2003290.000000000200,2000000.000000000000,10048190.000000000000
FS( 6 ),1993600.000000000000,2058939.999999999800,2002480.000000000000,1996240.000000000200,2000000.000000000000,10051260.000000000000
FS( 7 ),1987200.000000000000,2094850.000000000200,2014570.000000000000,2019740.000000000200,2000000.000000000000,10116360.000000000000
FS( 8 ),1993600.000000000000,2066640.000000000000,2019530.000000000000,2019740.000000000200,2000000.000000000000,10099510.000000000000
FS( 9 ),1993600.000000000000,2097440.000000000000,2142600.000000000000,2003290.000000000200,2000000.000000000000,10236930.000000000000
FS( 10 ),2000000.000000000000,2099960.000000000000,2100750.000000000000,2013160.000000000000,2000000.000000000000,10213870.000000000000
FS( 11 ),2000000.000000000000,2082040.000000000000,2137640.000000000500,2013160.000000000000,2000000.000000000000,10232840.000000000000
FS( 12 ),1987200.000000000000,2053830.000000000000,2108190.000000000000,2006580.000000000200,2000000.000000000000,10155800.000000000000
FS( 13 ),1980800.000000000200,2099960.000000000000,2135160.000000000000,2006580.000000000200,2000000.000000000000,10222500.000000000000
FS( 14 ),1977599.999999999800,2112770.000000000000,2120280.000000000000,2003290.000000000200,2000000.000000000000,10213940.000000000000
FS( 15 ),1987200.000000000000,2138460.000000000000,2103229.999999999500,1963340.000000000500,2000000.000000000000,10192230.000000000000
FS( 16 ),1987200.000000000000,2153790.000000000000,2113150.000000000000,1963340.000000000500,2000000.000000000000,10217480.000000000000
FS( 17 ),2000000.000000000000,2189700.000000000000,2135160.000000000000,1989660.000000000000,2000000.000000000000,10314520.000000000000
FS( 18 ),1993600.000000000000,2212800.000000000000,2177010.000000000500,1989660.000000000000,2000000.000000000000,10373070.000000000000
FS( 19 ),1990399.999999999800,2189700.000000000000,2245830.000000000000,1979790.000000000200,2000000.000000000000,10405720.000000000000
FS( 20 ),1987200.000000000000,2202510.000000000500,2238390.000000000500,1976500.000000000000,2000000.000000000000,10404600.000000000000
FS( 21 ),1987200.000000000000,2243530.000000000000,2260710.000000000000,2009870.000000000000,2000000.000000000000,10501310.000000000000
FS( 22 ),1996800.000000000000,2284550.000000000000,2186930.000000000000,1992950.000000000000,2000000.000000000000,10461230.000000000000
FS( 23 ),1987200.000000000000,2358890.000000000000,2167089.999999999500,2006580.000000000200,2000000.000000000000,10519760.000000000000
FS( 24 ),1955200.000000000000,2328160.000000000000,2147560.000000000000,2006580.000000000200,2000000.000000000000,10437500.000000000000
FS( 25 ),1971200.000000000000,2225609.999999999500,2152520.000000000000,1996240.000000000200,2000000.000000000000,10345570.000000000000
FS( 26 ),1964800.000000000200,2225609.999999999500,2105710.000000000000,1986370.000000000000,2000000.000000000000,10282490.000000000000
FS( 27 ),1987200.000000000000,2215320.000000000000,2150040.000000000000,2003290.000000000200,2000000.000000000000,10355850.000000000000
FS( 28 ),1974399.999999999800,2205100.000000000000,2162130.000000000000,1989660.000000000000,2000000.000000000000,10331290.000000000000
FS( 29 ),1993600.000000000000,2205100.000000000000,2145080.000000000000,1989660.000000000000,2000000.000000000000,10333440.000000000000
FS( 30 ),2000000.000000000000,2287140.000000000000,2152520.000000000000,2006580.000000000200,2000000.000000000000,10446240.000000000000
FS( 31 ),1990399.999999999800,2269150.000000000000,2152520.000000000000,2003290.000000000200,2000000.000000000000,10415360.000000000000
FS( 32 ),1996800.000000000000,2256340.000000000000,2201500.000000000000,2009870.000000000000,2000000.000000000000,10464510.000000000000
FS( 33 ),1996800.000000000000,2328160.000000000000,2248310.000000000000,2016450.000000000000,2000000.000000000000,10589720.000000000000
FS( 34 ),1996800.000000000000,2364070.000000000000,2250790.000000000000,2019740.000000000200,2000000.000000000000,10631400.000000000000
FS( 35 ),1996800.000000000000,2317870.000000000000,2235910.000000000000,2009870.000000000000,2000000.000000000000,10560450.000000000000
FS( 36 ),1996800.000000000000,2233310.000000000000,2213900.000000000000,2016450.000000000000,2000000.000000000000,10460460.000000000000
FS( 37 ),1990399.999999999800,2353780.000000000000,2290160.000000000000,2023030.000000000200,2000000.000000000000,10657370.000000000000
FS( 38 ),1977599.999999999800,2279439.999999999500,2327050.000000000500,2026320.000000000200,2000000.000000000000,10610410.000000000000
FS( 39 ),2006400.000000000000,2248640.000000000000,2272800.000000000500,2019740.000000000200,2000000.000000000000,10547580.000000000000
FS( 40 ),1984000.000000000000,2251230.000000000000,2260710.000000000000,2016450.000000000000,2000000.000000000000,10512390.000000000000
FS( 41 ),1980800.000000000200,2302540.000000000000,2250790.000000000000,2026320.000000000200,2000000.000000000000,10560450.000000000000
FS( 42 ),2000000.000000000000,2302540.000000000000,2297600.000000000000,2042770.000000000200,2000000.000000000000,10642910.000000000000
FS( 43 ),1993600.000000000000,2269150.000000000000,2245830.000000000000,2023030.000000000200,2000000.000000000000,10531610.000000000000
FS( 44 ),1987200.000000000000,2182000.000000000000,2228470.000000000000,2023030.000000000200,2000000.000000000000,10420700.000000000000
FS( 45 ),1993600.000000000000,2215320.000000000000,2285200.000000000000,2049350.000000000500,2000000.000000000000,10543470.000000000000
FS( 46 ),1996800.000000000000,2194810.000000000000,2277760.000000000500,2062510.000000000500,2000000.000000000000,10531880.000000000000
