代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11916897.141925000000
真實報酬,1916897.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,28649.601924145889
風險,102413.290692325890
起點值,0.279744960156
找到最佳解世代,1853
找到最佳解實驗#,8
找到最佳解次數,4

投資組合檔數,7
1301(3)[8],2330(17)[3],2357(21)[1],2454(26)[13],2912(40)[20],3045(41)[44],9999(49)[40],
Stock#,1301(3)[8],2330(17)[3],2357(21)[1],2454(26)[13],2912(40)[20],3045(41)[44],9999(49)[40],
張數,38,36,14,5,24,38,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,32831.000000000233,21330.999999999767,10371.000000000000,78421.000000000233,49531.000000000000,11551.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1438071.000000000000,1431090.999999999500,1451111.000000000000,1450571.000000000200,1435051.000000000000,1411471.000000000000,1428571.000000000000,10045940.000000000000
FS( 3 ),1433131.000000000200,1428571.000000000000,1457551.000000000000,1459071.000000000200,1428571.000000000000,1421351.000000000000,1428571.000000000000,10056820.000000000000
FS( 4 ),1423631.000000000200,1413090.999999999500,1457551.000000000000,1482721.000000000500,1415371.000000000000,1402351.000000000000,1428571.000000000000,10023290.000000000000
FS( 5 ),1433131.000000000200,1439010.999999999800,1468751.000000000000,1553771.000000000200,1418730.999999999800,1405011.000000000000,1428571.000000000000,10146980.000000000000
FS( 6 ),1437311.000000000200,1413090.999999999500,1451111.000000000000,1584271.000000000500,1399051.000000000000,1405011.000000000000,1428571.000000000000,10118420.000000000000
FS( 7 ),1460871.000000000200,1436130.999999999800,1479951.000000000000,1553771.000000000200,1403851.000000000000,1388671.000000000200,1428571.000000000000,10151820.000000000000
FS( 8 ),1468471.000000000200,1456650.999999999800,1508791.000000000000,1518271.000000000500,1408891.000000000200,1407671.000000000200,1428571.000000000000,10197320.000000000000
FS( 9 ),1431991.000000000200,1428571.000000000000,1476731.000000000000,1533471.000000000200,1379371.000000000000,1407671.000000000200,1428571.000000000000,10086380.000000000000
FS( 10 ),1434651.000000000200,1449090.999999999500,1507251.000000000000,1570721.000000000200,1390891.000000000200,1402351.000000000000,1428571.000000000000,10183530.000000000000
FS( 11 ),1450231.000000000000,1478250.999999999800,1518451.000000000000,1587621.000000000000,1390891.000000000200,1399691.000000000000,1428571.000000000000,10253710.000000000000
FS( 12 ),1458211.000000000000,1491931.000000000000,1561851.000000000000,1592721.000000000500,1405531.000000000000,1396651.000000000200,1428571.000000000000,10335470.000000000000
FS( 13 ),1463531.000000000200,1489050.999999999800,1563391.000000000000,1637771.000000000200,1417051.000000000000,1415651.000000000200,1428571.000000000000,10415020.000000000000
FS( 14 ),1487091.000000000500,1510650.999999999800,1550511.000000000000,1629021.000000000200,1420410.999999999800,1418311.000000000200,1428571.000000000000,10444570.000000000000
FS( 15 ),1513311.000000000200,1529730.999999999500,1534551.000000000000,1660521.000000000500,1420410.999999999800,1407671.000000000200,1428571.000000000000,10494770.000000000000
FS( 16 ),1513311.000000000200,1524330.999999999800,1539310.999999999800,1660521.000000000500,1415371.000000000000,1405011.000000000000,1428571.000000000000,10486430.000000000000
FS( 17 ),1507991.000000000200,1557090.999999999500,1598671.000000000000,1646521.000000000200,1413691.000000000000,1412991.000000000000,1428571.000000000000,10565530.000000000000
