代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11611737.500000000000
真實報酬,1611737.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27563.309481216456
風險,145270.646429550720
起點值,0.189737639080
找到最佳解世代,1424
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2)[5],2301(10)[1],4904(45)[3],9999(49)[28],
FS( 19 ),2790030.000000000500,2610040.000000000000,2614310.000000000500,2500000.000000000000,10514380.000000000000
FS( 20 ),2763840.000000000900,2624450.000000000000,2656200.000000000000,2500000.000000000000,10544490.000000000000
FS( 21 ),2737650.000000000900,2679470.000000000500,2727910.000000000000,2500000.000000000000,10645030.000000002000
FS( 22 ),2710490.000000000500,2665059.999999999500,2791810.000000000500,2500000.000000000000,10667360.000000000000
FS( 23 ),2707580.000000000500,2619210.000000000000,2886950.000000000000,2500000.000000000000,10713740.000000000000
FS( 24 ),2750260.000000000500,2637550.000000000500,2881980.000000000000,2500000.000000000000,10769790.000000000000
FS( 25 ),2737650.000000000900,2679470.000000000500,2955820.000000000000,2500000.000000000000,10872940.000000002000
FS( 26 ),2710490.000000000500,2679470.000000000500,3045990.000000000000,2500000.000000000000,10935950.000000000000
FS( 27 ),2714370.000000000500,2661130.000000000000,2961500.000000000000,2500000.000000000000,10837000.000000000000
FS( 28 ),2628040.000000000500,2661130.000000000000,2940200.000000000000,2500000.000000000000,10729370.000000000000
FS( 29 ),2641620.000000000500,2665059.999999999500,2871330.000000000000,2500000.000000000000,10678010.000000000000
FS( 30 ),2664900.000000000900,2710910.000000000000,2913930.000000000000,2500000.000000000000,10789740.000000000000
FS( 31 ),2658110.000000000900,2756760.000000000500,2966469.999999999500,2500000.000000000000,10881340.000000002000
FS( 32 ),2585360.000000000900,2835359.999999999500,3024690.000000000000,2500000.000000000000,10945410.000000000000
FS( 33 ),2582450.000000000500,2857630.000000000000,3146810.000000000500,2500000.000000000000,11086890.000000000000
FS( 34 ),2568870.000000000500,2940160.000000000000,3051670.000000000000,2500000.000000000000,11060700.000000000000
FS( 35 ),2545590.000000000900,2899550.000000000500,2950850.000000000000,2500000.000000000000,10895990.000000002000
FS( 36 ),2582450.000000000500,2927059.999999999500,3004100.000000000000,2500000.000000000000,11013610.000000000000
FS( 37 ),2535890.000000000500,2725320.000000000000,3004100.000000000000,2500000.000000000000,10765310.000000000000
FS( 38 ),2568870.000000000500,2817019.999999999500,3099240.000000000000,2500000.000000000000,10985130.000000000000
FS( 39 ),2611550.000000000500,2817019.999999999500,3088590.000000000000,2500000.000000000000,11017160.000000000000
FS( 40 ),2707580.000000000500,2820950.000000000000,3163140.000000000000,2500000.000000000000,11191670.000000000000
FS( 41 ),2707580.000000000500,2881210.000000000000,3120540.000000000000,2500000.000000000000,11209330.000000000000
FS( 42 ),2724070.000000000900,2963740.000000000000,3056640.000000000000,2500000.000000000000,11244450.000000000000
FS( 43 ),2836590.000000000900,3037100.000000000500,3120540.000000000000,2500000.000000000000,11494230.000000002000
FS( 44 ),2796820.000000000900,2982080.000000000000,3173790.000000000000,2500000.000000000000,11452690.000000000000
FS( 45 ),2783240.000000000500,2972910.000000000000,3173790.000000000000,2500000.000000000000,11429940.000000000000
FS( 46 ),2796820.000000000900,2963740.000000000000,3109890.000000000000,2500000.000000000000,11370450.000000000000
FS( 47 ),2935530.000000000500,3050200.000000000000,3157460.000000000000,2500000.000000000000,11643190.000000000000
FS( 48 ),2942320.000000000900,3059370.000000000000,3189410.000000000000,2500000.000000000000,11691100.000000000000
FS( 49 ),2879270.000000000500,3022689.999999999500,3189410.000000000000,2500000.000000000000,11591370.000000000000
FS( 50 ),2921950.000000000500,2967670.000000000000,3152490.000000000000,2500000.000000000000,11542110.000000000000
FS( 51 ),2858900.000000000900,2936229.999999999500,3163140.000000000000,2500000.000000000000,11458270.000000000000
FS( 52 ),2792940.000000000000,2954570.000000000000,3152490.000000000000,2500000.000000000000,11400000.000000000000
FS( 53 ),2780330.000000000500,2839290.000000000000,3141840.000000000000,2500000.000000000000,11261460.000000000000
FS( 54 ),2750260.000000000500,2908720.000000000500,3114860.000000000000,2500000.000000000000,11273840.000000000000
FS( 55 ),2792940.000000000000,2945399.999999999500,2940200.000000000000,2500000.000000000000,11178540.000000000000
FS( 56 ),2853080.000000000500,2949330.000000000000,2913930.000000000000,2500000.000000000000,11216340.000000000000
FS( 57 ),2875390.000000000500,3092120.000000000000,2998420.000000000000,2500000.000000000000,11465930.000000000000
FS( 58 ),2875390.000000000500,3114390.000000000500,3077940.000000000000,2500000.000000000000,11567720.000000000000
FS( 59 ),2915160.000000000500,3187750.000000000000,3056640.000000000000,2500000.000000000000,11659550.000000000000
FS( 60 ),2912250.000000000000,3096050.000000000500,3030370.000000000500,2500000.000000000000,11538670.000000000000
FS( 61 ),2909340.000000000900,3110460.000000000000,3041020.000000000000,2500000.000000000000,11560820.000000000000
FS( 62 ),2909340.000000000900,3110460.000000000000,3056640.000000000000,2500000.000000000000,11576440.000000000000
FS( 63 ),2898670.000000000000,3110460.000000000000,3067290.000000000000,2500000.000000000000,11576420.000000000000
FS( 64 ),2925830.000000000500,3128800.000000000500,3051670.000000000000,2505437.500000000000,11611737.500000000000
