代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10951390.000000000000
真實報酬,951390.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16844.080111783886
風險,90501.271225304343
起點值,0.186119817807
找到最佳解世代,1567
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,5
2325(18)[1],2357(21)[7],2474(26)[3],3008(41)[9],9999(50)[17],
Stock#,2325(18)[1],2357(21)[7],2474(26)[3],3008(41)[9],9999(50)[17],
張數,70,9,11,1,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,5000.000000000000,102170.000000000000,53550.000000000233,862410.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2030800.000000000200,2000000.000000000000,1980200.000000000200,2009440.000000000000,2000000.000000000000,10020440.000000000000
FS( 3 ),1991600.000000000000,1989470.000000000000,1935760.000000000200,1971680.000000000000,2000000.000000000000,9888510.000000000000
FS( 4 ),2011200.000000000000,2000000.000000000000,1975250.000000000000,1976400.000000000000,2000000.000000000000,9962850.000000000000
FS( 5 ),2036399.999999999800,2070290.000000000200,1975250.000000000000,1933910.000000000000,2000000.000000000000,10015850.000000000000
FS( 6 ),2039199.999999999800,2063270.000000000200,2024640.000000000200,1929190.000000000000,2000000.000000000000,10056300.000000000000
FS( 7 ),2072799.999999999800,2045720.000000000000,2059290.000000000200,1948080.000000000000,2000000.000000000000,10125890.000000000000
FS( 8 ),2103600.000000000000,2133560.000000000000,2069080.000000000200,1948080.000000000000,2000000.000000000000,10254320.000000000000
FS( 9 ),2084000.000000000000,2140580.000000000000,2024640.000000000200,1915030.000000000000,2000000.000000000000,10164250.000000000000
FS( 10 ),2106400.000000000000,2123030.000000000000,2074030.000000000200,1985840.000000000000,2000000.000000000000,10289300.000000000000
FS( 11 ),2131600.000000000000,2119520.000000000000,2059290.000000000200,1971680.000000000000,2000000.000000000000,10282090.000000000000
FS( 12 ),2103600.000000000000,2112500.000000000000,2059290.000000000200,2004720.000000000000,2000000.000000000000,10280110.000000000000
FS( 13 ),2131600.000000000000,2126540.000000000000,2103730.000000000000,2023600.000000000000,2000000.000000000000,10385470.000000000000
FS( 14 ),2123200.000000000500,2119520.000000000000,2098780.000000000000,2042480.000000000000,2000000.000000000000,10383980.000000000000
FS( 15 ),2120400.000000000000,2154710.000000000000,2133320.000000000000,2037760.000000000000,2000000.000000000000,10446190.000000000000
FS( 16 ),2103600.000000000000,2154710.000000000000,2093830.000000000200,1981120.000000000000,2000000.000000000000,10333260.000000000000
FS( 17 ),2103600.000000000000,2133560.000000000000,2078980.000000000000,1957520.000000000000,2000000.000000000000,10273660.000000000000
FS( 18 ),2078400.000000000000,2084420.000000000000,2049390.000000000200,1962240.000000000000,2000000.000000000000,10174450.000000000000
FS( 19 ),1986000.000000000000,2066780.000000000000,2039490.000000000000,1943360.000000000000,2000000.000000000000,10035630.000000000000
FS( 20 ),2064400.000000000000,2049230.000000000000,2108680.000000000000,1948080.000000000000,2000000.000000000000,10170390.000000000000
FS( 21 ),2036399.999999999800,2070290.000000000200,2227150.000000000000,1948080.000000000000,2000000.000000000000,10281920.000000000000
FS( 22 ),2072799.999999999800,2108990.000000000000,2182710.000000000000,1962240.000000000000,2000000.000000000000,10326740.000000000000
FS( 23 ),2095199.999999999800,2098460.000000000000,2212410.000000000000,1990560.000000000000,2000000.000000000000,10396630.000000000000
FS( 24 ),2106400.000000000000,2140580.000000000000,2311190.000000000900,2009440.000000000000,2000000.000000000000,10567610.000000000000
FS( 25 ),2114800.000000000000,2126540.000000000000,2227150.000000000000,1985840.000000000000,2000000.000000000000,10454330.000000000000
FS( 26 ),2123200.000000000500,2126540.000000000000,2163020.000000000900,1981120.000000000000,2000000.000000000000,10393880.000000000000
FS( 27 ),2123200.000000000500,2112500.000000000000,2207460.000000000000,1971680.000000000000,2000000.000000000000,10414840.000000000000
FS( 28 ),2142799.999999999500,2161730.000000000000,2217360.000000000000,1962240.000000000000,2000000.000000000000,10484130.000000000000
FS( 29 ),2176400.000000000000,2221489.999999999500,2202510.000000000000,1966960.000000000000,2000000.000000000000,10567360.000000000000
FS( 30 ),2142799.999999999500,2172260.000000000000,2182710.000000000000,1962240.000000000000,2000000.000000000000,10460010.000000000000
FS( 31 ),2137200.000000000500,2182790.000000000000,2187660.000000000000,2037760.000000000000,2000000.000000000000,10545410.000000000000
FS( 32 ),2126000.000000000000,2172260.000000000000,2217360.000000000000,2037760.000000000000,2000000.000000000000,10553380.000000000000
FS( 33 ),2140000.000000000000,2158220.000000000000,2227150.000000000000,2028320.000000000000,2000000.000000000000,10553690.000000000000
FS( 34 ),2137200.000000000500,2154710.000000000000,2266750.000000000000,2108570.000000000000,2000000.000000000000,10667230.000000000000
FS( 35 ),2142799.999999999500,2151200.000000000000,2227150.000000000000,2132170.000000000000,2000000.000000000000,10653320.000000000000
FS( 36 ),2112000.000000000000,2130050.000000000000,2251900.000000000000,2165210.000000000000,2000000.000000000000,10659160.000000000000
FS( 37 ),2100800.000000000000,2126540.000000000000,2227150.000000000000,2165210.000000000000,2000000.000000000000,10619700.000000000000
FS( 38 ),2131600.000000000000,2091440.000000000000,2207460.000000000000,2174650.000000000000,2000000.000000000000,10605150.000000000000
FS( 39 ),2176400.000000000000,2101970.000000000000,2237050.000000000000,2174650.000000000000,2000000.000000000000,10690070.000000000000
