代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11928020.000000000000
真實報酬,1928020.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27297.797920853696
風險,143084.380793251210
起點值,0.190781116496
找到最佳解世代,1378
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,6
2105(9)[7],2324(15)[3],2354(20)[2],2409(24)[15],8046(47)[40],9904(48)[1],
Stock#,2105(9)[7],2324(15)[3],2354(20)[2],2409(24)[15],8046(47)[40],9904(48)[1],
張數,63,73,30,61,18,113,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,6615.999999999767,9566.000000000000,5866.000000000000,23325.999999999767,4006.000000000000,5566.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1632015.999999999800,1717765.999999999800,1635765.999999999800,1656295.999999999800,1579905.999999999800,1642936.000000000200,9864690.000000000000
FS( 3 ),1644615.999999999800,1760106.000000000000,1624666.000000000000,1650805.999999999800,1565506.000000000000,1654236.000000000000,9899940.000000000000
FS( 4 ),1710765.999999999800,1825076.000000000000,1653766.000000000000,1688015.999999999800,1666666.000000000000,1658756.000000000000,10203050.000000000000
FS( 5 ),1686195.999999999800,1845515.999999999800,1648366.000000000000,1722176.000000000000,1659466.000000000000,1705086.000000000000,10266810.000000000000
FS( 6 ),1644615.999999999800,1787116.000000000200,1631866.000000000000,1692896.000000000000,1652265.999999999800,1725426.000000000200,10134190.000000000000
FS( 7 ),1664145.999999999800,1822886.000000000000,1628265.999999999800,1708755.999999999500,1587106.000000000200,1749156.000000000000,10160320.000000000000
FS( 8 ),1632015.999999999800,1827996.000000000000,1697566.000000000000,1727666.000000000000,1579905.999999999800,1752546.000000000000,10217700.000000000000
FS( 9 ),1632015.999999999800,1805366.000000000200,1733866.000000000000,1759385.999999999800,1601506.000000000000,1728816.000000000000,10260960.000000000000
FS( 10 ),1644615.999999999800,1845515.999999999800,1824766.000000000000,1743525.999999999800,1565506.000000000000,1728816.000000000000,10352750.000000000000
FS( 11 ),1626975.999999999800,1852086.000000000000,1897666.000000000200,1777686.000000000000,1565506.000000000000,1733336.000000000000,10453260.000000000000
FS( 12 ),1644615.999999999800,1910485.999999999800,1888366.000000000000,1735595.999999999800,1579905.999999999800,1736726.000000000000,10495700.000000000000
FS( 13 ),1683676.000000000000,1895156.000000000000,1933966.000000000000,1724615.999999999800,1572706.000000000000,1749156.000000000000,10559280.000000000000
FS( 14 ),1666666.000000000000,1890046.000000000000,1915666.000000000000,1751455.999999999500,1579905.999999999800,1819216.000000000000,10622960.000000000000
FS( 15 ),1686195.999999999800,1858656.000000000000,1906666.000000000000,1716686.000000000000,1550926.000000000000,1807916.000000000000,10527050.000000000000
FS( 16 ),1730926.000000000000,1822886.000000000000,1915666.000000000000,1677035.999999999800,1493146.000000000000,1757066.000000000000,10396730.000000000000
FS( 17 ),1797705.999999999800,1814126.000000000000,2043166.000000000000,1690455.999999999500,1536526.000000000000,1784186.000000000200,10666170.000000000000
FS( 18 ),1747935.999999999800,1827996.000000000000,2125066.000000000000,1677035.999999999800,1514926.000000000000,1771756.000000000000,10664720.000000000000
FS( 19 ),1772505.999999999800,1845515.999999999800,2106766.000000000000,1656295.999999999800,1485946.000000000000,1763846.000000000000,10630880.000000000000
FS( 20 ),1715805.999999999500,1780546.000000000000,2088466.000000000000,1616646.000000000000,1500346.000000000000,1720906.000000000000,10422720.000000000000
FS( 21 ),1735965.999999999800,1800985.999999999800,2061166.000000000200,1576995.999999999500,1493146.000000000000,1670056.000000000000,10338320.000000000000
FS( 22 ),1688715.999999999800,1870336.000000000000,2015866.000000000000,1576995.999999999500,1493146.000000000000,1784186.000000000200,10429250.000000000000
FS( 23 ),1701315.999999999500,1832376.000000000000,1997566.000000000000,1550156.000000000000,1471546.000000000000,1779666.000000000000,10332630.000000000000
FS( 24 ),1703835.999999999800,1822886.000000000000,1997566.000000000000,1555646.000000000000,1425286.000000000000,1795486.000000000000,10300710.000000000000
FS( 25 ),1765575.999999999800,1845515.999999999800,2033865.999999999800,1616646.000000000000,1420786.000000000000,1819216.000000000000,10501610.000000000000
FS( 26 ),1750455.999999999800,1816316.000000000000,2006565.999999999800,1597735.999999999500,1428166.000000000000,1835036.000000000200,10434280.000000000000
FS( 27 ),1780065.999999999500,1845515.999999999800,2015866.000000000000,1589805.999999999800,1420786.000000000000,1874586.000000000000,10526630.000000000000
FS( 28 ),1795185.999999999800,1845515.999999999800,2024866.000000000000,1600785.999999999800,1456966.000000000000,1925436.000000000000,10648760.000000000000
FS( 29 ),1763055.999999999500,1885666.000000000000,2134066.000000000000,1653245.999999999500,1435366.000000000000,1898316.000000000000,10769720.000000000000
FS( 30 ),1763055.999999999500,1966695.999999999800,2115766.000000000000,1672156.000000000000,1444006.000000000000,1925436.000000000000,10887120.000000000000
FS( 31 ),1760535.999999999800,1941876.000000000000,2143066.000000000000,1666666.000000000000,1446885.999999999800,1988716.000000000000,10947750.000000000000
FS( 32 ),1772505.999999999800,1944066.000000000000,2134066.000000000000,1695946.000000000000,1456966.000000000000,2000015.999999999800,11003570.000000000000
FS( 33 ),1859445.999999999800,1984216.000000000000,2161366.000000000000,1698385.999999999800,1493146.000000000000,2063296.000000000000,11259860.000000000000
FS( 34 ),1829835.999999999800,1992976.000000000000,2106766.000000000000,1711805.999999999800,1543726.000000000000,1957076.000000000000,11142190.000000000000
FS( 35 ),1849365.999999999800,1977646.000000000200,2134066.000000000000,1698385.999999999800,1536526.000000000000,1949166.000000000000,11145160.000000000000
FS( 36 ),1839285.999999999800,1948445.999999999800,2134066.000000000000,1680085.999999999800,1550926.000000000000,1936736.000000000000,11089550.000000000000
FS( 37 ),1827315.999999999500,1912676.000000000200,2143066.000000000000,1690455.999999999500,1536526.000000000000,1928826.000000000000,11038870.000000000000
FS( 38 ),1832355.999999999800,1925816.000000000000,2134066.000000000000,1695946.000000000000,1522126.000000000200,1909616.000000000200,11019930.000000000000
FS( 39 ),1827315.999999999500,1908296.000000000000,2115766.000000000000,1688015.999999999800,1536526.000000000000,1949166.000000000000,11025090.000000000000
FS( 40 ),1849365.999999999800,1955015.999999999800,2097766.000000000000,1756335.999999999800,1543726.000000000000,1933345.999999999800,11135560.000000000000
FS( 41 ),1854405.999999999800,1973265.999999999800,2088466.000000000000,1799035.999999999800,1637686.000000000000,1914136.000000000200,11267000.000000000000
