代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10852490.000000000000
真實報酬,852490.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11724.137021934757
風險,95643.795295037882
起點值,0.122581260873
找到最佳解世代,1494
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1101(0)[11],1216(2)[1],3008(42)[12],3045(43)[4],4904(46)[3],
Stock#,1101(0)[11],1216(2)[1],3008(42)[12],3045(43)[4],4904(46)[3],
張數,79,71,3,30,44,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3670.000000000000,26910.000000000000,488750.000000000000,2600.000000000233,8560.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2011850.000000000000,2014910.000000000000,1929590.000000000000,2002100.000000000500,2000000.000000000000,9958450.000000000000
FS( 3 ),2003160.000000000000,1995030.000000000000,1926889.999999999800,1954100.000000000200,1973600.000000000200,9852780.000000000000
FS( 4 ),2017379.999999999800,1990770.000000000000,2027090.000000000000,1945100.000000000200,1941040.000000000200,9921380.000000000000
FS( 5 ),2017379.999999999800,1970890.000000000000,1997300.000000000200,1969400.000000000500,1930920.000000000200,9885890.000000000000
FS( 6 ),2037920.000000000000,2007100.000000000000,1970210.000000000000,1947500.000000000000,1980200.000000000200,9942930.000000000000
FS( 7 ),2037920.000000000000,1995030.000000000000,1951250.000000000000,1943000.000000000200,2062480.000000000200,9989680.000000000000
FS( 8 ),2058460.000000000000,1985800.000000000000,2000000.000000000000,1943000.000000000200,2046200.000000000200,10033460.000000000000
FS( 9 ),2093219.999999999800,2019170.000000000000,2040620.000000000000,1943000.000000000200,2049280.000000000200,10145290.000000000000
FS( 10 ),2081370.000000000200,2053250.000000000000,2032520.000000000000,1956200.000000000500,2059400.000000000500,10182740.000000000000
FS( 11 ),2052139.999999999800,2036210.000000000000,1975639.999999999800,1958300.000000000000,2144760.000000000000,10167050.000000000000
FS( 12 ),2093219.999999999800,2046150.000000000000,2005430.000000000000,1976000.000000000200,2141240.000000000000,10262040.000000000000
FS( 13 ),2105070.000000000000,2065320.000000000000,2027090.000000000000,2000000.000000000000,2111760.000000000000,10309240.000000000000
FS( 14 ),2070309.999999999800,2058220.000000000000,2005430.000000000000,1986800.000000000200,2091960.000000000200,10212720.000000000000
FS( 15 ),2052139.999999999800,2055380.000000000000,1902500.000000000000,2011100.000000000200,2108680.000000000000,10129800.000000000000
FS( 16 ),2041079.999999999800,2063190.000000000000,1959379.999999999800,2041700.000000000200,2174240.000000000000,10279590.000000000000
FS( 17 ),2017379.999999999800,2060350.000000000000,1943120.000000000200,2019800.000000000000,2134640.000000000000,10175290.000000000000
FS( 18 ),2005530.000000000000,2079520.000000000200,1940420.000000000000,2030600.000000000000,2098560.000000000000,10154630.000000000000
FS( 19 ),1979460.000000000200,2147680.000000000000,1838870.000000000200,2057000.000000000200,2098560.000000000000,10121570.000000000000
FS( 20 ),2037920.000000000000,2222230.000000000000,1745420.000000000000,2068100.000000000200,2095480.000000000200,10169150.000000000000
FS( 21 ),2079000.000000000000,2253470.000000000000,1832090.000000000000,2063600.000000000200,2131560.000000000000,10359720.000000000000
FS( 22 ),2084530.000000000200,2220100.000000000000,1767080.000000000000,2074700.000000000200,2138160.000000000000,10284570.000000000000
FS( 23 ),2101910.000000000000,2263410.000000000000,1788740.000000000000,2068100.000000000200,2141240.000000000000,10363400.000000000000
FS( 24 ),2067150.000000000000,2205190.000000000000,1780639.999999999800,2048300.000000000000,2095480.000000000200,10196760.000000000000
