代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12160070.000000000000
真實報酬,2160070.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32265.578248847927
風險,82469.199506151912
起點值,0.391243984931
找到最佳解世代,2333
找到最佳解實驗#,29
找到最佳解次數,1

投資組合檔數,7
1303(4)[13],2382(22)[35],2474(26)[4],2883(32)[20],2887(36)[10],3008(41)[1],4938(46)[9],
Stock#,1303(4)[13],2382(22)[35],2474(26)[4],2883(32)[20],2887(36)[10],3008(41)[1],4938(46)[9],
張數,26,21,7,203,142,1,38,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,26911.000000000233,58740.999999999767,26470.999999999767,1480.999999999767,4311.000000000000,31371.000000000000,19531.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1435071.000000000000,1476030.999999999800,1450550.999999999800,1428571.000000000000,1424311.000000000000,1471061.000000000000,1445291.000000000200,10130890.000000000000
FS( 3 ),1435071.000000000000,1447260.999999999800,1466300.999999999800,1438720.999999999800,1428571.000000000000,1456901.000000000000,1451750.999999999800,10124580.000000000000
FS( 4 ),1437151.000000000200,1430460.999999999500,1447400.999999999800,1432630.999999999500,1424311.000000000000,1442741.000000000000,1424011.000000000000,10038710.000000000000
FS( 5 ),1437151.000000000200,1410090.999999999800,1444250.999999999800,1428571.000000000000,1449871.000000000000,1537141.000000000000,1409951.000000000000,10117030.000000000000
FS( 6 ),1439491.000000000200,1440540.999999999800,1463150.999999999800,1438720.999999999800,1449871.000000000000,1579621.000000000000,1417551.000000000000,10228950.000000000000
