代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11628980.000000000000
真實報酬,1628980.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,35416.056498066755
風險,176174.327823808740
起點值,0.201028475236
找到最佳解世代,1242
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1301(3)[4],2347(18)[2],2412(25)[7],2454(26)[1],9999(49)[22],
Stock#,1301(3)[4],2347(18)[2],2412(25)[7],2454(26)[1],9999(49)[22],
張數,74,111,45,12,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3480.000000000000,8659.999999999767,17750.000000000233,87440.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2083619.999999999800,2102120.000000000000,1976600.000000000500,2052800.000000000200,2000000.000000000000,10215140.000000000000
FS( 3 ),2229400.000000000000,2122100.000000000000,1972550.000000000200,2178680.000000000000,2000000.000000000000,10502730.000000000000
FS( 4 ),2180560.000000000000,1988899.999999999800,1953200.000000000000,2060960.000000000000,2000000.000000000000,10183620.000000000000
FS( 5 ),2213120.000000000000,1988899.999999999800,1964900.000000000200,2101520.000000000000,2000000.000000000000,10268440.000000000000
FS( 6 ),2182779.999999999500,1956710.000000000000,1984250.000000000500,2085320.000000000000,2000000.000000000000,10209060.000000000000
FS( 7 ),2222000.000000000000,1924520.000000000000,2015300.000000000200,2125880.000000000000,2000000.000000000000,10287700.000000000000
FS( 8 ),2222000.000000000000,1985569.999999999500,2030600.000000000200,2231480.000000000000,2000000.000000000000,10469650.000000000000
FS( 9 ),2187220.000000000500,2034409.999999999800,2011250.000000000000,2101520.000000000000,2000000.000000000000,10334400.000000000000
FS( 10 ),2102120.000000000000,1973359.999999999500,1988300.000000000200,1995920.000000000000,2000000.000000000000,10059700.000000000000
FS( 11 ),2090279.999999999800,2107670.000000000000,2000000.000000000000,2040560.000000000000,2000000.000000000000,10238510.000000000000
FS( 12 ),2143560.000000000000,2118770.000000000000,2000000.000000000000,2016199.999999999800,2000000.000000000000,10278530.000000000000
FS( 13 ),2196840.000000000000,2183150.000000000000,1995950.000000000200,2117720.000000000000,2000000.000000000000,10493660.000000000000
FS( 14 ),2143560.000000000000,2139860.000000000000,1995950.000000000200,2069000.000000000000,2000000.000000000000,10348370.000000000000
FS( 15 ),2201279.999999999500,2186480.000000000000,1995950.000000000200,2036600.000000000000,2000000.000000000000,10420310.000000000000
FS( 16 ),2222000.000000000000,2089909.999999999800,1988300.000000000200,2134040.000000000000,2000000.000000000000,10434250.000000000000
FS( 17 ),2222000.000000000000,2186480.000000000000,1991900.000000000000,2117720.000000000000,2000000.000000000000,10518100.000000000000
FS( 18 ),2194620.000000000000,2217559.999999999100,2003600.000000000500,2085320.000000000000,2000000.000000000000,10501100.000000000000
FS( 19 ),2157620.000000000000,2172050.000000000000,1984250.000000000500,2085320.000000000000,2000000.000000000000,10399240.000000000000
FS( 20 ),2190180.000000000500,2150960.000000000000,1995950.000000000200,2162480.000000000000,2000000.000000000000,10499570.000000000000
FS( 21 ),2213120.000000000000,2136530.000000000000,1984250.000000000500,2304560.000000000000,2000000.000000000000,10638460.000000000000
FS( 22 ),2236060.000000000000,2285270.000000000000,1988300.000000000200,2320760.000000000000,2000000.000000000000,10830390.000000000000
FS( 23 ),2266400.000000000000,2360750.000000000000,1995950.000000000200,2385800.000000000000,2000000.000000000000,11008900.000000000000
FS( 24 ),2194620.000000000000,2217559.999999999100,1984250.000000000500,2300480.000000000000,2000000.000000000000,10696910.000000000000
FS( 25 ),2231620.000000000000,2366300.000000000000,2003600.000000000500,2450719.999999999500,2000000.000000000000,11052240.000000000000
FS( 26 ),2222000.000000000000,2362970.000000000000,1988300.000000000200,2442680.000000000500,2000000.000000000000,11015950.000000000000
FS( 27 ),2231620.000000000000,2267510.000000000000,2000000.000000000000,2328920.000000000000,2000000.000000000000,10828050.000000000000
FS( 28 ),2226440.000000000000,2229770.000000000000,2011250.000000000000,2381719.999999999500,2000000.000000000000,10849180.000000000000
FS( 29 ),2222000.000000000000,2316350.000000000000,2022950.000000000200,2426360.000000000000,2000000.000000000000,10987660.000000000000
FS( 30 ),2180560.000000000000,2253080.000000000000,2019350.000000000200,2369480.000000000000,2000000.000000000000,10822470.000000000000
FS( 31 ),2199060.000000000000,2270840.000000000000,2038700.000000000000,2454800.000000000000,2000000.000000000000,10963400.000000000000
FS( 32 ),2166500.000000000000,2258630.000000000000,2046350.000000000200,2458880.000000000000,2000000.000000000000,10930360.000000000000
FS( 33 ),2185000.000000000000,2258630.000000000000,2069300.000000000500,2450719.999999999500,2000000.000000000000,10963650.000000000000
FS( 34 ),2203500.000000000000,2299700.000000000000,2088650.000000000200,2458880.000000000000,2000000.000000000000,11050730.000000000000
FS( 35 ),2207940.000000000000,2346320.000000000000,2104400.000000000000,2556320.000000000000,2000000.000000000000,11214980.000000000000
FS( 36 ),2153180.000000000500,2264180.000000000000,2143100.000000000000,2450719.999999999500,2000000.000000000000,11011180.000000000000
FS( 37 ),2155400.000000000000,2276390.000000000000,2143100.000000000000,2479160.000000000500,2000000.000000000000,11054050.000000000000
FS( 38 ),2180560.000000000000,2432900.000000000000,2143100.000000000000,2527880.000000000000,2000000.000000000000,11284440.000000000000
FS( 39 ),2240500.000000000000,2543900.000000000000,2143100.000000000000,2507600.000000000000,2000000.000000000000,11435100.000000000000
FS( 40 ),2244940.000000000000,2508380.000000000000,2143100.000000000000,2507600.000000000000,2000000.000000000000,11404020.000000000000
FS( 41 ),2281940.000000000000,2578309.999999999100,2143100.000000000000,2458880.000000000000,2000000.000000000000,11462230.000000000000
FS( 42 ),2287120.000000000000,2682650.000000000000,2143100.000000000000,2467040.000000000500,2000000.000000000000,11579910.000000000000
FS( 43 ),2439560.000000000000,2596070.000000000000,2143100.000000000000,2515760.000000000000,2000000.000000000000,11694490.000000000000
FS( 44 ),2421060.000000000000,2567210.000000000000,2143100.000000000000,2548160.000000000500,2000000.000000000000,11679530.000000000000
FS( 45 ),2462500.000000000000,2630480.000000000000,2143100.000000000000,2572520.000000000000,2000000.000000000000,11808600.000000000000
FS( 46 ),2499500.000000000000,2604950.000000000000,2143100.000000000000,2568560.000000000000,2000000.000000000000,11816110.000000000000
FS( 47 ),2555000.000000000000,2592740.000000000000,2143100.000000000000,2609120.000000000000,2000000.000000000000,11899960.000000000000
FS( 48 ),2518000.000000000000,2601620.000000000000,2143100.000000000000,2576600.000000000000,2000000.000000000000,11839320.000000000000
FS( 49 ),2458060.000000000000,2596070.000000000000,2143100.000000000000,2588839.999999999500,2000000.000000000000,11786070.000000000000
FS( 50 ),2481000.000000000000,2569430.000000000000,2201600.000000000000,2531960.000000000000,2000000.000000000000,11783990.000000000000
FS( 51 ),2563880.000000000000,2648240.000000000000,2178200.000000000000,2588839.999999999500,2000000.000000000000,11979160.000000000000
FS( 52 ),2563880.000000000000,2648240.000000000000,2138150.000000000000,2694440.000000000000,2000000.000000000000,12044710.000000000000
FS( 53 ),2559440.000000000000,2698190.000000000000,2134550.000000000000,2844680.000000000500,2000000.000000000000,12236860.000000000000
FS( 54 ),2540940.000000000000,2741480.000000000000,2128250.000000000000,2795960.000000000000,2000000.000000000000,12206630.000000000000
FS( 55 ),2499500.000000000000,2666000.000000000000,2101250.000000000000,2718800.000000000000,2000000.000000000000,11985550.000000000000
FS( 56 ),2429940.000000000000,2555000.000000000000,2067950.000000000500,2633480.000000000000,2000000.000000000000,11686370.000000000000
FS( 57 ),2365560.000000000000,2499500.000000000000,2081450.000000000000,2678120.000000000000,2004350.000000000000,11628980.000000000000
