代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10901300.000000000000
真實報酬,901300.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,41093.054018445320
風險,51918.688658291881
起點值,0.791488673547
找到最佳解世代,1427
找到最佳解實驗#,2
找到最佳解次數,16

投資組合檔數,5
1102(1)[15],2382(24)[3],2454(27)[1],2498(29)[36],2882(33)[4],
Stock#,1102(1)[15],2382(24)[3],2454(27)[1],2498(29)[36],2882(33)[4],
張數,65,38,6,15,62,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18150.000000000000,38440.000000000000,147800.000000000230,18199.999999999767,17240.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2013650.000000000000,1978720.000000000200,2012660.000000000500,1992500.000000000000,1995040.000000000000,9992570.000000000000
FS( 3 ),2045500.000000000200,2039900.000000000000,2053160.000000000500,2000000.000000000000,2063240.000000000000,10201800.000000000000
FS( 4 ),2085800.000000000000,2012540.000000000200,2070920.000000000200,2029849.999999999800,2051460.000000000200,10250570.000000000000
FS( 5 ),2104000.000000000500,2018620.000000000000,2037980.000000000000,1895749.999999999800,2084320.000000000500,10140670.000000000000
FS( 6 ),2109850.000000000000,2024700.000000000200,2065880.000000000200,1903099.999999999500,2123999.999999999500,10227530.000000000000
FS( 7 ),2115050.000000000000,2027740.000000000000,2083580.000000000200,1932949.999999999800,2175460.000000000500,10334780.000000000000
FS( 8 ),2146900.000000000000,2042940.000000000000,2096240.000000000200,1895749.999999999800,2151900.000000000000,10333730.000000000000
FS( 9 ),2141700.000000000000,2076760.000000000000,2096240.000000000200,1895749.999999999800,2163680.000000000000,10374130.000000000000
FS( 10 ),2152100.000000000000,2104120.000000000000,2144420.000000000000,1918099.999999999500,2168640.000000000000,10487380.000000000000
FS( 11 ),2125450.000000000000,2082839.999999999800,2121620.000000000500,1888249.999999999800,2175460.000000000500,10393620.000000000000
FS( 12 ),2128050.000000000000,2091960.000000000000,2144420.000000000000,1985149.999999999500,2151900.000000000000,10501480.000000000000
FS( 13 ),2141700.000000000000,2159220.000000000000,2149460.000000000000,2000000.000000000000,2163680.000000000000,10614060.000000000000
FS( 14 ),2146900.000000000000,2174420.000000000000,2131760.000000000000,1962799.999999999800,2172980.000000000500,10588860.000000000000
FS( 15 ),2117650.000000000000,2162260.000000000000,2131760.000000000000,2096900.000000000000,2177940.000000000500,10686510.000000000000
FS( 16 ),2117650.000000000000,2113240.000000000000,2154560.000000000000,2044699.999999999800,2149420.000000000000,10579570.000000000000
FS( 17 ),2093599.999999999800,2110200.000000000000,2144420.000000000000,2186300.000000000000,2161200.000000000000,10695720.000000000000
FS( 18 ),2091000.000000000000,2104120.000000000000,2116520.000000000000,2253349.999999999100,2147560.000000000000,10712550.000000000000
FS( 19 ),2101400.000000000000,2134900.000000000000,2129180.000000000000,2231000.000000000000,2184760.000000000000,10781240.000000000000
FS( 20 ),2098800.000000000000,2168340.000000000000,2149460.000000000000,2178800.000000000000,2189100.000000000000,10784500.000000000000
FS( 21 ),2125450.000000000000,2208240.000000000000,2149460.000000000000,2178800.000000000000,2189100.000000000000,10851050.000000000000
FS( 22 ),2144300.000000000000,2171380.000000000000,2184920.000000000000,2171300.000000000000,2229400.000000000000,10901300.000000000000
