代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10897366.666220000000
真實報酬,897366.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,41237.167016194500
風險,76998.084466910921
起點值,0.535560946765
找到最佳解世代,1545
找到最佳解實驗#,1
找到最佳解次數,11

投資組合檔數,6
1101(0)[5],2324(17)[43],2347(20)[1],2354(22)[2],2474(28)[4],9999(49)[12],
Stock#,1101(0)[5],2324(17)[43],2347(20)[1],2354(22)[2],2474(28)[4],9999(49)[12],
張數,54,106,57,29,14,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,25606.000000000000,4586.000000000000,10815.999999999767,10476.000000000000,27966.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1675306.000000000000,1662426.000000000200,1670656.000000000000,1684936.000000000000,1660646.000000000000,1666666.000000000000,10020640.000000000000
FS( 3 ),1664506.000000000000,1678326.000000000000,1784656.000000000000,1786726.000000000000,1702786.000000000000,1666666.000000000000,10283670.000000000000
FS( 4 ),1639666.000000000000,1646526.000000000000,1791495.999999999500,1771066.000000000000,1762986.000000000000,1666666.000000000000,10278410.000000000000
FS( 5 ),1662346.000000000000,1603066.000000000000,1734495.999999999500,1777736.000000000000,1726865.999999999800,1666666.000000000000,10171180.000000000000
FS( 6 ),1666666.000000000000,1624265.999999999800,1782945.999999999500,1768746.000000000000,1750946.000000000000,1666666.000000000000,10260240.000000000000
FS( 7 ),1646686.000000000000,1556426.000000000200,1784656.000000000000,1759756.000000000000,1750946.000000000000,1666666.000000000000,10165140.000000000000
FS( 8 ),1726606.000000000000,1532046.000000000000,1846215.999999999800,1784696.000000000000,1775026.000000000200,1666666.000000000000,10331260.000000000000
FS( 9 ),1750906.000000000000,1515086.000000000000,1857045.999999999800,1811666.000000000000,1799246.000000000000,1666666.000000000000,10400620.000000000000
FS( 10 ),1737406.000000000000,1590346.000000000000,1833105.999999999800,1782376.000000000000,1805266.000000000000,1666666.000000000000,10415170.000000000000
FS( 11 ),1741726.000000000200,1564906.000000000200,1861605.999999999800,1791365.999999999800,1787066.000000000200,1666666.000000000000,10413340.000000000000
FS( 12 ),1753065.999999999800,1564906.000000000200,1990995.999999999800,1793686.000000000000,1793086.000000000000,1666666.000000000000,10562410.000000000000
FS( 13 ),1746586.000000000000,1560666.000000000000,2071935.999999999800,1807316.000000000000,1799246.000000000000,1666666.000000000000,10652420.000000000000
FS( 14 ),1724446.000000000200,1590346.000000000000,2054835.999999999800,1802675.999999999800,1756966.000000000000,1666666.000000000000,10595940.000000000000
FS( 15 ),1755226.000000000200,1581866.000000000000,2124946.000000000000,1809346.000000000200,1787066.000000000200,1666666.000000000000,10725120.000000000000
FS( 16 ),1743886.000000000000,1581866.000000000000,2094165.999999999800,1811666.000000000000,1775026.000000000200,1666666.000000000000,10673280.000000000000
FS( 17 ),1753065.999999999800,1666666.000000000000,2054835.999999999800,1846466.000000000000,1750946.000000000000,1666666.000000000000,10738650.000000000000
FS( 18 ),1713106.000000000000,1649706.000000000000,2043435.999999999800,1827036.000000000000,1732886.000000000000,1666666.000000000000,10632840.000000000000
FS( 19 ),1730926.000000000000,1658186.000000000000,2037165.999999999800,1817466.000000000000,1756966.000000000000,1666666.000000000000,10667380.000000000000
FS( 20 ),1746586.000000000000,1662426.000000000200,2034885.999999999800,1853716.000000000000,1801066.000000000200,1666666.000000000000,10765350.000000000000
FS( 21 ),1777365.999999999800,1704826.000000000000,2078775.999999999800,1848786.000000000000,1819826.000000000000,1667782.666220000000,10897366.666220000000
