代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10525727.142570000000
真實報酬,525727.142570000140

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20990.730902383675
風險,75610.519835486775
起點值,0.277616539974
找到最佳解世代,1389
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
2227(11)[11],2324(17)[4],2325(18)[1],3008(41)[48],4904(45)[2],9904(49)[8],9999(50)[19],
Stock#,2227(11)[11],2324(17)[4],2325(18)[1],3008(41)[48],4904(45)[2],9904(49)[8],9999(50)[19],
張數,5,87,38,0,24,43,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,224821.000000000000,901.000000000000,19531.000000000000,1428571.000000000000,40651.000000000000,1831.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1409371.000000000000,1435530.999999999800,1419071.000000000000,1428571.000000000000,1478011.000000000200,1467270.999999999800,1428571.000000000000,10066400.000000000000
FS( 3 ),1455520.999999999800,1450321.000000000000,1464671.000000000000,1428571.000000000000,1476091.000000000000,1465121.000000000000,1428571.000000000000,10168870.000000000000
FS( 4 ),1463171.000000000000,1475550.999999999800,1468091.000000000000,1428571.000000000000,1463611.000000000000,1472861.000000000000,1428571.000000000000,10200430.000000000000
FS( 5 ),1467021.000000000000,1472071.000000000000,1472651.000000000200,1428571.000000000000,1436731.000000000000,1453510.999999999800,1428571.000000000000,10159130.000000000000
FS( 6 ),1515121.000000000000,1439881.000000000000,1490131.000000000200,1428571.000000000000,1440811.000000000000,1476730.999999999800,1428571.000000000000,10219820.000000000000
FS( 7 ),1542021.000000000000,1439881.000000000000,1496211.000000000000,1428571.000000000000,1447051.000000000000,1494361.000000000000,1428571.000000000000,10276670.000000000000
FS( 8 ),1543970.999999999800,1446841.000000000000,1485191.000000000000,1428571.000000000000,1457371.000000000000,1444051.000000000000,1428571.000000000000,10234570.000000000000
FS( 9 ),1509321.000000000000,1464241.000000000000,1485191.000000000000,1428571.000000000000,1447051.000000000000,1457381.000000000000,1428571.000000000000,10220330.000000000000
FS( 10 ),1499720.999999999800,1457280.999999999800,1474171.000000000000,1428571.000000000000,1432651.000000000000,1488341.000000000000,1428571.000000000000,10209310.000000000000
FS( 11 ),1490121.000000000000,1443360.999999999800,1463151.000000000200,1428571.000000000000,1426411.000000000000,1471141.000000000200,1428571.000000000000,10151330.000000000000
FS( 12 ),1488171.000000000000,1453800.999999999800,1450611.000000000000,1428571.000000000000,1472011.000000000200,1471141.000000000200,1428571.000000000000,10192880.000000000000
FS( 13 ),1467021.000000000000,1446841.000000000000,1431611.000000000000,1428571.000000000000,1457371.000000000000,1436311.000000000000,1428571.000000000000,10096300.000000000000
FS( 14 ),1470871.000000000000,1446841.000000000000,1494691.000000000000,1428571.000000000000,1455451.000000000200,1441901.000000000200,1428571.000000000000,10166900.000000000000
FS( 15 ),1459321.000000000000,1457280.999999999800,1501151.000000000200,1428571.000000000000,1467691.000000000000,1476730.999999999800,1428571.000000000000,10219320.000000000000
FS( 16 ),1482421.000000000200,1558201.000000000000,1538770.999999999800,1428571.000000000000,1486411.000000000000,1472861.000000000000,1428571.000000000000,10395810.000000000000
FS( 17 ),1484321.000000000000,1568641.000000000000,1540291.000000000200,1428571.000000000000,1488571.000000000000,1447921.000000000200,1428571.000000000000,10386890.000000000000
FS( 18 ),1484321.000000000000,1600831.000000000000,1540291.000000000200,1428571.000000000000,1494571.000000000000,1457381.000000000000,1428571.000000000000,10434540.000000000000
FS( 19 ),1476671.000000000000,1582561.000000000000,1532691.000000000000,1428571.000000000000,1498891.000000000000,1445770.999999999800,1428571.000000000000,10393730.000000000000
FS( 20 ),1478571.000000000000,1597351.000000000000,1537250.999999999800,1428571.000000000000,1507051.000000000000,1457381.000000000000,1428571.000000000000,10434750.000000000000
FS( 21 ),1472821.000000000000,1615620.999999999800,1538770.999999999800,1428571.000000000000,1504891.000000000000,1461250.999999999800,1428571.000000000000,10450500.000000000000
FS( 22 ),1457421.000000000200,1633021.000000000200,1553211.000000000000,1428571.000000000000,1515451.000000000200,1488341.000000000000,1428571.000000000000,10504590.000000000000
FS( 23 ),1449720.999999999800,1611271.000000000200,1531171.000000000000,1428571.000000000000,1517371.000000000000,1488341.000000000000,1428571.000000000000,10455020.000000000000
FS( 24 ),1505471.000000000000,1593870.999999999800,1531171.000000000000,1428571.000000000000,1550491.000000000000,1486621.000000000000,1429528.142569999900,10525727.142570000000
