代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11428860.000000000000
真實報酬,1428860.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,65847.400696864104
風險,57434.312918846248
起點值,1.146481908644
找到最佳解世代,1572
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,7
1102(1)[1],1303(4)[6],1326(5)[5],2207(12)[2],2353(22)[13],2890(38)[4],4904(46)[33],
Stock#,1102(1)[1],1303(4)[6],1326(5)[5],2207(12)[2],2353(22)[13],2890(38)[4],4904(46)[33],
張數,58,28,21,11,37,262,33,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,3511.000000000000,40891.000000000000,36480.999999999767,46861.000000000000,27381.000000000233,3290.999999999767,33661.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1443071.000000000000,1446211.000000000000,1420380.999999999800,1424061.000000000000,1495171.000000000200,1449530.999999999500,1426261.000000000200,10104690.000000000000
FS( 3 ),1463371.000000000200,1446211.000000000000,1428571.000000000000,1469601.000000000000,1507381.000000000200,1467870.999999999800,1438471.000000000000,10221480.000000000000
FS( 4 ),1465111.000000000000,1441731.000000000200,1461540.999999999800,1469601.000000000000,1459281.000000000200,1549091.000000000000,1431211.000000000000,10277570.000000000000
FS( 5 ),1465111.000000000000,1448451.000000000200,1488000.999999999800,1469601.000000000000,1427091.000000000200,1551710.999999999800,1468171.000000000000,10318140.000000000000
FS( 6 ),1465111.000000000000,1461891.000000000000,1473090.999999999800,1483351.000000000000,1474821.000000000000,1559571.000000000000,1443421.000000000000,10361260.000000000000
FS( 7 ),1473811.000000000200,1473091.000000000000,1476450.999999999500,1583671.000000000200,1505531.000000000200,1591010.999999999500,1448370.999999999800,10551940.000000000000
FS( 8 ),1465111.000000000000,1470851.000000000000,1468261.000000000000,1633831.000000000000,1491841.000000000200,1598870.999999999800,1446060.999999999800,10574830.000000000000
FS( 9 ),1475551.000000000000,1459651.000000000000,1459860.999999999800,1638341.000000000000,1491841.000000000200,1622450.999999999500,1433521.000000000200,10581220.000000000000
FS( 10 ),1490051.000000000000,1477571.000000000000,1458390.999999999500,1670241.000000000000,1495171.000000000200,1638170.999999999800,1421310.999999999800,10650910.000000000000
FS( 11 ),1477871.000000000200,1524330.999999999800,1468261.000000000000,1651981.000000000000,1497021.000000000000,1598870.999999999800,1409101.000000000000,10627440.000000000000
FS( 12 ),1495851.000000000000,1544491.000000000200,1486321.000000000000,1674861.000000000000,1539571.000000000000,1638170.999999999800,1465531.000000000200,10844800.000000000000
FS( 13 ),1490051.000000000000,1548971.000000000000,1488000.999999999800,1624701.000000000000,1544751.000000000200,1606730.999999999800,1507441.000000000000,10810650.000000000000
FS( 14 ),1499911.000000000000,1568851.000000000000,1501020.999999999800,1629211.000000000000,1560291.000000000200,1646030.999999999500,1458271.000000000200,10863590.000000000000
FS( 15 ),1508031.000000000000,1631571.000000000000,1530630.999999999800,1661111.000000000000,1556591.000000000200,1706290.999999999800,1451011.000000000200,11045240.000000000000
FS( 16 ),1502231.000000000000,1622611.000000000000,1535670.999999999800,1770560.999999999800,1512191.000000000500,1651270.999999999800,1448370.999999999800,11042910.000000000000
FS( 17 ),1518471.000000000000,1646971.000000000000,1547220.999999999800,1820721.000000000000,1500351.000000000200,1690571.000000000000,1448370.999999999800,11172680.000000000000
FS( 18 ),1506291.000000000000,1640251.000000000000,1542180.999999999800,1797951.000000000000,1500351.000000000200,1638170.999999999800,1463221.000000000000,11088420.000000000000
FS( 19 ),1516150.999999999800,1642491.000000000200,1542180.999999999800,1784310.999999999800,1512191.000000000500,1646030.999999999500,1561891.000000000000,11205250.000000000000
FS( 20 ),1536451.000000000000,1651451.000000000200,1550370.999999999800,1866371.000000000000,1563621.000000000200,1706290.999999999800,1554300.999999999800,11428860.000000000000
