代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10531737.142570000000
真實報酬,531737.142570000140

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,26016.955600715799
風險,40938.318535471728
起點值,0.635515979440
找到最佳解世代,1737
找到最佳解實驗#,1
找到最佳解次數,40

投資組合檔數,7
2301(12)[3],2308(14)[2],2317(16)[17],2412(26)[22],3481(44)[1],3673(45)[7],9999(49)[18],
Stock#,2301(12)[3],2308(14)[2],2317(16)[17],2412(26)[22],3481(44)[1],3673(45)[7],9999(49)[18],
張數,41,15,29,19,95,2,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,30061.000000000000,22621.000000000000,15691.000000000233,56011.000000000000,2621.000000000000,378671.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1434720.999999999800,1434871.000000000000,1409431.000000000200,1418121.000000000000,1402921.000000000000,1432311.000000000000,1428571.000000000000,9960950.000000000000
FS( 3 ),1449891.000000000200,1434871.000000000000,1400731.000000000200,1418121.000000000000,1458971.000000000000,1505031.000000000000,1428571.000000000000,10096190.000000000000
FS( 4 ),1488431.000000000200,1460221.000000000200,1409431.000000000200,1419640.999999999800,1450421.000000000000,1505031.000000000000,1428571.000000000000,10161750.000000000000
FS( 5 ),1466700.999999999800,1434871.000000000000,1407691.000000000200,1422681.000000000000,1458971.000000000000,1490111.000000000000,1428571.000000000000,10109600.000000000000
FS( 6 ),1472851.000000000000,1434871.000000000000,1409431.000000000200,1427051.000000000000,1476071.000000000000,1525551.000000000000,1428571.000000000000,10174400.000000000000
FS( 7 ),1451531.000000000000,1434871.000000000000,1409431.000000000200,1422681.000000000000,1579621.000000000200,1521811.000000000000,1428571.000000000000,10248520.000000000000
FS( 8 ),1442101.000000000000,1428571.000000000000,1409431.000000000200,1431611.000000000200,1557771.000000000000,1491991.000000000000,1428571.000000000000,10190050.000000000000
FS( 9 ),1435950.999999999800,1523221.000000000200,1400731.000000000200,1433131.000000000200,1588171.000000000200,1488251.000000000000,1428571.000000000000,10298030.000000000000
FS( 10 ),1454401.000000000200,1586221.000000000000,1409431.000000000200,1428571.000000000000,1549221.000000000200,1480791.000000000000,1428571.000000000000,10337210.000000000000
FS( 11 ),1459321.000000000000,1542121.000000000000,1412911.000000000200,1437500.999999999800,1515021.000000000000,1510631.000000000000,1428571.000000000000,10306080.000000000000
FS( 12 ),1463831.000000000000,1523221.000000000200,1426831.000000000000,1427051.000000000000,1527371.000000000000,1473331.000000000000,1428571.000000000000,10270210.000000000000
FS( 13 ),1465470.999999999800,1548421.000000000000,1456121.000000000200,1427051.000000000000,1532121.000000000200,1488251.000000000000,1428571.000000000000,10346010.000000000000
FS( 14 ),1497450.999999999800,1516921.000000000200,1436981.000000000200,1422681.000000000000,1544471.000000000200,1501311.000000000000,1428571.000000000000,10348390.000000000000
FS( 15 ),1515901.000000000200,1523221.000000000200,1436981.000000000200,1422681.000000000000,1553021.000000000000,1488251.000000000000,1428571.000000000000,10368630.000000000000
FS( 16 ),1500730.999999999800,1548421.000000000000,1450901.000000000200,1422681.000000000000,1557771.000000000000,1473331.000000000000,1428571.000000000000,10382410.000000000000
FS( 17 ),1509751.000000000000,1554721.000000000000,1442201.000000000200,1424201.000000000000,1634721.000000000000,1486391.000000000000,1428571.000000000000,10480560.000000000000
FS( 18 ),1501960.999999999800,1554721.000000000000,1461341.000000000200,1425721.000000000000,1605271.000000000000,1497571.000000000000,1428571.000000000000,10475160.000000000000
FS( 19 ),1522051.000000000000,1567321.000000000000,1461341.000000000200,1424201.000000000000,1583421.000000000000,1490111.000000000000,1428571.000000000000,10477020.000000000000
FS( 20 ),1519181.000000000200,1598821.000000000000,1447421.000000000200,1425721.000000000000,1583421.000000000000,1486391.000000000000,1428571.000000000000,10489530.000000000000
FS( 21 ),1509751.000000000000,1630321.000000000000,1457861.000000000000,1434461.000000000000,1583421.000000000000,1486391.000000000000,1429528.142569999900,10531737.142570000000
