代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10270546.666220000000
真實報酬,270546.666220000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17837.966258372468
風險,45917.672164265481
起點值,0.388477146545
找到最佳解世代,1344
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1216(2)[1],2301(12)[8],2887(36)[2],3008(41)[47],4904(44)[5],9999(49)[18],
Stock#,1216(2)[1],2301(12)[8],2887(36)[2],3008(41)[47],4904(44)[5],9999(49)[18],
張數,31,48,178,0,25,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,49086.000000000000,13546.000000000000,586.000000000000,1666666.000000000000,50415.999999999767,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1660776.000000000000,1726666.000000000000,1636406.000000000000,1666666.000000000000,1650666.000000000000,1666666.000000000000,10007850.000000000000
FS( 3 ),1649306.000000000000,1711786.000000000200,1652426.000000000000,1666666.000000000000,1655415.999999999800,1666666.000000000000,10002270.000000000000
FS( 4 ),1660776.000000000000,1694506.000000000000,1659546.000000000000,1666666.000000000000,1655415.999999999800,1666666.000000000000,10003580.000000000000
FS( 5 ),1698596.000000000000,1703146.000000000200,1652426.000000000000,1666666.000000000000,1682415.999999999800,1666666.000000000000,10069920.000000000000
FS( 6 ),1704176.000000000000,1692586.000000000000,1680906.000000000000,1666666.000000000000,1673415.999999999800,1666666.000000000000,10084420.000000000000
FS( 7 ),1736106.000000000000,1698826.000000000000,1696926.000000000000,1666666.000000000000,1691666.000000000000,1666666.000000000000,10156860.000000000000
FS( 8 ),1727426.000000000000,1730986.000000000000,1696926.000000000000,1666666.000000000000,1673415.999999999800,1666666.000000000000,10162090.000000000000
FS( 9 ),1759356.000000000000,1718026.000000000000,1718286.000000000000,1666666.000000000000,1680165.999999999800,1666666.000000000000,10209170.000000000000
FS( 10 ),1762146.000000000000,1732906.000000000200,1732526.000000000000,1666666.000000000000,1698415.999999999800,1666666.000000000000,10259330.000000000000
FS( 11 ),1738896.000000000000,1743945.999999999800,1762786.000000000000,1666666.000000000000,1700666.000000000000,1666666.000000000000,10279630.000000000000
FS( 12 ),1736106.000000000000,1722346.000000000200,1739646.000000000000,1666666.000000000000,1684915.999999999800,1666666.000000000000,10216350.000000000000
FS( 13 ),1733316.000000000000,1713706.000000000000,1732526.000000000000,1666666.000000000000,1698415.999999999800,1666666.000000000000,10211300.000000000000
FS( 14 ),1744786.000000000000,1735305.999999999800,1755666.000000000000,1666666.000000000000,1696165.999999999800,1666666.000000000000,10265260.000000000000
FS( 15 ),1753465.999999999800,1726666.000000000000,1784146.000000000000,1666666.000000000000,1716666.000000000000,1666666.000000000000,10314280.000000000000
FS( 16 ),1747576.000000000000,1718026.000000000000,1800166.000000000000,1666666.000000000000,1709665.999999999800,1666666.000000000000,10308770.000000000000
FS( 17 ),1759356.000000000000,1664745.999999999800,1807286.000000000000,1666666.000000000000,1723415.999999999800,1666666.000000000000,10288140.000000000000
FS( 18 ),1762146.000000000000,1696906.000000000200,1748546.000000000000,1666666.000000000000,1707415.999999999800,1666666.000000000000,10248350.000000000000
FS( 19 ),1736106.000000000000,1696906.000000000200,1800166.000000000000,1666666.000000000000,1702915.999999999500,1667782.666220000000,10270546.666220000000
