代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11197397.500000000000
真實報酬,1197397.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,64973.211538461539
風險,63923.837527549062
起點值,1.016416004600
找到最佳解世代,1443
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1102(1)[1],2324(15)[4],2354(20)[3],2498(27)[2],2618(28)[6],2912(40)[10],3045(41)[5],9999(49)[27],
Stock#,1102(1)[1],2324(15)[4],2354(20)[3],2498(27)[2],2618(28)[6],2912(40)[10],3045(41)[5],9999(49)[27],
張數,56,65,15,1,72,11,23,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,20240.000000000000,17600.000000000000,69800.000000000000,331360.000000000000,8720.000000000000,53310.000000000000,34450.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1268480.000000000000,1250000.000000000000,1270850.000000000000,1298350.000000000000,1244240.000000000000,1259020.000000000000,1255290.000000000000,1250000.000000000000,10096230.000000000000
FS( 3 ),1265120.000000000000,1250000.000000000000,1281350.000000000000,1298350.000000000000,1329920.000000000000,1254510.000000000000,1257129.999999999800,1250000.000000000000,10186380.000000000000
FS( 4 ),1292560.000000000000,1306549.999999999800,1276100.000000000000,1266120.000000000000,1365200.000000000000,1277060.000000000000,1257129.999999999800,1250000.000000000000,10290720.000000000000
FS( 5 ),1298160.000000000000,1313050.000000000000,1291850.000000000000,1298350.000000000000,1399760.000000000000,1313140.000000000000,1265870.000000000000,1250000.000000000000,10430180.000000000000
FS( 6 ),1268480.000000000000,1302000.000000000000,1270850.000000000000,1258060.000000000000,1396880.000000000000,1272550.000000000000,1250000.000000000000,1250000.000000000000,10268820.000000000000
FS( 7 ),1266800.000000000200,1315000.000000000000,1307450.000000000000,1278210.000000000000,1455920.000000000000,1263530.000000000000,1269320.000000000000,1250000.000000000000,10406230.000000000000
FS( 8 ),1336240.000000000000,1326050.000000000000,1323200.000000000000,1314470.000000000000,1434320.000000000200,1263530.000000000000,1292090.000000000000,1250000.000000000000,10539900.000000000000
FS( 9 ),1308800.000000000200,1310450.000000000200,1312700.000000000000,1314470.000000000000,1391840.000000000200,1268040.000000000000,1311410.000000000000,1250000.000000000000,10467710.000000000000
FS( 10 ),1334560.000000000000,1297450.000000000200,1396250.000000000000,1314470.000000000000,1391840.000000000200,1290590.000000000000,1325210.000000000000,1250000.000000000000,10600370.000000000000
FS( 11 ),1323920.000000000000,1308499.999999999800,1406749.999999999800,1302380.000000000000,1434320.000000000200,1317760.000000000000,1311410.000000000000,1250000.000000000000,10655040.000000000000
FS( 12 ),1369280.000000000000,1308499.999999999800,1495400.000000000200,1350730.000000000000,1421360.000000000000,1290590.000000000000,1335790.000000000000,1250000.000000000000,10821650.000000000000
FS( 13 ),1369280.000000000000,1328000.000000000000,1469300.000000000000,1342670.000000000000,1429280.000000000000,1304120.000000000000,1353270.000000000200,1250000.000000000000,10845920.000000000000
FS( 14 ),1344080.000000000200,1353999.999999999800,1469300.000000000000,1342670.000000000000,1488320.000000000200,1362860.000000000000,1332340.000000000000,1250000.000000000000,10943570.000000000000
FS( 15 ),1349120.000000000000,1339049.999999999800,1469300.000000000000,1362820.000000000000,1555280.000000000000,1417090.000000000000,1325210.000000000000,1250000.000000000000,11067870.000000000000
FS( 16 ),1349120.000000000000,1358550.000000000000,1490300.000000000000,1366850.000000000000,1547360.000000000000,1376390.000000000000,1333950.000000000000,1250000.000000000000,11072520.000000000000
FS( 17 ),1390000.000000000000,1393000.000000000000,1479800.000000000000,1354760.000000000000,1531520.000000000000,1448660.000000000000,1335790.000000000000,1250000.000000000000,11183530.000000000000
FS( 18 ),1397280.000000000000,1414450.000000000000,1474550.000000000000,1378940.000000000000,1450880.000000000000,1417090.000000000000,1333950.000000000000,1250000.000000000000,11117140.000000000000
FS( 19 ),1426399.999999999800,1420950.000000000000,1500650.000000000000,1378940.000000000000,1421360.000000000000,1471210.000000000000,1327050.000000000200,1250837.500000000000,11197397.500000000000
