代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10702297.500000000000
真實報酬,702297.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32850.228782845064
風險,27529.028041364636
起點值,1.193294174189
找到最佳解世代,2411
找到最佳解實驗#,1
找到最佳解次數,14

投資組合檔數,8
2330(19)[8],2882(31)[7],2912(40)[25],3008(41)[32],3045(42)[29],3481(44)[4],4938(46)[1],9999(50)[31],
Stock#,2330(19)[8],2882(31)[7],2912(40)[25],3008(41)[32],3045(42)[29],3481(44)[4],4938(46)[1],9999(50)[31],
張數,12,36,6,0,15,129,33,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,80.000000000000,14840.000000000000,40220.000000000000,1250000.000000000000,72200.000000000000,1280.000000000000,14480.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1239320.000000000000,1241360.000000000000,1236680.000000000000,1250000.000000000000,1242650.000000000000,1296439.999999999800,1248680.000000000000,1250000.000000000000,10005130.000000000000
FS( 3 ),1250000.000000000000,1300760.000000000000,1226000.000000000000,1250000.000000000000,1236649.999999999800,1284830.000000000000,1303790.000000000000,1250000.000000000000,10102030.000000000000
FS( 4 ),1255279.999999999800,1284920.000000000000,1226000.000000000000,1250000.000000000000,1226900.000000000000,1308050.000000000200,1327879.999999999800,1250000.000000000000,10129030.000000000000
FS( 5 ),1265840.000000000000,1319480.000000000000,1239320.000000000000,1250000.000000000000,1252400.000000000000,1319660.000000000000,1278379.999999999800,1250000.000000000000,10175080.000000000000
FS( 6 ),1271120.000000000000,1309400.000000000000,1239320.000000000000,1250000.000000000000,1242650.000000000000,1308050.000000000200,1341080.000000000200,1250000.000000000000,10211620.000000000000
FS( 7 ),1255279.999999999800,1302200.000000000000,1244660.000000000000,1250000.000000000000,1228100.000000000000,1308050.000000000200,1354609.999999999800,1250000.000000000000,10192900.000000000000
FS( 8 ),1276400.000000000000,1305080.000000000200,1233980.000000000000,1250000.000000000000,1231700.000000000000,1319660.000000000000,1378700.000000000000,1250000.000000000000,10245520.000000000000
FS( 9 ),1292360.000000000000,1318040.000000000000,1244660.000000000000,1250000.000000000000,1233050.000000000000,1324820.000000000000,1392230.000000000000,1250000.000000000000,10305160.000000000000
FS( 10 ),1292360.000000000000,1313719.999999999800,1244660.000000000000,1250000.000000000000,1248800.000000000000,1324820.000000000000,1411040.000000000000,1250000.000000000000,10335400.000000000000
FS( 11 ),1292360.000000000000,1326680.000000000000,1244660.000000000000,1250000.000000000000,1248800.000000000000,1331270.000000000000,1408400.000000000000,1250000.000000000000,10352170.000000000000
FS( 12 ),1281800.000000000000,1325239.999999999800,1247359.999999999800,1250000.000000000000,1250000.000000000000,1360939.999999999800,1464500.000000000000,1250000.000000000000,10429840.000000000000
FS( 13 ),1281800.000000000000,1316599.999999999800,1247359.999999999800,1250000.000000000000,1259599.999999999800,1354490.000000000000,1443050.000000000000,1250000.000000000000,10402900.000000000000
FS( 14 ),1276400.000000000000,1316599.999999999800,1268720.000000000000,1250000.000000000000,1271750.000000000000,1366100.000000000000,1408400.000000000000,1250000.000000000000,10407970.000000000000
FS( 15 ),1292360.000000000000,1319480.000000000000,1276760.000000000000,1250000.000000000000,1285100.000000000000,1377710.000000000000,1459220.000000000000,1250000.000000000000,10510630.000000000000
FS( 16 ),1292360.000000000000,1323800.000000000000,1308800.000000000000,1250000.000000000000,1283900.000000000000,1389320.000000000000,1461859.999999999800,1250000.000000000000,10560040.000000000000
FS( 17 ),1302920.000000000000,1325239.999999999800,1322120.000000000000,1250000.000000000000,1270550.000000000000,1372550.000000000200,1453939.999999999800,1250000.000000000000,10547320.000000000000
FS( 18 ),1308200.000000000200,1328120.000000000000,1322120.000000000000,1250000.000000000000,1275500.000000000000,1354490.000000000000,1461859.999999999800,1250000.000000000000,10550290.000000000000
FS( 19 ),1313480.000000000000,1345760.000000000000,1330160.000000000000,1250000.000000000000,1274300.000000000000,1377710.000000000000,1507400.000000000000,1250000.000000000000,10648810.000000000000
FS( 20 ),1292360.000000000000,1348640.000000000000,1330160.000000000000,1250000.000000000000,1270550.000000000000,1360939.999999999800,1571750.000000000000,1250000.000000000000,10674400.000000000000
FS( 21 ),1265840.000000000000,1345760.000000000000,1364840.000000000200,1250000.000000000000,1271750.000000000000,1384160.000000000000,1569109.999999999800,1250837.500000000000,10702297.500000000000
