代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11341770.000000000000
真實報酬,1341770.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,61595.378129117256
風險,38671.077654063083
起點值,1.592802214620
找到最佳解世代,2084
找到最佳解實驗#,2
找到最佳解次數,14

投資組合檔數,5
2105(9)[7],2912(39)[8],3045(40)[40],4904(44)[21],6239(45)[4],
Stock#,2105(9)[7],2912(39)[8],3045(40)[40],4904(44)[21],6239(45)[4],
張數,78,27,43,75,34,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,6320.000000000233,29540.000000000000,17700.000000000000,20750.000000000000,19160.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2003120.000000000500,2023489.999999999800,2057190.000000000000,2022500.000000000000,2017340.000000000000,10123640.000000000000
FS( 3 ),2021840.000000000200,2012959.999999999800,2002579.999999999800,2044999.999999999800,2019380.000000000000,10101760.000000000000
FS( 4 ),2085800.000000000200,2010799.999999999800,2002579.999999999800,2122250.000000000000,2045560.000000000000,10266990.000000000000
FS( 5 ),2095160.000000000500,2032130.000000000200,2009030.000000000200,2127500.000000000000,2032640.000000000000,10296460.000000000000
FS( 6 ),2110760.000000000000,2085859.999999999800,2012470.000000000000,2139500.000000000000,2063920.000000000000,10412510.000000000000
FS( 7 ),2104520.000000000000,2117990.000000000000,2012470.000000000000,2189750.000000000000,2068340.000000000200,10493070.000000000000
FS( 8 ),2107640.000000000000,2115830.000000000000,2006020.000000000200,2224250.000000000000,2043859.999999999800,10497600.000000000000
FS( 9 ),2177840.000000000000,2092070.000000000200,1992690.000000000000,2189750.000000000000,2057120.000000000000,10509470.000000000000
FS( 10 ),2198900.000000000000,2147959.999999999500,1996129.999999999800,2192000.000000000000,2133620.000000000000,10668610.000000000000
FS( 11 ),2195780.000000000000,2171450.000000000000,1989680.000000000000,2184500.000000000000,2142800.000000000000,10684210.000000000000
FS( 12 ),2150540.000000000000,2299970.000000000500,2012470.000000000000,2174750.000000000000,2111180.000000000000,10748910.000000000000
FS( 13 ),2147420.000000000000,2246240.000000000000,2038700.000000000000,2204750.000000000000,2111180.000000000000,10748290.000000000000
FS( 14 ),2214500.000000000000,2246240.000000000000,2045150.000000000000,2201750.000000000000,2151640.000000000000,10859280.000000000000
FS( 15 ),2260520.000000000000,2246240.000000000000,2048589.999999999800,2201750.000000000000,2144840.000000000500,10901940.000000000000
FS( 16 ),2248040.000000000000,2235709.999999999500,2045150.000000000000,2201750.000000000000,2210120.000000000000,10940770.000000000000
FS( 17 ),2318240.000000000000,2224910.000000000000,2067939.999999999800,2227250.000000000000,2210120.000000000000,11048460.000000000000
FS( 18 ),2351780.000000000000,2257040.000000000000,2087720.000000000000,2227250.000000000000,2221340.000000000000,11145130.000000000000
FS( 19 ),2361140.000000000000,2257040.000000000000,2084280.000000000000,2216750.000000000000,2234940.000000000000,11154150.000000000000
FS( 20 ),2382980.000000000000,2278370.000000000500,2084280.000000000000,2209250.000000000000,2259760.000000000500,11214640.000000000000
FS( 21 ),2517140.000000000000,2289170.000000000000,2091160.000000000000,2244500.000000000000,2212500.000000000000,11354470.000000000000
FS( 22 ),2510900.000000000000,2278370.000000000500,2084280.000000000000,2244500.000000000000,2223720.000000000000,11341770.000000000000
