代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10565427.500000000000
真實報酬,565427.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25123.749421831639
風險,23229.059451236382
起點值,1.081565505249
找到最佳解世代,1951
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1101(0)[5],1476(7)[12],2002(8)[26],2311(15)[10],2325(17)[36],2354(19)[1],2881(30)[7],9999(49)[29],
Stock#,1101(0)[5],1476(7)[12],2002(8)[26],2311(15)[10],2325(17)[36],2354(19)[1],2881(30)[7],9999(49)[29],
張數,38,3,57,35,26,17,32,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,13860.000000000000,212329.999999999880,18800.000000000000,13800.000000000000,45680.000000000000,37560.000000000233,22800.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1268239.999999999800,1232840.000000000000,1269380.000000000200,1288500.000000000000,1250000.000000000000,1248470.000000000200,1243920.000000000000,1250000.000000000000,10051350.000000000000
FS( 3 ),1286480.000000000200,1224260.000000000000,1252850.000000000000,1280449.999999999800,1252600.000000000000,1254590.000000000200,1239120.000000000000,1250000.000000000000,10040350.000000000000
FS( 4 ),1272040.000000000000,1294310.000000000000,1252850.000000000000,1292000.000000000000,1252600.000000000000,1257820.000000000200,1242320.000000000000,1250000.000000000000,10113940.000000000000
FS( 5 ),1286480.000000000200,1261430.000000000000,1263679.999999999800,1288500.000000000000,1254940.000000000000,1254590.000000000200,1263760.000000000000,1250000.000000000000,10123380.000000000000
FS( 6 ),1290280.000000000000,1247149.999999999800,1269380.000000000200,1275550.000000000000,1254940.000000000000,1267170.000000000200,1300560.000000000000,1250000.000000000000,10155030.000000000000
FS( 7 ),1290280.000000000000,1231399.999999999800,1280209.999999999800,1272400.000000000200,1250000.000000000000,1273460.000000000200,1300560.000000000000,1250000.000000000000,10148310.000000000000
FS( 8 ),1292180.000000000000,1255700.000000000000,1283060.000000000000,1277300.000000000000,1253640.000000000000,1278050.000000000200,1311440.000000000000,1250000.000000000000,10201370.000000000000
FS( 9 ),1290280.000000000000,1318610.000000000000,1275080.000000000000,1271000.000000000000,1253640.000000000000,1271760.000000000000,1297360.000000000000,1250000.000000000000,10227730.000000000000
FS( 10 ),1290280.000000000000,1352900.000000000000,1275080.000000000000,1272400.000000000200,1252600.000000000000,1284340.000000000200,1302160.000000000000,1250000.000000000000,10279760.000000000000
FS( 11 ),1290280.000000000000,1321459.999999999500,1261400.000000000200,1264000.000000000000,1253640.000000000000,1353020.000000000200,1296080.000000000000,1250000.000000000000,10289880.000000000000
FS( 12 ),1284960.000000000200,1348610.000000000000,1272229.999999999800,1274150.000000000000,1253640.000000000000,1340440.000000000200,1298960.000000000000,1250000.000000000000,10322990.000000000000
FS( 13 ),1261020.000000000000,1341469.999999999500,1269380.000000000200,1270650.000000000000,1252600.000000000000,1340440.000000000200,1302160.000000000000,1250000.000000000000,10287720.000000000000
FS( 14 ),1294079.999999999800,1344320.000000000000,1280209.999999999800,1272400.000000000200,1253640.000000000000,1353020.000000000200,1306640.000000000000,1250000.000000000000,10354310.000000000000
FS( 15 ),1354120.000000000200,1311469.999999999500,1266530.000000000000,1265750.000000000000,1252600.000000000000,1359140.000000000200,1286800.000000000000,1250000.000000000000,10346410.000000000000
FS( 16 ),1385280.000000000000,1308590.000000000000,1263679.999999999800,1270650.000000000000,1251300.000000000000,1354550.000000000200,1271440.000000000000,1250000.000000000000,10355490.000000000000
FS( 17 ),1383380.000000000000,1310029.999999999500,1275080.000000000000,1289199.999999999800,1250000.000000000000,1351490.000000000200,1305040.000000000000,1250000.000000000000,10414220.000000000000
FS( 18 ),1383380.000000000000,1304300.000000000000,1263679.999999999800,1294100.000000000000,1247400.000000000000,1390420.000000000200,1297360.000000000000,1250000.000000000000,10430640.000000000000
FS( 19 ),1392500.000000000000,1310029.999999999500,1252850.000000000000,1312650.000000000000,1250000.000000000000,1426290.000000000200,1311440.000000000000,1250000.000000000000,10505760.000000000000
FS( 20 ),1385280.000000000000,1324310.000000000000,1258550.000000000000,1312650.000000000000,1247400.000000000000,1429350.000000000200,1311440.000000000000,1250000.000000000000,10518980.000000000000
FS( 21 ),1356020.000000000000,1364330.000000000000,1244870.000000000200,1321050.000000000000,1241160.000000000000,1437170.000000000200,1341840.000000000000,1250000.000000000000,10556440.000000000000
FS( 22 ),1335880.000000000000,1350050.000000000000,1252850.000000000000,1328050.000000000000,1242460.000000000000,1432580.000000000200,1389520.000000000000,1250000.000000000000,10581390.000000000000
FS( 23 ),1335880.000000000000,1361480.000000000000,1230620.000000000200,1326300.000000000000,1233620.000000000000,1426290.000000000200,1400400.000000000000,1250837.500000000000,10565427.500000000000
