代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10648180.000000000000
真實報酬,648180.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29216.861702127659
風險,46807.954040395183
起點值,0.624185831257
找到最佳解世代,1623
找到最佳解實驗#,2
找到最佳解次數,24

投資組合檔數,5
1301(3)[8],2308(12)[6],2498(27)[1],2881(30)[3],2912(39)[24],
Stock#,1301(3)[8],2308(12)[6],2498(27)[1],2881(30)[3],2912(39)[24],
張數,42,28,8,87,33,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,7520.000000000000,37200.000000000233,95520.000000000000,6830.000000000000,10430.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1997060.000000000000,2035280.000000000200,2029280.000000000000,2016530.000000000000,2002639.999999999800,10080790.000000000000
FS( 3 ),2008400.000000000000,2031080.000000000000,1991200.000000000000,2041760.000000000000,2002639.999999999800,10075080.000000000000
FS( 4 ),2017220.000000000000,2068600.000000000000,1970720.000000000000,2000000.000000000000,2005280.000000000200,10061820.000000000000
FS( 5 ),2034439.999999999800,2045640.000000000200,1985360.000000000000,2039150.000000000000,2005280.000000000200,10109870.000000000000
FS( 6 ),2034439.999999999800,2027160.000000000000,2079120.000000000000,2044370.000000000200,2005280.000000000200,10190370.000000000000
FS( 7 ),2034439.999999999800,2024920.000000000000,2073280.000000000000,2053070.000000000000,2002639.999999999800,10188350.000000000000
FS( 8 ),2034439.999999999800,2020720.000000000200,2073280.000000000000,2119190.000000000000,1971290.000000000200,10218920.000000000000
FS( 9 ),2031920.000000000000,2006160.000000000000,2076160.000000000000,2110490.000000000000,2002639.999999999800,10227370.000000000000
FS( 10 ),2031920.000000000000,2052080.000000000000,2099600.000000000000,2105270.000000000000,2005280.000000000200,10294150.000000000000
FS( 11 ),2031920.000000000000,2020720.000000000200,2058640.000000000000,2093959.999999999800,1979210.000000000000,10184450.000000000000
FS( 12 ),2040320.000000000000,2033320.000000000500,2067440.000000000000,2129629.999999999500,2002639.999999999800,10273350.000000000000
FS( 13 ),2052080.000000000000,2072800.000000000500,2117200.000000000000,2143550.000000000000,2007920.000000000000,10393550.000000000000
FS( 14 ),2063420.000000000000,2087360.000000000000,2146480.000000000000,2160080.000000000000,2002639.999999999800,10459980.000000000000
FS( 15 ),2063420.000000000000,2124600.000000000000,2164080.000000000000,2146160.000000000000,2005280.000000000200,10503540.000000000000
FS( 16 ),2040320.000000000000,2114240.000000000000,2149440.000000000000,2154860.000000000000,2015840.000000000000,10474700.000000000000
FS( 17 ),2028980.000000000000,2166320.000000000900,2181680.000000000000,2162690.000000000000,2013200.000000000000,10552870.000000000000
FS( 18 ),2028980.000000000000,2134960.000000000000,2167040.000000000000,2138330.000000000000,2033990.000000000000,10503300.000000000000
FS( 19 ),2026040.000000000000,2114240.000000000000,2208080.000000000000,2135720.000000000000,2028710.000000000000,10512790.000000000000
FS( 20 ),2057960.000000000000,2114240.000000000000,2260800.000000000000,2115709.999999999500,2044550.000000000200,10593260.000000000000
FS( 21 ),2049140.000000000000,2134960.000000000000,2254960.000000000000,2165300.000000000000,2070620.000000000000,10674980.000000000000
FS( 22 ),2055020.000000000000,2145320.000000000900,2222720.000000000000,2165300.000000000000,2083819.999999999800,10672180.000000000000
FS( 23 ),2034439.999999999800,2124600.000000000000,2269600.000000000000,2135720.000000000000,2083819.999999999800,10648180.000000000000
