代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10011830.000000000000
真實報酬,11830.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,2252.657807308970
風險,42452.478311915023
起點值,0.053063045949
找到最佳解世代,1713
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,2
2002(7)[1],9999(50)[2],
Stock#,2002(7)[1],9999(50)[2],
張數,212,-1,
分配資金,5000000.000000000000,5000000.000000000000,
剩餘資金,15880.000000000000,5000000.000000000000,
FS( 1 ),5000000.000000000000,5000000.000000000000,10000000.000000000000
FS( 2 ),5000000.000000000000,5000000.000000000000,10000000.000000000000
FS( 3 ),5008480.000000000000,5000000.000000000000,10008480.000000000000
FS( 4 ),5008480.000000000000,5000000.000000000000,10008480.000000000000
FS( 5 ),5019080.000000000900,5000000.000000000000,10019080.000000000000
FS( 6 ),5038160.000000000900,5000000.000000000000,10038160.000000000000
FS( 7 ),5019080.000000000900,5000000.000000000000,10019080.000000000000
FS( 8 ),5046640.000000000000,5000000.000000000000,10046640.000000000000
FS( 9 ),5027560.000000000000,5000000.000000000000,10027560.000000000000
FS( 10 ),5027560.000000000000,5000000.000000000000,10027560.000000000000
FS( 11 ),4980920.000000000000,5000000.000000000000,9980920.000000000000
FS( 12 ),5046640.000000000000,5000000.000000000000,10046640.000000000000
FS( 13 ),5125080.000000000900,5000000.000000000000,10125080.000000000000
FS( 14 ),5103880.000000000000,5000000.000000000000,10103880.000000000000
FS( 15 ),5084800.000000000000,5000000.000000000000,10084800.000000000000
FS( 16 ),5019080.000000000900,5000000.000000000000,10019080.000000000000
FS( 17 ),5076320.000000000900,5000000.000000000000,10076320.000000000000
FS( 18 ),5038160.000000000900,5000000.000000000000,10038160.000000000000
FS( 19 ),5008480.000000000000,5000000.000000000000,10008480.000000000000
FS( 20 ),4932160.000000000900,5000000.000000000000,9932160.000000000000
FS( 21 ),5008480.000000000000,5003350.000000000000,10011830.000000000000
