代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10238915.000000000000
真實報酬,238915.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27191.641114982631
風險,155839.988432903510
起點值,0.174484363021
找到最佳解世代,1389
找到最佳解實驗#,1
找到最佳解次數,39

投資組合檔數,4
1303(4)[1],2354(20)[3],4904(44)[16],9999(49)[8],
Stock#,1303(4)[1],2354(20)[3],4904(44)[16],9999(49)[8],
張數,59,33,98,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,41470.000000000000,58990.000000000466,17660.000000000466,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2576700.000000000000,2500000.000000000000,2493140.000000000500,2500000.000000000000,10069840.000000000000
FS( 3 ),2730100.000000000000,2500000.000000000000,2493140.000000000500,2500000.000000000000,10223240.000000000000
FS( 4 ),2751340.000000000000,2460070.000000000900,2444140.000000000500,2500000.000000000000,10155550.000000002000
FS( 5 ),2756059.999999999500,2460070.000000000900,2460800.000000000500,2500000.000000000000,10176930.000000000000
FS( 6 ),2815650.000000000500,2450170.000000000500,2509800.000000000500,2500000.000000000000,10275620.000000002000
FS( 7 ),2815650.000000000500,2509900.000000000500,2497060.000000000500,2500000.000000000000,10322610.000000002000
FS( 8 ),2789690.000000000000,2460070.000000000900,2470600.000000000500,2500000.000000000000,10220360.000000002000
FS( 9 ),2785559.999999999500,2490100.000000000500,2470600.000000000500,2500000.000000000000,10246260.000000000000
FS( 10 ),2777300.000000000000,2650150.000000000500,2493140.000000000500,2500000.000000000000,10420590.000000000000
FS( 11 ),2789690.000000000000,2830330.000000000500,2493140.000000000500,2500000.000000000000,10613160.000000000000
FS( 12 ),2764320.000000000000,2790070.000000000900,2487260.000000000500,2500000.000000000000,10541650.000000002000
FS( 13 ),2789690.000000000000,2840230.000000000900,2487260.000000000500,2500000.000000000000,10617180.000000002000
FS( 14 ),2785559.999999999500,2740240.000000000500,2477460.000000000500,2500000.000000000000,10503260.000000000000
FS( 15 ),2785559.999999999500,2560060.000000000500,2502940.000000000000,2500000.000000000000,10348560.000000000000
FS( 16 ),2756059.999999999500,2720110.000000000500,2493140.000000000500,2500000.000000000000,10469310.000000000000
FS( 17 ),2687620.000000000000,2610220.000000000500,2480400.000000000500,2500000.000000000000,10278240.000000000000
FS( 18 ),2678770.000000000000,2680180.000000000500,2519600.000000000500,2500000.000000000000,10378550.000000000000
FS( 19 ),2653400.000000000500,2660050.000000000500,2515680.000000000500,2500000.000000000000,10329130.000000002000
FS( 20 ),2602070.000000000000,2590090.000000000500,2545080.000000000500,2501675.000000000000,10238915.000000000000
