代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10784330.000000002000
真實報酬,784330.000000001860

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,41101.365146481432
風險,61662.127386163927
起點值,0.666557689278
找到最佳解世代,1508
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2308(14)[8],2317(16)[2],2325(18)[4],2382(22)[10],2474(26)[1],4904(45)[22],
Stock#,2308(14)[8],2317(16)[2],2325(18)[4],2382(22)[10],2474(26)[1],4904(45)[22],
張數,9,24,48,24,7,30,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,41536.000000000233,29386.000000000000,28425.999999999767,37305.999999999767,50786.000000000000,43066.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1690876.000000000200,1722826.000000000000,1700746.000000000000,1739385.999999999800,1698096.000000000200,1679566.000000000000,10231500.000000000000
FS( 3 ),1670716.000000000200,1666666.000000000000,1660905.999999999800,1715145.999999999800,1641536.000000000000,1656466.000000000000,10011440.000000000000
FS( 4 ),1666666.000000000000,1690666.000000000000,1678666.000000000000,1711065.999999999500,1688646.000000000000,1671766.000000000000,10107480.000000000000
FS( 5 ),1719046.000000000000,1690666.000000000000,1692585.999999999800,1688985.999999999500,1647766.000000000000,1682266.000000000000,10121320.000000000000
FS( 6 ),1719046.000000000000,1674585.999999999800,1724746.000000000000,1696906.000000000000,1694945.999999999800,1695166.000000000000,10205400.000000000000
FS( 7 ),1714996.000000000200,1698826.000000000000,1742505.999999999800,1690906.000000000000,1754656.000000000000,1690066.000000000000,10291960.000000000000
FS( 8 ),1702936.000000000000,1706746.000000000200,1698825.999999999500,1713225.999999999800,1845866.000000000000,1677166.000000000000,10344770.000000000000
FS( 9 ),1714996.000000000200,1730746.000000000200,1706505.999999999800,1727385.999999999800,1855245.999999999800,1677166.000000000000,10412050.000000000000
FS( 10 ),1714996.000000000200,1778986.000000000200,1748746.000000000000,1745626.000000000000,1870995.999999999800,1638166.000000000200,10497520.000000000000
FS( 11 ),1714996.000000000200,1754986.000000000200,1740585.999999999800,1705065.999999999500,1867846.000000000000,1640866.000000000000,10424350.000000000000
FS( 12 ),1714996.000000000200,1754986.000000000200,1754505.999999999800,1696906.000000000000,1833266.000000000000,1661566.000000000000,10416230.000000000000
FS( 13 ),1714996.000000000200,1771065.999999999800,1762666.000000000000,1719225.999999999800,1892976.000000000000,1720966.000000000000,10581900.000000000000
FS( 14 ),1714996.000000000200,1771065.999999999800,1758345.999999999800,1737465.999999999800,1889826.000000000200,1726066.000000000000,10597770.000000000000
FS( 15 ),1714996.000000000200,1771065.999999999800,1798185.999999999500,1696906.000000000000,1905576.000000000200,1713166.000000000200,10599900.000000000000
FS( 16 ),1714996.000000000200,1795065.999999999800,1830345.999999999800,1745626.000000000000,1908726.000000000000,1723666.000000000200,10718430.000000000000
FS( 17 ),1711036.000000000200,1802986.000000000200,1816425.999999999800,1741546.000000000000,1915026.000000000000,1731466.000000000000,10718490.000000000000
FS( 18 ),1711036.000000000200,1795065.999999999800,1820265.999999999800,1731465.999999999800,1940156.000000000200,1720966.000000000000,10718960.000000000000
FS( 19 ),1727146.000000000200,1827226.000000000000,1810185.999999999500,1741546.000000000000,1984185.999999999800,1726066.000000000000,10816360.000000000000
FS( 20 ),1735156.000000000500,1892986.000000000200,1766505.999999999800,1741546.000000000000,1981036.000000000000,1713166.000000000200,10830400.000000000000
FS( 21 ),1735156.000000000500,1892986.000000000200,1764585.999999999800,1745626.000000000000,1955906.000000000200,1690066.000000000000,10784330.000000002000
