代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10980405.000000000000
真實報酬,980405.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,62290.390243902439
風險,100304.482872882280
起點值,0.621013024142
找到最佳解世代,2003
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
1303(4)[4],1326(5)[2],6505(47)[1],9999(49)[33],
Stock#,1303(4)[4],1326(5)[2],6505(47)[1],9999(49)[33],
張數,42,40,41,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,14860.000000000000,30800.000000000000,13759.999999999534,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2536540.000000000000,2550000.000000000000,2511069.999999999500,2500000.000000000000,10097610.000000000000
FS( 3 ),2554600.000000000000,2628000.000000000500,2607009.999999999500,2500000.000000000000,10289610.000000000000
FS( 4 ),2507140.000000000000,2670400.000000000000,2661949.999999999500,2500000.000000000000,10339490.000000000000
FS( 5 ),2528980.000000000000,2652800.000000000000,2647190.000000000000,2500000.000000000000,10328970.000000000000
FS( 6 ),2554600.000000000000,2656400.000000000000,2684089.999999999500,2500000.000000000000,10395090.000000000000
FS( 7 ),2608780.000000000000,2691599.999999999500,2702539.999999999100,2500000.000000000000,10502920.000000000000
FS( 8 ),2623480.000000000000,2663200.000000000000,2673019.999999999100,2500000.000000000000,10459700.000000000000
FS( 9 ),2634400.000000000000,2656400.000000000000,2647190.000000000000,2500000.000000000000,10437990.000000000000
FS( 10 ),2663380.000000000000,2730800.000000000000,2739440.000000000000,2500000.000000000000,10633620.000000000000
FS( 11 ),2674300.000000000000,2709600.000000000000,2750099.999999999100,2500000.000000000000,10634000.000000000000
FS( 12 ),2674300.000000000000,2734400.000000000500,2772239.999999999500,2500000.000000000000,10680940.000000000000
FS( 13 ),2728480.000000000000,2744800.000000000000,2775929.999999999500,2500000.000000000000,10749210.000000000000
FS( 14 ),2746960.000000000000,2730800.000000000000,2831279.999999999500,2500000.000000000000,10809040.000000000000
FS( 15 ),2801140.000000000000,2808800.000000000000,2904670.000000000000,2500000.000000000000,11014610.000000000000
FS( 16 ),2880940.000000000000,2848000.000000000500,2941569.999999999500,2500000.000000000000,11170510.000000000000
FS( 17 ),2851960.000000000000,2854800.000000000000,3007579.999999999100,2500000.000000000000,11214340.000000000000
FS( 18 ),2833900.000000000000,2876400.000000000000,3011269.999999999100,2500000.000000000000,11221570.000000000000
FS( 19 ),2804920.000000000500,2851200.000000000000,3026029.999999999500,2500000.000000000000,11182150.000000000000
FS( 20 ),2754100.000000000000,2805200.000000000000,2919429.999999999500,2501675.000000000000,10980405.000000000000
