代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10605430.000000000000
真實報酬,605430.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,34992.342342342345
風險,93008.103150218129
起點值,0.376228964543
找到最佳解世代,1349
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,4
1476(7)[2],2308(13)[4],2912(41)[11],3481(44)[1],
Stock#,1476(7)[2],2308(13)[4],2912(41)[11],3481(44)[1],
張數,8,15,9,198,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,209360.000000000000,92050.000000000000,236500.000000000000,11140.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2469520.000000000000,2514550.000000000000,2473810.000000000000,2490100.000000000000,9947980.000000000000
FS( 3 ),2488640.000000000000,2478250.000000000500,2486950.000000000500,2577220.000000000500,10031060.000000000000
FS( 4 ),2557200.000000000000,2500000.000000000000,2473810.000000000000,2735620.000000000000,10266630.000000000000
FS( 5 ),2530560.000000000000,2492800.000000000000,2504319.999999999500,2646520.000000000000,10174200.000000000000
FS( 6 ),2530560.000000000000,2529100.000000000000,2486950.000000000500,2814820.000000000000,10361430.000000000000
FS( 7 ),2542000.000000000000,2507350.000000000000,2465080.000000000000,2804919.999999999500,10319350.000000000000
FS( 8 ),2496240.000000000000,2500000.000000000000,2460759.999999999500,2804919.999999999500,10261920.000000000000
FS( 9 ),2480960.000000000000,2500000.000000000000,2460759.999999999500,2901939.999999999500,10343660.000000000000
FS( 10 ),2572480.000000000000,2500000.000000000000,2456350.000000000000,2921740.000000000000,10450570.000000000000
FS( 11 ),2587680.000000000000,2500000.000000000000,2452029.999999999500,2874220.000000000500,10413930.000000000000
FS( 12 ),2576240.000000000000,2507350.000000000000,2495680.000000000500,2785120.000000000000,10364390.000000000000
FS( 13 ),2561040.000000000000,2536300.000000000000,2486950.000000000500,2765320.000000000000,10349610.000000000000
FS( 14 ),2576240.000000000000,2550849.999999999500,2482540.000000000000,2696020.000000000000,10305650.000000000000
FS( 15 ),2622000.000000000000,2579950.000000000000,2526190.000000000000,2892040.000000000000,10620180.000000000000
FS( 16 ),2629600.000000000000,2609050.000000000000,2578480.000000000500,2864320.000000000000,10681450.000000000000
FS( 17 ),2641040.000000000000,2579950.000000000000,2508730.000000000000,2795020.000000000000,10524740.000000000000
FS( 18 ),2728720.000000000000,2565400.000000000000,2526190.000000000000,2785120.000000000000,10605430.000000000000
