代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10839415.000000000000
真實報酬,839415.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,36886.218708827408
風險,48329.675225791863
起點值,0.763220910062
找到最佳解世代,1287
找到最佳解實驗#,1
找到最佳解次數,33

投資組合檔數,4
1802(8)[18],2454(28)[1],3045(43)[6],9999(50)[37],
Stock#,1802(8)[18],2454(28)[1],3045(43)[6],9999(50)[37],
張數,89,11,32,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,20460.000000000000,32040.000000000000,34080.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2416340.000000000000,2558960.000000000000,2611040.000000000000,2500000.000000000000,10086340.000000000000
FS( 3 ),2438590.000000000000,2522660.000000000000,2598560.000000000000,2500000.000000000000,10059810.000000000000
FS( 4 ),2451049.999999999500,2577000.000000000000,2611040.000000000000,2500000.000000000000,10139090.000000000000
FS( 5 ),2482200.000000000500,2586130.000000000000,2623200.000000000000,2500000.000000000000,10191530.000000000000
FS( 6 ),2539160.000000000500,2586130.000000000000,2623200.000000000000,2500000.000000000000,10248490.000000000000
FS( 7 ),2548060.000000000000,2604170.000000000000,2586400.000000000000,2500000.000000000000,10238630.000000000000
FS( 8 ),2516910.000000000500,2690190.000000000000,2573920.000000000000,2500000.000000000000,10281020.000000000000
FS( 9 ),2565860.000000000000,2667640.000000000000,2648160.000000000000,2500000.000000000000,10381660.000000000000
FS( 10 ),2565860.000000000000,2608680.000000000500,2672800.000000000000,2500000.000000000000,10347340.000000000000
FS( 11 ),2574759.999999999500,2676660.000000000000,2722080.000000000000,2500000.000000000000,10473500.000000000000
FS( 12 ),2548060.000000000000,2699319.999999999500,2783520.000000000000,2500000.000000000000,10530900.000000000000
FS( 13 ),2504450.000000000500,2731000.000000000000,2722080.000000000000,2500000.000000000000,10457530.000000000000
FS( 14 ),2570310.000000000000,2749149.999999999500,2734240.000000000000,2500000.000000000000,10553700.000000000000
FS( 15 ),2570310.000000000000,2771700.000000000000,2709600.000000000000,2500000.000000000000,10551610.000000000000
FS( 16 ),2548060.000000000000,2857830.000000000000,2746720.000000000000,2500000.000000000000,10652610.000000000000
FS( 17 ),2552509.999999999500,2912169.999999999500,2709600.000000000000,2500000.000000000000,10674280.000000000000
FS( 18 ),2570310.000000000000,2921189.999999999500,2697440.000000000000,2500000.000000000000,10688940.000000000000
FS( 19 ),2556960.000000000000,2885000.000000000000,2660320.000000000000,2500000.000000000000,10602280.000000000000
FS( 20 ),2583660.000000000500,2930210.000000000000,2672800.000000000000,2500000.000000000000,10686670.000000000000
FS( 21 ),2609469.999999999500,2898530.000000000000,2672800.000000000000,2500000.000000000000,10680800.000000000000
FS( 22 ),2636170.000000000000,2930210.000000000000,2771360.000000000000,2501675.000000000000,10839415.000000000000
