代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11168425.000000000000
真實報酬,1168425.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,68175.602787456446
風險,181929.722411179620
起點值,0.374735924861
找到最佳解世代,1469
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2498(27)[1],3045(42)[14],6505(47)[2],9999(49)[35],
Stock#,2498(27)[1],3045(42)[14],6505(47)[2],9999(49)[35],
張數,54,27,38,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,13300.000000000000,71080.000000000466,1880.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2491900.000000000000,2507560.000000000500,2455160.000000000000,2500000.000000000000,9954620.000000000000
FS( 3 ),2529700.000000000000,2548870.000000000500,2479480.000000000000,2500000.000000000000,10058050.000000000000
FS( 4 ),2578300.000000000000,2507560.000000000500,2527740.000000000000,2500000.000000000000,10113600.000000000000
FS( 5 ),2597200.000000000000,2536720.000000000500,2489740.000000000000,2500000.000000000000,10123660.000000000000
FS( 6 ),2853700.000000000000,2512420.000000000500,2493160.000000000000,2500000.000000000000,10359280.000000000000
FS( 7 ),2923900.000000000000,2512420.000000000500,2568780.000000000000,2500000.000000000000,10505100.000000000000
FS( 8 ),3085900.000000000000,2512420.000000000500,2586260.000000000000,2500000.000000000000,10684580.000000000000
FS( 9 ),3242500.000000000000,2536720.000000000500,2558520.000000000000,2500000.000000000000,10837740.000000000000
FS( 10 ),3453100.000000000000,2536720.000000000500,2551679.999999999500,2500000.000000000000,11041500.000000000000
FS( 11 ),3253300.000000000000,2548870.000000000500,2579420.000000000000,2500000.000000000000,10881590.000000000000
FS( 12 ),3415300.000000000000,2536720.000000000500,2586260.000000000000,2500000.000000000000,11038280.000000000000
FS( 13 ),3393700.000000000000,2536720.000000000500,2655040.000000000000,2500000.000000000000,11085460.000000000000
FS( 14 ),3345100.000000000000,2609890.000000000500,2593100.000000000000,2500000.000000000000,11048090.000000000000
FS( 15 ),3328900.000000000000,2573440.000000000500,2586260.000000000000,2500000.000000000000,10988600.000000000000
FS( 16 ),3496300.000000000000,2609890.000000000500,2668720.000000000000,2500000.000000000000,11274910.000000000000
FS( 17 ),3447700.000000000000,2536720.000000000500,2617040.000000000000,2500000.000000000000,11101460.000000000000
FS( 18 ),3285700.000000000000,2536720.000000000500,2610200.000000000000,2500000.000000000000,10932620.000000000000
FS( 19 ),3447700.000000000000,2512420.000000000500,2610200.000000000000,2500000.000000000000,11070320.000000000000
FS( 20 ),3442300.000000000000,2524570.000000000900,2699880.000000000000,2501675.000000000000,11168425.000000000000
