代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10511300.000000000000
真實報酬,511300.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25666.192358366272
風險,79716.137005450670
起點值,0.321969846038
找到最佳解世代,1996
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1301(3)[13],2105(9)[4],2325(17)[9],2395(22)[38],2408(23)[1],2890(38)[3],
Stock#,1301(3)[13],2105(9)[4],2325(17)[9],2395(22)[38],2408(23)[1],2890(38)[3],
張數,17,27,34,7,25,185,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,73766.000000000000,43966.000000000000,44865.999999999767,119666.000000000000,56665.999999999767,5365.999999999767,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1680266.000000000000,1688266.000000000000,1651365.999999999800,1684166.000000000000,1656665.999999999800,1677765.999999999500,10038500.000000000000
FS( 3 ),1693866.000000000000,1690966.000000000000,1654765.999999999800,1701666.000000000000,1644165.999999999800,1681466.000000000000,10066900.000000000000
FS( 4 ),1695566.000000000200,1680166.000000000000,1653065.999999999500,1673666.000000000000,1631665.999999999800,1681466.000000000000,10015600.000000000000
FS( 5 ),1702366.000000000000,1682866.000000000000,1658166.000000000000,1666666.000000000000,1614165.999999999800,1681466.000000000000,10005700.000000000000
FS( 6 ),1722766.000000000000,1693666.000000000000,1663265.999999999800,1684166.000000000000,1669165.999999999800,1679616.000000000000,10112650.000000000000
FS( 7 ),1704066.000000000200,1704466.000000000000,1663265.999999999800,1677166.000000000000,1661665.999999999800,1683315.999999999800,10093950.000000000000
FS( 8 ),1702366.000000000000,1690966.000000000000,1666666.000000000000,1673666.000000000000,1756665.999999999800,1683315.999999999800,10173650.000000000000
FS( 9 ),1688766.000000000000,1685566.000000000000,1651365.999999999800,1652666.000000000000,1714165.999999999800,1681466.000000000000,10074000.000000000000
FS( 10 ),1681965.999999999800,1690966.000000000000,1663265.999999999800,1642166.000000000000,1774165.999999999800,1681466.000000000000,10134000.000000000000
FS( 11 ),1695566.000000000200,1680166.000000000000,1668365.999999999800,1631666.000000000000,1944165.999999999800,1679616.000000000000,10299550.000000000000
FS( 12 ),1705766.000000000000,1688266.000000000000,1664965.999999999800,1652666.000000000000,2051665.999999999800,1694416.000000000000,10457750.000000000000
FS( 13 ),1685366.000000000000,1699066.000000000000,1663265.999999999800,1635166.000000000000,1979166.000000000000,1696265.999999999800,10358300.000000000000
FS( 14 ),1673465.999999999800,1699066.000000000000,1666666.000000000000,1628166.000000000000,2069165.999999999800,1690715.999999999800,10427250.000000000000
FS( 15 ),1668366.000000000000,1709866.000000000000,1659865.999999999800,1624666.000000000000,2196666.000000000000,1685165.999999999800,10544600.000000000000
FS( 16 ),1654766.000000000000,1693666.000000000000,1661565.999999999500,1624666.000000000000,2156666.000000000000,1690715.999999999800,10482050.000000000000
FS( 17 ),1642866.000000000000,1682866.000000000000,1668365.999999999800,1628166.000000000000,2156666.000000000000,1690715.999999999800,10469650.000000000000
FS( 18 ),1651366.000000000000,1688266.000000000000,1666666.000000000000,1635166.000000000000,2069165.999999999800,1688865.999999999800,10399500.000000000000
FS( 19 ),1649666.000000000000,1677466.000000000000,1683666.000000000000,1635166.000000000000,2156666.000000000000,1687015.999999999500,10489650.000000000000
FS( 20 ),1629266.000000000000,1669366.000000000000,1690465.999999999800,1635166.000000000000,2201666.000000000000,1681466.000000000000,10507400.000000000000
FS( 21 ),1634366.000000000000,1682866.000000000000,1693865.999999999800,1631666.000000000000,2201666.000000000000,1685165.999999999800,10529600.000000000000
FS( 22 ),1634366.000000000000,1674766.000000000000,1692166.000000000000,1610666.000000000000,2214166.000000000000,1685165.999999999800,10511300.000000000000
