代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10304260.000000000000
真實報酬,304260.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14171.802371541502
風險,65767.294086380687
起點值,0.215484042158
找到最佳解世代,1843
找到最佳解實驗#,1
找到最佳解次數,19

投資組合檔數,3
2201(11)[6],3045(43)[3],4904(46)[1],
Stock#,2201(11)[6],3045(43)[3],4904(46)[1],
張數,77,48,69,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,5393.000000000000,35732.999999999534,4083.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3377993.000000000000,3351092.999999999100,3343683.000000000000,10072770.000000000000
FS( 3 ),3452683.000000000500,3340532.999999999100,3348513.000000000000,10141730.000000000000
FS( 4 ),3418803.000000000000,3308852.999999999500,3276753.000000000000,10004410.000000000000
FS( 5 ),3445753.000000000000,3308852.999999999500,3338163.000000000000,10092770.000000000000
FS( 6 ),3374143.000000000000,3294933.000000000000,3327813.000000000000,9996890.000000000000
FS( 7 ),3350272.999999999500,3336692.999999999500,3333333.000000000000,10020300.000000000000
FS( 8 ),3275583.000000000000,3400052.999999999500,3343683.000000000000,10019320.000000000000
FS( 9 ),3254793.000000000000,3421172.999999999500,3456842.999999999500,10132810.000000000000
FS( 10 ),3275583.000000000000,3470132.999999999100,3523773.000000000000,10269490.000000000000
FS( 11 ),3193962.999999999500,3466772.999999999500,3534123.000000000000,10194860.000000000000
FS( 12 ),3296373.000000000000,3431732.999999999500,3570003.000000000000,10298110.000000000000
FS( 13 ),3220913.000000000000,3400052.999999999500,3513423.000000000000,10134390.000000000000
FS( 14 ),3254793.000000000000,3456213.000000000000,3492723.000000000500,10203730.000000000000
FS( 15 ),3343343.000000000500,3438453.000000000000,3492723.000000000500,10274520.000000000000
FS( 16 ),3296373.000000000000,3403412.999999999500,3498243.000000000000,10198030.000000000000
FS( 17 ),3272503.000000000000,3452373.000000000000,3565173.000000000000,10290050.000000000000
FS( 18 ),3261723.000000000000,3438453.000000000000,3565173.000000000000,10265350.000000000000
FS( 19 ),3241703.000000000000,3403412.999999999500,3585873.000000000000,10230990.000000000000
FS( 20 ),3466543.000000000000,3336692.999999999500,3503073.000000000500,10306310.000000000000
FS( 21 ),3514283.000000000000,3308852.999999999500,3369213.000000000000,10192350.000000000000
FS( 22 ),3527373.000000000000,3351092.999999999100,3425793.000000000000,10304260.000000000000
