代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10271737.500000000000
真實報酬,271737.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15833.284412955465
風險,13600.469247806175
起點值,1.164171921164
找到最佳解世代,3015
找到最佳解實驗#,9
找到最佳解次數,1

投資組合檔數,8
1402(6)[2],2303(12)[19],2317(15)[10],2357(20)[5],2395(22)[48],2912(41)[6],3008(42)[16],9999(50)[29],
Stock#,1402(6)[2],2303(12)[19],2317(15)[10],2357(20)[5],2395(22)[48],2912(41)[6],3008(42)[16],9999(50)[29],
張數,51,82,11,5,5,4,0,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,18350.000000000233,7700.000000000000,73000.000000000000,15000.000000000000,182500.000000000000,234000.000000000000,1250000.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1244900.000000000200,1303300.000000000200,1239000.000000000000,1232500.000000000000,1252500.000000000000,1244000.000000000000,1250000.000000000000,1250000.000000000000,10016200.000000000000
FS( 3 ),1252550.000000000200,1295099.999999999800,1239000.000000000000,1252500.000000000000,1267500.000000000000,1246000.000000000000,1250000.000000000000,1250000.000000000000,10052650.000000000000
FS( 4 ),1260200.000000000500,1282800.000000000200,1244500.000000000000,1260000.000000000000,1257500.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10055000.000000000000
FS( 5 ),1270400.000000000200,1303300.000000000200,1250000.000000000000,1250000.000000000000,1232500.000000000000,1278000.000000000000,1250000.000000000000,1250000.000000000000,10084200.000000000000
FS( 6 ),1262750.000000000000,1311500.000000000000,1261000.000000000000,1267500.000000000000,1202500.000000000000,1274000.000000000000,1250000.000000000000,1250000.000000000000,10079250.000000000000
FS( 7 ),1280600.000000000200,1315599.999999999800,1261000.000000000000,1270000.000000000000,1217500.000000000000,1274000.000000000000,1250000.000000000000,1250000.000000000000,10118700.000000000000
FS( 8 ),1283150.000000000200,1315599.999999999800,1277500.000000000000,1270000.000000000000,1220000.000000000000,1276000.000000000000,1250000.000000000000,1250000.000000000000,10142250.000000000000
FS( 9 ),1288250.000000000000,1311500.000000000000,1288500.000000000000,1272500.000000000000,1215000.000000000000,1276000.000000000000,1250000.000000000000,1250000.000000000000,10151750.000000000000
FS( 10 ),1288250.000000000000,1315599.999999999800,1299500.000000000000,1300000.000000000000,1190000.000000000000,1284000.000000000000,1250000.000000000000,1250000.000000000000,10177350.000000000000
FS( 11 ),1285700.000000000500,1291000.000000000000,1316000.000000000000,1297500.000000000000,1202500.000000000000,1290000.000000000000,1250000.000000000000,1250000.000000000000,10182700.000000000000
FS( 12 ),1283150.000000000200,1282800.000000000200,1305000.000000000000,1305000.000000000000,1200000.000000000000,1304000.000000000000,1250000.000000000000,1250000.000000000000,10179950.000000000000
FS( 13 ),1295900.000000000200,1286900.000000000000,1277500.000000000000,1290000.000000000000,1210000.000000000000,1332000.000000000000,1250000.000000000000,1250000.000000000000,10192300.000000000000
FS( 14 ),1311200.000000000500,1282800.000000000200,1277500.000000000000,1295000.000000000000,1230000.000000000000,1328000.000000000000,1250000.000000000000,1250000.000000000000,10224500.000000000000
FS( 15 ),1346900.000000000200,1278700.000000000000,1294000.000000000000,1297500.000000000000,1212500.000000000000,1330000.000000000000,1250000.000000000000,1250000.000000000000,10259600.000000000000
FS( 16 ),1331600.000000000200,1282800.000000000200,1288500.000000000000,1307500.000000000000,1210000.000000000000,1328000.000000000000,1250000.000000000000,1250000.000000000000,10248400.000000000000
FS( 17 ),1341800.000000000200,1274599.999999999800,1283000.000000000000,1320000.000000000000,1215000.000000000000,1330000.000000000000,1250000.000000000000,1250000.000000000000,10264400.000000000000
FS( 18 ),1336700.000000000500,1303300.000000000200,1299500.000000000000,1317500.000000000000,1222500.000000000000,1318000.000000000000,1250000.000000000000,1250000.000000000000,10297500.000000000000
FS( 19 ),1336700.000000000500,1278700.000000000000,1305000.000000000000,1320000.000000000000,1212500.000000000000,1318000.000000000000,1250000.000000000000,1250837.500000000000,10271737.500000000000
