代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10504900.000000000000
真實報酬,504900.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19591.573542736332
風險,43901.905535085469
起點值,0.446257931266
找到最佳解世代,1914
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,8
1301(3)[35],2324(15)[7],2382(22)[3],2412(24)[1],2618(28)[6],2888(36)[21],3045(41)[5],4904(45)[2],
Stock#,1301(3)[35],2324(15)[7],2382(22)[3],2412(24)[1],2618(28)[6],2888(36)[21],3045(41)[5],4904(45)[2],
張數,14,57,31,19,64,119,22,40,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,64620.000000000000,17659.999999999767,24570.000000000000,36850.000000000000,10960.000000000000,5260.000000000000,16900.000000000000,21200.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1224519.999999999800,1248289.999999999500,1281930.000000000200,1247340.000000000000,1297360.000000000000,1239290.000000000000,1238340.000000000000,1240000.000000000000,10017070.000000000000
FS( 3 ),1214300.000000000000,1232899.999999999800,1309520.000000000000,1250000.000000000000,1306960.000000000000,1239290.000000000000,1250000.000000000000,1252800.000000000000,10055770.000000000000
FS( 4 ),1204080.000000000000,1238599.999999999800,1281930.000000000200,1250000.000000000000,1378640.000000000000,1219060.000000000000,1238340.000000000000,1241200.000000000000,10051850.000000000000
FS( 5 ),1209120.000000000000,1252280.000000000000,1260850.000000000000,1257979.999999999800,1411920.000000000000,1234530.000000000000,1251539.999999999800,1250000.000000000000,10128220.000000000000
FS( 6 ),1234740.000000000000,1244299.999999999500,1239459.999999999800,1260640.000000000000,1426000.000000000000,1239290.000000000000,1246700.000000000000,1256800.000000000000,10147930.000000000000
FS( 7 ),1255180.000000000200,1250000.000000000000,1275420.000000000200,1269950.000000000200,1411920.000000000000,1234530.000000000000,1244940.000000000000,1258400.000000000000,10200340.000000000000
FS( 8 ),1239779.999999999800,1242589.999999999500,1294640.000000000000,1283249.999999999800,1399760.000000000000,1219060.000000000000,1264960.000000000000,1262800.000000000000,10206840.000000000000
FS( 9 ),1229559.999999999800,1255699.999999999800,1307350.000000000000,1265960.000000000000,1378640.000000000000,1223820.000000000000,1258360.000000000000,1262800.000000000000,10182190.000000000000
FS( 10 ),1214300.000000000000,1255699.999999999800,1309520.000000000000,1267290.000000000000,1407440.000000000000,1214300.000000000000,1259900.000000000000,1259600.000000000000,10188050.000000000000
FS( 11 ),1239779.999999999800,1248289.999999999500,1309520.000000000000,1263300.000000000000,1433040.000000000000,1209540.000000000000,1255060.000000000000,1261200.000000000000,10219730.000000000000
FS( 12 ),1250000.000000000000,1253990.000000000000,1315719.999999999800,1275270.000000000000,1440720.000000000000,1214300.000000000000,1280140.000000000000,1268400.000000000000,10298540.000000000000
FS( 13 ),1244960.000000000200,1255699.999999999800,1330600.000000000000,1273940.000000000000,1388240.000000000000,1209540.000000000000,1280140.000000000000,1281200.000000000000,10264320.000000000000
FS( 14 ),1234740.000000000000,1278500.000000000000,1317890.000000000000,1268620.000000000000,1383120.000000000000,1250000.000000000000,1271779.999999999800,1268400.000000000000,10273050.000000000000
FS( 15 ),1250000.000000000000,1284199.999999999800,1301150.000000000000,1269950.000000000200,1376080.000000000000,1223820.000000000000,1273320.000000000000,1269600.000000000000,10248120.000000000000
FS( 16 ),1234740.000000000000,1288189.999999999800,1296810.000000000000,1269950.000000000200,1392720.000000000000,1270230.000000000000,1281680.000000000000,1282400.000000000000,10316720.000000000000
FS( 17 ),1219340.000000000000,1288189.999999999800,1281930.000000000200,1276600.000000000000,1349840.000000000000,1270230.000000000000,1275079.999999999800,1276800.000000000000,10238010.000000000000
FS( 18 ),1219340.000000000000,1297879.999999999800,1307350.000000000000,1275270.000000000000,1349840.000000000000,1274990.000000000000,1271779.999999999800,1279600.000000000000,10276050.000000000000
FS( 19 ),1219340.000000000000,1314409.999999999800,1381440.000000000200,1275270.000000000000,1349840.000000000000,1254760.000000000000,1280140.000000000000,1275200.000000000000,10350400.000000000000
FS( 20 ),1178460.000000000200,1335500.000000000000,1385779.999999999800,1273940.000000000000,1404880.000000000000,1264280.000000000000,1283440.000000000000,1275200.000000000000,10401480.000000000000
FS( 21 ),1188680.000000000200,1335500.000000000000,1405000.000000000000,1280589.999999999800,1416400.000000000000,1284510.000000000000,1311820.000000000000,1282400.000000000000,10504900.000000000000
