代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10333657.500000000000
真實報酬,333657.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18557.510570824525
風險,32936.833836856051
起點值,0.563427276063
找到最佳解世代,1666
找到最佳解實驗#,12
找到最佳解次數,3

投資組合檔數,8
1102(1)[26],2325(17)[9],2408(23)[3],2454(26)[37],2823(29)[8],2882(32)[20],3045(43)[45],9999(50)[32],
Stock#,1102(1)[26],2325(17)[9],2408(23)[3],2454(26)[37],2823(29)[8],2882(32)[20],3045(43)[45],9999(50)[32],
張數,49,26,23,4,46,25,11,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,8340.000000000000,21760.000000000000,1100.000000000233,218359.999999999880,4320.000000000233,35000.000000000000,47700.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1261759.999999999800,1262480.000000000000,1238500.000000000000,1234560.000000000000,1260120.000000000200,1267500.000000000000,1244829.999999999800,1250000.000000000000,10019750.000000000000
FS( 3 ),1271070.000000000000,1271320.000000000000,1266100.000000000200,1240360.000000000000,1278980.000000000200,1260000.000000000000,1250000.000000000000,1250000.000000000000,10087830.000000000000
FS( 4 ),1269110.000000000000,1268720.000000000000,1266100.000000000200,1230360.000000000000,1278980.000000000200,1253750.000000000000,1250000.000000000000,1250000.000000000000,10067020.000000000000
FS( 5 ),1256860.000000000000,1271320.000000000000,1263800.000000000200,1218360.000000000000,1258280.000000000200,1248750.000000000000,1244829.999999999800,1250000.000000000000,10012200.000000000000
FS( 6 ),1256860.000000000000,1271320.000000000000,1273000.000000000000,1206360.000000000000,1361320.000000000200,1257500.000000000000,1229100.000000000000,1250000.000000000000,10105460.000000000000
FS( 7 ),1264210.000000000000,1271320.000000000000,1293700.000000000500,1234360.000000000000,1326360.000000000200,1277500.000000000000,1224700.000000000000,1250000.000000000000,10142150.000000000000
FS( 8 ),1250000.000000000000,1274960.000000000000,1296000.000000000000,1236360.000000000000,1324060.000000000200,1285000.000000000000,1224700.000000000000,1250000.000000000000,10141080.000000000000
FS( 9 ),1256860.000000000000,1273659.999999999800,1302900.000000000200,1226360.000000000000,1328200.000000000200,1285000.000000000000,1230200.000000000000,1250000.000000000000,10153180.000000000000
FS( 10 ),1254900.000000000200,1278860.000000000200,1305200.000000000500,1236360.000000000000,1328200.000000000200,1281250.000000000000,1219200.000000000000,1250000.000000000000,10153970.000000000000
FS( 11 ),1292630.000000000000,1281200.000000000000,1348900.000000000200,1236360.000000000000,1330040.000000000200,1271250.000000000000,1213700.000000000000,1250000.000000000000,10224080.000000000000
FS( 12 ),1269110.000000000000,1281200.000000000000,1411000.000000000000,1222360.000000000000,1332340.000000000200,1262500.000000000000,1224700.000000000000,1250000.000000000000,10253210.000000000000
FS( 13 ),1264210.000000000000,1286400.000000000000,1394900.000000000200,1262360.000000000000,1340620.000000000200,1271250.000000000000,1219200.000000000000,1250000.000000000000,10288940.000000000000
FS( 14 ),1261759.999999999800,1283800.000000000000,1399500.000000000000,1254360.000000000000,1340620.000000000200,1267500.000000000000,1224700.000000000000,1250000.000000000000,10282240.000000000000
FS( 15 ),1261759.999999999800,1276260.000000000000,1457000.000000000000,1240360.000000000000,1332340.000000000200,1265000.000000000000,1224700.000000000000,1250000.000000000000,10307420.000000000000
FS( 16 ),1254900.000000000200,1281200.000000000000,1496100.000000000200,1232360.000000000000,1319920.000000000500,1265000.000000000000,1235700.000000000000,1250000.000000000000,10335180.000000000000
FS( 17 ),1256860.000000000000,1273659.999999999800,1473100.000000000200,1242360.000000000000,1332340.000000000200,1262500.000000000000,1224700.000000000000,1250000.000000000000,10315520.000000000000
FS( 18 ),1245100.000000000000,1278860.000000000200,1445500.000000000000,1254360.000000000000,1326360.000000000200,1261250.000000000000,1224700.000000000000,1250000.000000000000,10286130.000000000000
FS( 19 ),1269110.000000000000,1278860.000000000200,1470800.000000000200,1270360.000000000000,1330040.000000000200,1280000.000000000000,1235700.000000000000,1250000.000000000000,10384870.000000000000
FS( 20 ),1271070.000000000000,1270020.000000000000,1459300.000000000200,1284360.000000000000,1322220.000000000000,1268750.000000000000,1230200.000000000000,1250000.000000000000,10355920.000000000000
FS( 21 ),1273520.000000000000,1270020.000000000000,1436300.000000000200,1282360.000000000000,1319920.000000000500,1265000.000000000000,1235700.000000000000,1250837.500000000000,10333657.500000000000
