代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10784880.000000000000
真實報酬,784880.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32732.236355226643
風險,41943.668576693526
起點值,0.780385633063
找到最佳解世代,1537
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1402(6)[16],2308(12)[8],2311(13)[2],2354(20)[1],2412(25)[21],4904(44)[11],
Stock#,1402(6)[16],2308(12)[8],2311(13)[2],2354(20)[1],2412(25)[21],4904(44)[11],
張數,69,24,123,24,33,67,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,16186.000000000000,64425.999999999767,3706.000000000000,51466.000000000233,13036.000000000233,1046.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1683916.000000000000,1645305.999999999800,1760145.999999999800,1666666.000000000000,1658086.000000000200,1662646.000000000200,10076770.000000000000
FS( 3 ),1701856.000000000000,1636425.999999999800,1729395.999999999800,1666666.000000000000,1666666.000000000000,1669346.000000000000,10070360.000000000000
FS( 4 ),1675636.000000000000,1643625.999999999500,1752766.000000000200,1673866.000000000000,1669306.000000000200,1662646.000000000200,10077850.000000000000
FS( 5 ),1686676.000000000000,1666666.000000000000,1849936.000000000000,1703146.000000000000,1666666.000000000000,1666666.000000000000,10239760.000000000000
FS( 6 ),1660456.000000000000,1666666.000000000000,1829026.000000000000,1710346.000000000200,1669306.000000000200,1669346.000000000000,10205150.000000000000
FS( 7 ),1675636.000000000000,1737945.999999999800,1813036.000000000200,1695706.000000000500,1669306.000000000200,1676046.000000000000,10267680.000000000000
FS( 8 ),1645276.000000000000,1712985.999999999800,1799506.000000000000,1768666.000000000000,1666666.000000000000,1676046.000000000000,10269150.000000000000
FS( 9 ),1662526.000000000000,1736265.999999999800,1819186.000000000000,1775866.000000000000,1669306.000000000200,1680066.000000000000,10343220.000000000000
FS( 10 ),1723246.000000000000,1721865.999999999800,1805656.000000000000,1761226.000000000000,1672276.000000000200,1682746.000000000000,10367020.000000000000
FS( 11 ),1705996.000000000000,1729065.999999999500,1813036.000000000200,1754026.000000000200,1680856.000000000200,1682746.000000000000,10365730.000000000000
FS( 12 ),1723246.000000000000,1712985.999999999800,1789666.000000000000,1746826.000000000500,1675246.000000000000,1682746.000000000000,10330720.000000000000
FS( 13 ),1697026.000000000000,1730746.000000000000,1838866.000000000000,1754026.000000000200,1672276.000000000200,1673366.000000000200,10366310.000000000000
FS( 14 ),1697026.000000000000,1741545.999999999800,1849936.000000000000,1732186.000000000200,1677886.000000000500,1682746.000000000000,10381330.000000000000
FS( 15 ),1683916.000000000000,1789545.999999999800,1873306.000000000000,1746826.000000000500,1677886.000000000500,1682746.000000000000,10454230.000000000000
FS( 16 ),1705996.000000000000,1835865.999999999800,1875766.000000000200,1739386.000000000200,1675246.000000000000,1682746.000000000000,10515010.000000000000
FS( 17 ),1708065.999999999800,1823385.999999999800,1912666.000000000000,1797706.000000000500,1680856.000000000200,1676046.000000000000,10598730.000000000000
FS( 18 ),1749466.000000000000,1809226.000000000000,1895446.000000000000,1797706.000000000500,1695046.000000000200,1686766.000000000000,10633660.000000000000
FS( 19 ),1727386.000000000000,1819786.000000000000,1892986.000000000000,1790506.000000000200,1715176.000000000000,1698156.000000000000,10644000.000000000000
FS( 20 ),1732216.000000000000,1818105.999999999500,1912666.000000000000,1812106.000000000000,1717816.000000000200,1702176.000000000000,10695090.000000000000
FS( 21 ),1723246.000000000000,1818105.999999999500,1912666.000000000000,1804906.000000000200,1709236.000000000200,1689445.999999999800,10657610.000000000000
FS( 22 ),1727386.000000000000,1826985.999999999800,1912666.000000000000,1812106.000000000000,1709236.000000000200,1689445.999999999800,10677830.000000000000
FS( 23 ),1749466.000000000000,1844746.000000000000,1922506.000000000000,1855786.000000000500,1712206.000000000200,1700166.000000000000,10784880.000000000000
