代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10232280.000000000000
真實報酬,232280.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10575.710144927536
風險,18864.460767610144
起點值,0.560615555102
找到最佳解世代,1401
找到最佳解實驗#,2
找到最佳解次數,26

投資組合檔數,8
1102(1)[34],1301(3)[11],2325(17)[13],2357(20)[2],2412(25)[8],2890(38)[7],2912(41)[1],3045(43)[3],
Stock#,1102(1)[34],1301(3)[11],2325(17)[13],2357(20)[2],2412(25)[8],2890(38)[7],2912(41)[1],3045(43)[3],
張數,46,13,26,4,12,134,4,11,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,8000.000000000000,61800.000000000000,7200.000000000000,210000.000000000000,20000.000000000000,9160.000000000000,164000.000000000000,78500.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1261500.000000000000,1251300.000000000000,1250000.000000000000,1254000.000000000000,1244000.000000000000,1250000.000000000000,1260000.000000000000,1244500.000000000000,10015300.000000000000
FS( 3 ),1259200.000000000000,1264300.000000000000,1251300.000000000200,1264000.000000000000,1244000.000000000000,1251339.999999999800,1264000.000000000000,1244500.000000000000,10042640.000000000000
FS( 4 ),1250000.000000000000,1255199.999999999800,1250000.000000000000,1266000.000000000000,1244000.000000000000,1251339.999999999800,1258000.000000000000,1250000.000000000000,10024540.000000000000
FS( 5 ),1250000.000000000000,1266900.000000000200,1248700.000000000000,1258000.000000000000,1250000.000000000000,1254020.000000000000,1266000.000000000000,1255500.000000000000,10049120.000000000000
FS( 6 ),1236200.000000000000,1261699.999999999800,1248700.000000000000,1258000.000000000000,1256000.000000000000,1254020.000000000000,1270000.000000000000,1255500.000000000000,10040120.000000000000
FS( 7 ),1236200.000000000000,1259100.000000000000,1251300.000000000200,1264000.000000000000,1256000.000000000000,1255360.000000000000,1284000.000000000000,1266500.000000000000,10072460.000000000000
FS( 8 ),1229300.000000000000,1259100.000000000000,1251300.000000000200,1246000.000000000000,1262000.000000000000,1255360.000000000000,1284000.000000000000,1261000.000000000000,10048060.000000000000
FS( 9 ),1238500.000000000000,1270800.000000000000,1251300.000000000200,1302000.000000000000,1250000.000000000000,1251339.999999999800,1290000.000000000000,1255500.000000000000,10109440.000000000000
FS( 10 ),1236200.000000000000,1265600.000000000000,1250000.000000000000,1306000.000000000000,1256000.000000000000,1251339.999999999800,1306000.000000000000,1255500.000000000000,10126640.000000000000
FS( 11 ),1243100.000000000200,1266900.000000000200,1247400.000000000000,1304000.000000000000,1250000.000000000000,1252680.000000000000,1292000.000000000000,1255500.000000000000,10111580.000000000000
FS( 12 ),1229300.000000000000,1261699.999999999800,1253900.000000000000,1306000.000000000000,1250000.000000000000,1252680.000000000000,1272000.000000000000,1255500.000000000000,10081080.000000000000
FS( 13 ),1229300.000000000000,1259100.000000000000,1253900.000000000000,1318000.000000000000,1256000.000000000000,1255360.000000000000,1316000.000000000000,1261000.000000000000,10148660.000000000000
FS( 14 ),1245399.999999999800,1264300.000000000000,1257800.000000000200,1314000.000000000000,1250000.000000000000,1254020.000000000000,1294000.000000000000,1266500.000000000000,10146020.000000000000
FS( 15 ),1245399.999999999800,1259100.000000000000,1257800.000000000200,1314000.000000000000,1256000.000000000000,1267420.000000000000,1304000.000000000000,1261000.000000000000,10164720.000000000000
FS( 16 ),1247700.000000000000,1264300.000000000000,1257800.000000000200,1296000.000000000000,1262000.000000000000,1270100.000000000000,1318000.000000000000,1272000.000000000000,10187900.000000000000
FS( 17 ),1245399.999999999800,1276000.000000000000,1263000.000000000000,1302000.000000000000,1262000.000000000000,1268760.000000000200,1308000.000000000000,1272000.000000000000,10197160.000000000000
FS( 18 ),1240800.000000000000,1264300.000000000000,1266900.000000000000,1302000.000000000000,1268000.000000000000,1256700.000000000000,1298000.000000000000,1272000.000000000000,10168700.000000000000
FS( 19 ),1231600.000000000200,1274699.999999999800,1307200.000000000000,1296000.000000000000,1268000.000000000000,1255360.000000000000,1294000.000000000000,1272000.000000000000,10198860.000000000000
FS( 20 ),1227000.000000000000,1276000.000000000000,1312400.000000000000,1304000.000000000000,1274000.000000000000,1258040.000000000000,1322000.000000000000,1272000.000000000000,10245440.000000000000
FS( 21 ),1227000.000000000000,1278600.000000000000,1309800.000000000200,1286000.000000000000,1274000.000000000000,1258040.000000000000,1310000.000000000000,1266500.000000000000,10209940.000000000000
FS( 22 ),1289100.000000000200,1239600.000000000000,1307200.000000000000,1314000.000000000000,1262000.000000000000,1259380.000000000000,1300000.000000000000,1261000.000000000000,10232280.000000000000
