代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10469010.000000000000
真實報酬,469010.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22877.146160962071
風險,76395.632410904305
起點值,0.299456205008
找到最佳解世代,1493
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,4
2308(15)[1],2317(17)[6],2454(28)[26],2912(41)[4],
Stock#,2308(15)[1],2317(17)[6],2454(28)[26],2912(41)[4],
張數,39,45,10,18,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,4780.000000000000,38050.000000000000,91800.000000000000,122380.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2496880.000000000000,2500000.000000000000,2591200.000000000000,2507560.000000000000,10095640.000000000000
FS( 3 ),2512480.000000000000,2464000.000000000000,2575400.000000000500,2507560.000000000000,10059440.000000000000
FS( 4 ),2500000.000000000000,2451850.000000000000,2535699.999999999500,2507560.000000000000,9995110.000000000000
FS( 5 ),2484010.000000000000,2435200.000000000000,2583300.000000000000,2500000.000000000000,10002510.000000000000
FS( 6 ),2534710.000000000500,2411350.000000000000,2611100.000000000000,2454460.000000000000,10011620.000000000000
FS( 7 ),2544070.000000000000,2464000.000000000000,2567400.000000000000,2530420.000000000000,10105890.000000000000
FS( 8 ),2663800.000000000500,2476150.000000000000,2551599.999999999500,2530420.000000000000,10221970.000000000000
FS( 9 ),2663800.000000000500,2451850.000000000000,2496000.000000000000,2500000.000000000000,10111650.000000000000
FS( 10 ),2686030.000000000000,2500000.000000000000,2500000.000000000000,2492440.000000000000,10178470.000000000000
FS( 11 ),2742969.999999999500,2523850.000000000000,2519800.000000000000,2575960.000000000000,10362580.000000000000
FS( 12 ),2733219.999999999500,2536000.000000000000,2579300.000000000000,2568399.999999999500,10416920.000000000000
FS( 13 ),2752330.000000000000,2548150.000000000000,2543600.000000000000,2507560.000000000000,10351640.000000000000
FS( 14 ),2790160.000000000000,2536000.000000000000,2527800.000000000000,2515120.000000000500,10369080.000000000000
FS( 15 ),2764809.999999999500,2487849.999999999500,2504000.000000000000,2560660.000000000000,10317320.000000000000
FS( 16 ),2881809.999999999500,2500000.000000000000,2492100.000000000000,2568399.999999999500,10442310.000000000000
FS( 17 ),2862700.000000000000,2560300.000000000000,2472200.000000000000,2583520.000000000000,10478720.000000000000
FS( 18 ),2843980.000000000000,2584150.000000000000,2440500.000000000000,2568399.999999999500,10437030.000000000000
FS( 19 ),2749210.000000000500,2584150.000000000000,2440500.000000000000,2553100.000000000000,10326960.000000000000
FS( 20 ),2827990.000000000000,2632300.000000000000,2432600.000000000000,2583520.000000000000,10476410.000000000000
FS( 21 ),2812389.999999999500,2752450.000000000000,2365100.000000000000,2591080.000000000500,10521020.000000000000
FS( 22 ),2749210.000000000500,2824450.000000000000,2265900.000000000000,2575960.000000000000,10415520.000000000000
FS( 23 ),2733219.999999999500,2788450.000000000000,2333400.000000000000,2613940.000000000000,10469010.000000000000
