代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11509394.998550000000
真實報酬,1509394.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,26532.905857638638
風險,100284.793256161850
起點值,0.264575565209
找到最佳解世代,1627
找到最佳解實驗#,2
找到最佳解次數,26

投資組合檔數,6
1802(8)[6],2308(15)[2],2412(27)[12],2454(28)[19],2891(39)[16],9999(50)[42],
Stock#,1802(8)[6],2308(15)[2],2412(27)[12],2454(28)[19],2891(39)[16],9999(50)[42],
張數,70,22,24,7,169,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,3466.000000000000,70566.000000000000,7305.999999999767,172586.000000000000,326.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1679966.000000000000,1666666.000000000000,1680825.999999999800,1691726.000000000000,1676806.000000000000,1666666.000000000000,10062660.000000000000
FS( 3 ),1761166.000000000000,1675686.000000000000,1686106.000000000000,1697256.000000000000,1690326.000000000000,1666666.000000000000,10177210.000000000000
FS( 4 ),1849366.000000000000,1725406.000000000000,1687785.999999999800,1694456.000000000000,1671736.000000000000,1666666.000000000000,10295420.000000000000
FS( 5 ),1800366.000000000000,1744986.000000000000,1689705.999999999500,1688926.000000000200,1666666.000000000000,1666666.000000000000,10257320.000000000000
FS( 6 ),1858466.000000000000,1743226.000000000000,1693305.999999999800,1700056.000000000000,1661596.000000000000,1666666.000000000000,10323320.000000000000
FS( 7 ),1858466.000000000000,1754005.999999999800,1696666.000000000000,1644476.000000000000,1653146.000000000000,1666666.000000000000,10273430.000000000000
FS( 8 ),1907466.000000000000,1769846.000000000000,1693305.999999999800,1641676.000000000200,1690326.000000000000,1666666.000000000000,10369290.000000000000
FS( 9 ),1885066.000000000000,1727166.000000000000,1661385.999999999800,1594495.999999999800,1681876.000000000000,1666666.000000000000,10216660.000000000000
FS( 10 ),1891365.999999999800,1737946.000000000000,1664985.999999999500,1550046.000000000000,1681876.000000000000,1666666.000000000000,10192890.000000000000
FS( 11 ),1826266.000000000000,1723646.000000000000,1664985.999999999500,1576016.000000000000,1653146.000000000000,1666666.000000000000,10110730.000000000000
FS( 12 ),1925666.000000000000,1725406.000000000000,1686585.999999999800,1616336.000000000000,1707225.999999999800,1666666.000000000000,10327890.000000000000
FS( 13 ),1877365.999999999800,1713086.000000000000,1684906.000000000000,1590436.000000000200,1697085.999999999800,1666666.000000000000,10229550.000000000000
FS( 14 ),1905366.000000000000,1775786.000000000000,1688505.999999999500,1601916.000000000000,1730886.000000000000,1666666.000000000000,10369130.000000000000
FS( 15 ),1918666.000000000000,1884906.000000000000,1688505.999999999500,1613466.000000000000,1730886.000000000000,1666666.000000000000,10503100.000000000000
FS( 16 ),1870366.000000000000,1882926.000000000000,1682985.999999999500,1576016.000000000000,1697085.999999999800,1666666.000000000000,10376050.000000000000
FS( 17 ),1850066.000000000000,1871926.000000000000,1673626.000000000000,1576016.000000000000,1697085.999999999800,1666666.000000000000,10335390.000000000000
FS( 18 ),1873865.999999999800,1871926.000000000000,1679145.999999999800,1561596.000000000000,1668356.000000000000,1666666.000000000000,10321560.000000000000
FS( 19 ),1859865.999999999800,1831226.000000000000,1664265.999999999800,1535626.000000000000,1671736.000000000000,1666666.000000000000,10229390.000000000000
FS( 20 ),1898366.000000000000,1894146.000000000000,1660425.999999999800,1555786.000000000000,1712296.000000000000,1666666.000000000000,10387690.000000000000
FS( 21 ),1918666.000000000000,1894146.000000000000,1665945.999999999500,1596176.000000000200,1746096.000000000000,1666666.000000000000,10487700.000000000000
FS( 22 ),1973966.000000000000,1947826.000000000000,1696185.999999999800,1642306.000000000000,1759616.000000000000,1666666.000000000000,10686570.000000000000
FS( 23 ),1953666.000000000000,1920106.000000000000,1675546.000000000000,1743106.000000000000,1746096.000000000000,1666666.000000000000,10705190.000000000000
FS( 24 ),1887866.000000000000,1901626.000000000200,1686585.999999999800,1780626.000000000000,1730886.000000000000,1666666.000000000000,10654260.000000000000
FS( 25 ),1905366.000000000000,1864446.000000000000,1686585.999999999800,1757525.999999999800,1779896.000000000000,1666666.000000000000,10660490.000000000000
FS( 26 ),1915165.999999999800,1879406.000000000000,1677225.999999999800,1792106.000000000000,1790036.000000000000,1666666.000000000000,10720610.000000000000
FS( 27 ),1939666.000000000000,1901626.000000000200,1669785.999999999800,1797916.000000000000,1774826.000000000000,1666666.000000000000,10750490.000000000000
FS( 28 ),1984466.000000000000,1929346.000000000000,1692345.999999999800,1797916.000000000000,1813696.000000000200,1666666.000000000000,10884440.000000000000
FS( 29 ),1991466.000000000000,2012505.999999999800,1694265.999999999800,1809396.000000000200,1774826.000000000000,1666666.000000000000,10949130.000000000000
FS( 30 ),1966966.000000000000,1984786.000000000000,1696185.999999999800,1864136.000000000000,1759616.000000000000,1666666.000000000000,10938360.000000000000
FS( 31 ),2005466.000000000000,1984786.000000000000,1699785.999999999800,1849786.000000000000,1735955.999999999800,1666666.000000000000,10942450.000000000000
FS( 32 ),2005466.000000000000,2003265.999999999800,1707225.999999999800,1812266.000000000000,1725816.000000000200,1666666.000000000000,10920710.000000000000
FS( 33 ),2012466.000000000000,1975546.000000000000,1703626.000000000000,1855525.999999999800,1730886.000000000000,1666666.000000000000,10944720.000000000000
FS( 34 ),1991466.000000000000,1947826.000000000000,1696185.999999999800,1869946.000000000000,1715676.000000000200,1666666.000000000000,10887770.000000000000
FS( 35 ),1957166.000000000000,1994026.000000000000,1690425.999999999800,1890106.000000000000,1715676.000000000200,1666666.000000000000,10914070.000000000000
FS( 36 ),2008966.000000000000,1984786.000000000000,1701705.999999999500,1901656.000000000000,1751166.000000000000,1666666.000000000000,11014950.000000000000
FS( 37 ),2008966.000000000000,1994026.000000000000,1705546.000000000000,1916006.000000000000,1779896.000000000000,1666666.000000000000,11071110.000000000000
FS( 38 ),1991466.000000000000,1957066.000000000000,1707225.999999999800,1970816.000000000000,1784966.000000000000,1666666.000000000000,11078210.000000000000
FS( 39 ),1994966.000000000000,1929346.000000000000,1697865.999999999800,2005396.000000000000,1759616.000000000000,1666666.000000000000,11053860.000000000000
FS( 40 ),2008966.000000000000,1966306.000000000000,1697865.999999999800,2011135.999999999800,1756236.000000000000,1666666.000000000000,11107180.000000000000
FS( 41 ),1998466.000000000000,1947826.000000000000,1696185.999999999800,1988106.000000000000,1730886.000000000000,1666666.000000000000,11028140.000000000000
