代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11338037.500000000000
真實報酬,1338037.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24527.278991629155
風險,127450.499412196860
起點值,0.192445530655
找到最佳解世代,1835
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2227(10)[13],2354(18)[2],2891(38)[3],9999(49)[25],
FS( 18 ),2500000.000000000000,2660380.000000000000,2981600.000000000500,2500000.000000000000,10641980.000000000000
FS( 19 ),2584599.999999999100,2584480.000000000000,2920800.000000000900,2500000.000000000000,10589880.000000000000
FS( 20 ),2634599.999999999100,2587450.000000000500,2890400.000000000500,2500000.000000000000,10612450.000000000000
FS( 21 ),2619199.999999999500,2572930.000000000500,2903200.000000000500,2500000.000000000000,10595330.000000000000
FS( 22 ),2661499.999999999500,2575570.000000000000,2896800.000000000500,2500000.000000000000,10633870.000000000000
FS( 23 ),2707699.999999999500,2578540.000000000000,2866400.000000000000,2500000.000000000000,10652640.000000000000
FS( 24 ),2692299.999999999500,2613520.000000000000,2764000.000000000500,2500000.000000000000,10569820.000000000000
FS( 25 ),2669199.999999999500,2622430.000000000500,2764000.000000000500,2500000.000000000000,10555630.000000000000
FS( 26 ),2669199.999999999500,2692390.000000000000,2746400.000000000000,2500000.000000000000,10607990.000000000000
FS( 27 ),2815399.999999999500,2671930.000000000500,2807200.000000000900,2500000.000000000000,10794530.000000000000
FS( 28 ),2807699.999999999500,2773899.999999999500,2770400.000000000500,2500000.000000000000,10852000.000000000000
FS( 29 ),2761500.000000000000,2773899.999999999500,2698400.000000000500,2500000.000000000000,10733800.000000000000
FS( 30 ),2730799.999999999500,2736279.999999999500,2698400.000000000500,2500000.000000000000,10665480.000000000000
FS( 31 ),2700000.000000000000,2855739.999999999500,2711200.000000000500,2500000.000000000000,10766940.000000000000
FS( 32 ),2719199.999999999500,2934610.000000000000,2776800.000000000500,2500000.000000000000,10930610.000000000000
FS( 33 ),2676899.999999999500,2911180.000000000500,2788000.000000000500,2500000.000000000000,10876080.000000000000
FS( 34 ),2684599.999999999100,2908210.000000000000,2722400.000000000500,2500000.000000000000,10815210.000000000000
FS( 35 ),2653799.999999999500,2981140.000000000000,2770400.000000000500,2500000.000000000000,10905340.000000000000
FS( 36 ),2657699.999999999500,3156040.000000000000,2770400.000000000500,2500000.000000000000,11084140.000000000000
FS( 37 ),2684599.999999999100,3127000.000000000000,2770400.000000000500,2500000.000000000000,11082000.000000000000
FS( 38 ),2676899.999999999500,3170560.000000000500,2896800.000000000500,2500000.000000000000,11244260.000000000000
FS( 39 ),2696199.999999999100,3185410.000000000000,2848800.000000000500,2500000.000000000000,11230410.000000000000
FS( 40 ),2661499.999999999500,3185410.000000000000,2818400.000000000500,2500000.000000000000,11165310.000000000000
FS( 41 ),2680799.999999999500,3141520.000000000000,2812000.000000000000,2500000.000000000000,11134320.000000000000
FS( 42 ),2646199.999999999100,3243489.999999999500,2807200.000000000900,2500000.000000000000,11196890.000000000000
FS( 43 ),2638499.999999999500,3331270.000000000000,2848800.000000000500,2500000.000000000000,11318570.000000000000
FS( 44 ),2576899.999999999500,3083110.000000000000,2800800.000000000900,2500000.000000000000,10960810.000000000000
FS( 45 ),2623099.999999999500,3170560.000000000500,2837600.000000000500,2500000.000000000000,11131260.000000000000
FS( 46 ),2673099.999999999500,3214450.000000000500,2861600.000000000500,2500000.000000000000,11249150.000000000000
FS( 47 ),2634599.999999999100,3068590.000000000000,2824800.000000000500,2500000.000000000000,11027990.000000000000
FS( 48 ),2657699.999999999500,3112480.000000000000,2903200.000000000500,2500000.000000000000,11173380.000000000000
FS( 49 ),2669199.999999999500,3083110.000000000000,2866400.000000000000,2500000.000000000000,11118710.000000000000
FS( 50 ),2638499.999999999500,3068590.000000000000,2879200.000000000500,2500000.000000000000,11086290.000000000000
FS( 51 ),2626899.999999999500,3127000.000000000000,2896800.000000000500,2500000.000000000000,11150700.000000000000
FS( 52 ),2653799.999999999500,3039550.000000000000,2885600.000000000500,2500000.000000000000,11078950.000000000000
FS( 53 ),2653799.999999999500,3083110.000000000000,2890400.000000000500,2500000.000000000000,11127310.000000000000
FS( 54 ),2638499.999999999500,3156040.000000000000,2909600.000000000500,2500000.000000000000,11204140.000000000000
FS( 55 ),2653799.999999999500,3228970.000000000500,2938400.000000000500,2500000.000000000000,11321170.000000000000
FS( 56 ),2638499.999999999500,3214450.000000000500,2938400.000000000500,2500000.000000000000,11291350.000000000000
FS( 57 ),2630799.999999999500,3228970.000000000500,2903200.000000000500,2500000.000000000000,11262970.000000000000
FS( 58 ),2623099.999999999500,3243489.999999999500,2933600.000000000500,2500000.000000000000,11300190.000000000000
FS( 59 ),2638499.999999999500,3258340.000000000000,2944800.000000000500,2500000.000000000000,11341640.000000000000
FS( 60 ),2611499.999999999500,3199930.000000000500,2896800.000000000500,2500000.000000000000,11208230.000000000000
FS( 61 ),2592299.999999999500,3301899.999999999500,2938400.000000000500,2505437.500000000000,11338037.500000000000
