代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11208804.998550000000
真實報酬,1208804.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20747.743654809216
風險,95662.222324392424
起點值,0.216885444961
找到最佳解世代,1499
找到最佳解實驗#,2
找到最佳解次數,12

投資組合檔數,6
2354(19)[5],2881(30)[1],2891(38)[9],2892(39)[3],3008(41)[12],9999(49)[44],
Stock#,2354(19)[5],2881(30)[1],2891(38)[9],2892(39)[3],3008(41)[12],9999(49)[44],
張數,24,46,117,118,0,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,14506.000000000000,8366.000000000000,1756.000000000000,506.000000000233,1666666.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1666666.000000000000,1655626.000000000200,1671346.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,9993640.000000000000
FS( 3 ),1649145.999999999800,1639986.000000000000,1677196.000000000000,1671386.000000000200,1666666.000000000000,1666666.000000000000,9971050.000000000000
FS( 4 ),1622506.000000000000,1600426.000000000000,1671346.000000000000,1657226.000000000000,1666666.000000000000,1666666.000000000000,9884840.000000000000
FS( 5 ),1631386.000000000000,1598126.000000000200,1666666.000000000000,1651326.000000000200,1666666.000000000000,1666666.000000000000,9880840.000000000000
FS( 6 ),1646746.000000000200,1617906.000000000200,1701766.000000000000,1676106.000000000200,1666666.000000000000,1666666.000000000000,9975860.000000000000
FS( 7 ),1677705.999999999800,1646886.000000000000,1731016.000000000000,1676106.000000000200,1666666.000000000000,1666666.000000000000,10065050.000000000000
FS( 8 ),1699786.000000000000,1680006.000000000000,1740376.000000000000,1691446.000000000200,1666666.000000000000,1666666.000000000000,10144950.000000000000
FS( 9 ),1699786.000000000000,1688746.000000000000,1740376.000000000000,1691446.000000000200,1666666.000000000000,1666666.000000000000,10153690.000000000000
FS( 10 ),1721866.000000000200,1728306.000000000000,1764946.000000000000,1705606.000000000200,1666666.000000000000,1666666.000000000000,10254060.000000000000
