代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10302899.999275001000
真實報酬,302899.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8094.865317385096
風險,171748.755957860180
起點值,0.047132017185
找到最佳解世代,1739
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2357(21)[1],2412(24)[2],9999(49)[7],
Stock#,2357(21)[1],2412(24)[2],9999(49)[7],
張數,21,47,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,123693.000000000000,13723.000000000466,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3389403.000000000000,3333333.000000000000,3333333.000000000000,10056070.000000000000
FS( 3 ),3451143.000000000000,3366233.000000000000,3333333.000000000000,10150710.000000000000
FS( 4 ),3411873.000000000500,3415583.000000000000,3333333.000000000000,10160790.000000000000
FS( 5 ),3310863.000000000000,3399133.000000000500,3333333.000000000000,10043330.000000000000
FS( 6 ),3299733.000000000000,3415583.000000000000,3333333.000000000000,10048650.000000000000
FS( 7 ),3232323.000000000000,3366233.000000000000,3333333.000000000000,9931890.000000000000
FS( 8 ),3198723.000000000000,3399133.000000000500,3333333.000000000000,9931190.000000000000
FS( 9 ),3170583.000000000000,3464933.000000000900,3333333.000000000000,9968850.000000000000
FS( 10 ),3120183.000000000000,3448483.000000000000,3333333.000000000000,9902000.000000000000
FS( 11 ),3265923.000000000000,3481383.000000000500,3333333.000000000000,10080640.000000000000
FS( 12 ),3260463.000000000000,3563633.000000000500,3333333.000000000000,10157430.000000000000
FS( 13 ),3333333.000000000000,3612983.000000000000,3333333.000000000000,10279650.000000000000
FS( 14 ),3434343.000000000000,3629433.000000000900,3333333.000000000000,10397110.000000000000
FS( 15 ),3411873.000000000500,3612983.000000000000,3333333.000000000000,10358190.000000000000
FS( 16 ),3445473.000000000000,3460703.000000000500,3333333.000000000000,10239510.000000000000
FS( 17 ),3411873.000000000500,3408533.000000000900,3333333.000000000000,10153740.000000002000
FS( 18 ),3501753.000000000500,3467283.000000000900,3333333.000000000000,10302370.000000002000
FS( 19 ),3479282.999999999500,3453653.000000000500,3333333.000000000000,10266270.000000000000
FS( 20 ),3608223.000000000000,3474333.000000000000,3333333.000000000000,10415890.000000000000
FS( 21 ),3450093.000000000000,3474333.000000000000,3333333.000000000000,10257760.000000000000
FS( 22 ),3679623.000000000500,3474333.000000000000,3333333.000000000000,10487290.000000000000
FS( 23 ),3908943.000000000000,3467283.000000000900,3333333.000000000000,10709560.000000000000
FS( 24 ),3787143.000000000000,3463993.000000000500,3333333.000000000000,10584470.000000000000
FS( 25 ),3650853.000000000500,3474333.000000000000,3333333.000000000000,10458520.000000000000
FS( 26 ),3471723.000000000000,3408533.000000000900,3333333.000000000000,10213590.000000000000
FS( 27 ),3478863.000000000000,3291033.000000000900,3333333.000000000000,10103230.000000000000
FS( 28 ),3536193.000000000000,3291033.000000000900,3333333.000000000000,10160560.000000000000
FS( 29 ),3450093.000000000000,3329103.000000000500,3333333.000000000000,10112530.000000000000
FS( 30 ),3428673.000000000000,3329103.000000000500,3333333.000000000000,10091110.000000000000
FS( 31 ),3306663.000000000000,3332393.000000000500,3333333.000000000000,9972390.000000000000
FS( 32 ),3493143.000000000000,3422633.000000000500,3333333.000000000000,10249110.000000000000
FS( 33 ),3521913.000000000000,3405243.000000000500,3333333.000000000000,10260490.000000000000
FS( 34 ),3607803.000000000000,3405243.000000000500,3333333.000000000000,10346380.000000000000
FS( 35 ),3586382.999999999500,3408533.000000000900,3333333.000000000000,10328250.000000000000
FS( 36 ),3364203.000000000000,3405243.000000000500,3333333.000000000000,10102780.000000000000
FS( 37 ),3493143.000000000000,3443313.000000000500,3333333.000000000000,10269790.000000000000
FS( 38 ),3586382.999999999500,3526503.000000000000,3333333.000000000000,10446220.000000000000
FS( 39 ),3600663.000000000000,3526503.000000000000,3333333.000000000000,10460500.000000000000
FS( 40 ),3679623.000000000500,3526503.000000000000,3333333.000000000000,10539460.000000000000
FS( 41 ),3622293.000000000000,3509113.000000000900,3333333.000000000000,10464740.000000000000
FS( 42 ),3736953.000000000000,3509113.000000000900,3333333.000000000000,10579400.000000000000
FS( 43 ),3693903.000000000000,3474333.000000000000,3333333.000000000000,10501570.000000000000
FS( 44 ),3636573.000000000000,3471043.000000000500,3333333.000000000000,10440950.000000000000
FS( 45 ),3722463.000000000000,3474333.000000000000,3333333.000000000000,10530130.000000000000
FS( 46 ),3701043.000000000000,3456943.000000000900,3333333.000000000000,10491320.000000000000
