代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10302899.999275001000
真實報酬,302899.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8094.865317385096
風險,171748.755957860180
起點值,0.047132017185
找到最佳解世代,1739
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2357(21)[1],2412(24)[2],9999(49)[7],
FS( 47 ),3622293.000000000000,3432973.000000000500,3333333.000000000000,10388600.000000000000
FS( 48 ),3500282.999999999500,3412293.000000000500,3333333.000000000000,10245910.000000000000
FS( 49 ),3614943.000000000000,3491723.000000000500,3333333.000000000000,10440000.000000000000
FS( 50 ),3657993.000000000000,3460703.000000000500,3333333.000000000000,10452030.000000000000
FS( 51 ),3679623.000000000500,3474333.000000000000,3333333.000000000000,10487290.000000000000
FS( 52 ),3536193.000000000000,3460703.000000000500,3333333.000000000000,10330230.000000000000
FS( 53 ),3529053.000000000000,3467283.000000000900,3333333.000000000000,10329670.000000000000
FS( 54 ),3657993.000000000000,3491723.000000000500,3333333.000000000000,10483050.000000000000
FS( 55 ),3729813.000000000000,3491723.000000000500,3333333.000000000000,10554870.000000000000
FS( 56 ),3765512.999999999500,3474333.000000000000,3333333.000000000000,10573180.000000000000
FS( 57 ),3736953.000000000000,3467283.000000000900,3333333.000000000000,10537570.000000000000
FS( 58 ),3736953.000000000000,3440023.000000000500,3333333.000000000000,10510310.000000000000
FS( 59 ),3600663.000000000000,3422633.000000000500,3333333.000000000000,10356630.000000000000
FS( 60 ),3435813.000000000000,3394903.000000000500,3333333.000000000000,10164050.000000000000
FS( 61 ),3349713.000000000000,3422633.000000000500,3333333.000000000000,10105680.000000000000
FS( 62 ),3493143.000000000000,3467283.000000000900,3333333.000000000000,10293760.000000000000
FS( 63 ),3493143.000000000000,3491723.000000000500,3333333.000000000000,10318200.000000000000
FS( 64 ),3493143.000000000000,3509113.000000000900,3333333.000000000000,10335590.000000000000
FS( 65 ),3435813.000000000000,3526503.000000000000,3340582.999275000300,10302899.999275001000
