代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10677749.999275001000
真實報酬,677749.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12921.610036434544
風險,236942.266834758190
起點值,0.054534846016
找到最佳解世代,1333
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1303(4)[1],1326(5)[2],9999(49)[5],
Stock#,1303(4)[1],1326(5)[2],9999(49)[5],
張數,79,70,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,41402.999999999534,19533.000000000000,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3436032.999999999500,3366933.000000000000,3333333.000000000000,10136300.000000000000
FS( 3 ),3641432.999999999500,3593033.000000000000,3333333.000000000000,10567800.000000000000
FS( 4 ),3669872.999999999500,3564333.000000000000,3333333.000000000000,10567540.000000000000
FS( 5 ),3676192.999999999500,3482433.000000000000,3333333.000000000000,10491960.000000000000
FS( 6 ),3755983.000000000000,3530733.000000000000,3333333.000000000000,10620050.000000000000
FS( 7 ),3755983.000000000000,3482433.000000000000,3333333.000000000000,10571750.000000000000
FS( 8 ),3721222.999999999100,3420133.000000000000,3333333.000000000000,10474690.000000000000
FS( 9 ),3715692.999999999500,3415233.000000000000,3333333.000000000000,10464260.000000000000
FS( 10 ),3704632.999999999500,3434133.000000000000,3333333.000000000000,10472100.000000000000
FS( 11 ),3721222.999999999100,3400533.000000000000,3333333.000000000000,10455090.000000000000
FS( 12 ),3687252.999999999500,3385833.000000000000,3333333.000000000000,10406420.000000000000
FS( 13 ),3721222.999999999100,3385833.000000000000,3333333.000000000000,10440390.000000000000
FS( 14 ),3715692.999999999500,3400533.000000000000,3333333.000000000000,10449560.000000000000
FS( 15 ),3715692.999999999500,3390733.000000000000,3333333.000000000000,10439760.000000000000
FS( 16 ),3676192.999999999500,3366933.000000000000,3333333.000000000000,10376460.000000000000
