代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10600019.999275001000
真實報酬,600019.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10653.014622636918
風險,118012.637304256260
起點值,0.090270117387
找到最佳解世代,3051
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,3
1216(2)[1],2412(24)[2],9999(49)[6],
FS( 34 ),3867393.000000000500,3520142.999999999100,3333333.000000000000,10720870.000000000000
FS( 35 ),3815643.000000000500,3520142.999999999100,3333333.000000000000,10669120.000000000000
FS( 36 ),3828063.000000000000,3502202.999999999500,3333333.000000000000,10663600.000000000000
FS( 37 ),3719043.000000000900,3488162.999999999500,3333333.000000000000,10540540.000000000000
FS( 38 ),3609333.000000000000,3402753.000000000000,3333333.000000000000,10345420.000000000000
FS( 39 ),3615543.000000000900,3409772.999999999500,3333333.000000000000,10358650.000000000000
FS( 40 ),3686613.000000000500,3402753.000000000000,3333333.000000000000,10422700.000000000000
FS( 41 ),3686613.000000000500,3438242.999999999500,3333333.000000000000,10458190.000000000000
FS( 42 ),3679713.000000000500,3438242.999999999500,3333333.000000000000,10451290.000000000000
FS( 43 ),3789423.000000000500,3534182.999999999100,3333333.000000000000,10656940.000000000000
FS( 44 ),3634863.000000000500,3484652.999999999500,3333333.000000000000,10452850.000000000000
FS( 45 ),3692823.000000000500,3470222.999999999100,3333333.000000000000,10496380.000000000000
FS( 46 ),3757683.000000000500,3481142.999999999100,3333333.000000000000,10572160.000000000000
FS( 47 ),3667293.000000000900,3488162.999999999500,3333333.000000000000,10488790.000000000000
FS( 48 ),3563793.000000000900,3488162.999999999500,3333333.000000000000,10385290.000000000000
FS( 49 ),3563793.000000000900,3452673.000000000000,3333333.000000000000,10349800.000000000000
FS( 50 ),3679713.000000000500,3488162.999999999500,3333333.000000000000,10501210.000000000000
FS( 51 ),3738363.000000000500,3488162.999999999500,3333333.000000000000,10559860.000000000000
FS( 52 ),3757683.000000000500,3505713.000000000000,3333333.000000000000,10596730.000000000000
FS( 53 ),3699033.000000000500,3505713.000000000000,3333333.000000000000,10538080.000000000000
FS( 54 ),3686613.000000000500,3520142.999999999100,3333333.000000000000,10540090.000000000000
FS( 55 ),3692823.000000000500,3520142.999999999100,3333333.000000000000,10546300.000000000000
FS( 56 ),3763893.000000000500,3523652.999999999500,3333333.000000000000,10620880.000000000000
FS( 57 ),3712143.000000000500,3523652.999999999500,3333333.000000000000,10569130.000000000000
FS( 58 ),3667293.000000000900,3488162.999999999500,3333333.000000000000,10488790.000000000000
FS( 59 ),3731463.000000000500,3516633.000000000000,3333333.000000000000,10581430.000000000000
FS( 60 ),3596223.000000000500,3495182.999999999100,3333333.000000000000,10424740.000000000000
FS( 61 ),3596223.000000000500,3509612.999999999500,3333333.000000000000,10439170.000000000000
FS( 62 ),3615543.000000000900,3505713.000000000000,3333333.000000000000,10454590.000000000000
FS( 63 ),3725253.000000000500,3534182.999999999100,3340582.999275000300,10600019.999275001000
