代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10600019.999275001000
真實報酬,600019.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10653.014622636918
風險,118012.637304256260
起點值,0.090270117387
找到最佳解世代,3051
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,3
1216(2)[1],2412(24)[2],9999(49)[6],
Stock#,1216(2)[1],2412(24)[2],9999(49)[6],
張數,69,39,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,47553.000000000466,19112.999999999534,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3375423.000000000500,3336842.999999999100,3333333.000000000000,10045600.000000000000
FS( 3 ),3369903.000000000500,3343472.999999999100,3333333.000000000000,10046710.000000000000
FS( 4 ),3321603.000000000500,3343472.999999999100,3333333.000000000000,9998410.000000000000
FS( 5 ),3327123.000000000500,3357122.999999999500,3333333.000000000000,10017580.000000000000
FS( 6 ),3315393.000000000500,3333333.000000000000,3333333.000000000000,9982060.000000000000
FS( 7 ),3315393.000000000500,3323192.999999999500,3333333.000000000000,9971920.000000000000
FS( 8 ),3302973.000000000500,3340352.999999999500,3333333.000000000000,9976660.000000000000
FS( 9 ),3278823.000000000500,3340352.999999999500,3333333.000000000000,9952510.000000000000
FS( 10 ),3327123.000000000500,3340352.999999999500,3333333.000000000000,10000810.000000000000
FS( 11 ),3351273.000000000900,3395732.999999999500,3333333.000000000000,10080340.000000000000
FS( 12 ),3363693.000000000900,3402753.000000000000,3333333.000000000000,10099780.000000000000
FS( 13 ),3333333.000000000000,3399242.999999999500,3333333.000000000000,10065910.000000000000
FS( 14 ),3496863.000000000500,3402753.000000000000,3333333.000000000000,10232950.000000000000
FS( 15 ),3394053.000000000500,3409772.999999999500,3333333.000000000000,10137160.000000000000
FS( 16 ),3357483.000000000500,3413282.999999999500,3333333.000000000000,10104100.000000000000
FS( 17 ),3418203.000000000500,3416793.000000000000,3333333.000000000000,10168330.000000000000
FS( 18 ),3345753.000000000500,3434732.999999999500,3333333.000000000000,10113820.000000000000
FS( 19 ),3411993.000000000500,3416793.000000000000,3333333.000000000000,10162120.000000000000
FS( 20 ),3381633.000000000500,3434732.999999999500,3333333.000000000000,10149700.000000000000
FS( 21 ),3405783.000000000500,3452673.000000000000,3333333.000000000000,10191790.000000000000
FS( 22 ),3411993.000000000500,3505713.000000000000,3333333.000000000000,10251040.000000000000
FS( 23 ),3405783.000000000500,3498692.999999999500,3333333.000000000000,10237810.000000000000
FS( 24 ),3442353.000000000500,3538083.000000000000,3333333.000000000000,10313770.000000000000
FS( 25 ),3496863.000000000500,3552122.999999999500,3333333.000000000000,10382320.000000000000
FS( 26 ),3473403.000000000500,3527162.999999999500,3333333.000000000000,10333900.000000000000
FS( 27 ),3454083.000000000000,3505713.000000000000,3333333.000000000000,10293130.000000000000
FS( 28 ),3628653.000000000500,3513122.999999999500,3333333.000000000000,10475110.000000000000
FS( 29 ),3531363.000000000500,3530673.000000000000,3333333.000000000000,10395370.000000000000
FS( 30 ),3621753.000000000500,3541592.999999999100,3333333.000000000000,10496680.000000000000
FS( 31 ),3647973.000000000500,3520142.999999999100,3333333.000000000000,10501450.000000000000
FS( 32 ),3719043.000000000900,3488162.999999999500,3333333.000000000000,10540540.000000000000
FS( 33 ),3731463.000000000500,3484652.999999999500,3333333.000000000000,10549450.000000000000
