代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10910320.000000000000
真實報酬,910320.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13635.742219241336
風險,68489.694757199220
起點值,0.199091881889
找到最佳解世代,1524
找到最佳解實驗#,2
找到最佳解次數,44

投資組合檔數,9
2324(16)[16],2330(18)[3],2412(25)[4],2474(27)[2],2884(34)[12],2887(37)[6],2912(41)[9],3481(44)[13],5880(47)[1],
FS( 34 ),1149391.000000000000,1169211.000000000000,1137401.000000000200,1183891.000000000000,1137241.000000000000,1156231.000000000000,1182831.000000000000,1185031.000000000000,1139971.000000000000,10441200.000000000000
FS( 35 ),1136050.999999999800,1171611.000000000000,1137401.000000000200,1189711.000000000000,1134561.000000000000,1164871.000000000000,1196391.000000000000,1198231.000000000000,1136071.000000000000,10464900.000000000000
FS( 36 ),1136050.999999999800,1178861.000000000000,1147851.000000000500,1180981.000000000000,1137241.000000000000,1173511.000000000200,1175071.000000000000,1202630.999999999800,1143871.000000000000,10476070.000000000000
FS( 37 ),1133151.000000000000,1178861.000000000000,1147851.000000000500,1183891.000000000000,1140591.000000000000,1173511.000000000200,1167311.000000000000,1189431.000000000000,1143871.000000000000,10458470.000000000000
FS( 38 ),1111111.000000000000,1159511.000000000000,1153131.000000000200,1166431.000000000000,1131211.000000000000,1190791.000000000000,1147951.000000000000,1193830.999999999800,1132951.000000000000,10386920.000000000000
FS( 39 ),1133151.000000000000,1178861.000000000000,1158411.000000000000,1172251.000000000000,1131211.000000000000,1190791.000000000000,1163431.000000000000,1198231.000000000000,1139971.000000000000,10466310.000000000000
FS( 40 ),1136050.999999999800,1188561.000000000000,1158411.000000000000,1178071.000000000000,1134561.000000000000,1195590.999999999800,1171191.000000000000,1207031.000000000000,1139971.000000000000,10509440.000000000000
FS( 41 ),1130251.000000000200,1188561.000000000000,1153131.000000000200,1195531.000000000000,1134561.000000000000,1190791.000000000000,1163431.000000000000,1211431.000000000000,1139971.000000000000,10507660.000000000000
FS( 42 ),1133151.000000000000,1203061.000000000000,1158411.000000000000,1227541.000000000000,1137241.000000000000,1213831.000000000000,1171191.000000000000,1251031.000000000000,1146991.000000000000,10642450.000000000000
FS( 43 ),1133151.000000000000,1195811.000000000000,1158411.000000000000,1271191.000000000000,1131211.000000000000,1213831.000000000000,1159551.000000000000,1259830.999999999800,1150891.000000000000,10673880.000000000000
FS( 44 ),1133151.000000000000,1200661.000000000000,1153131.000000000200,1247911.000000000000,1131211.000000000000,1217671.000000000000,1184751.000000000000,1264231.000000000000,1146991.000000000000,10679710.000000000000
FS( 45 ),1119231.000000000000,1207911.000000000000,1163581.000000000200,1271191.000000000000,1131211.000000000000,1217671.000000000000,1184751.000000000000,1242231.000000000000,1150891.000000000000,10688670.000000000000
FS( 46 ),1127351.000000000000,1203061.000000000000,1158411.000000000000,1282831.000000000000,1128531.000000000000,1213831.000000000000,1175071.000000000000,1211431.000000000000,1146991.000000000000,10647510.000000000000
FS( 47 ),1127351.000000000000,1181311.000000000000,1158411.000000000000,1277011.000000000000,1128531.000000000000,1213831.000000000000,1159551.000000000000,1233431.000000000000,1150891.000000000000,10630320.000000000000
FS( 48 ),1127351.000000000000,1183711.000000000000,1158411.000000000000,1263931.000000000000,1128531.000000000000,1213831.000000000000,1163431.000000000000,1211431.000000000000,1146991.000000000000,10597620.000000000000
FS( 49 ),1136050.999999999800,1178861.000000000000,1158411.000000000000,1291561.000000000000,1119150.999999999800,1209030.999999999800,1159551.000000000000,1198231.000000000000,1143871.000000000000,10594720.000000000000
FS( 50 ),1136050.999999999800,1183711.000000000000,1163581.000000000200,1277011.000000000000,1128531.000000000000,1204231.000000000000,1159551.000000000000,1233431.000000000000,1143871.000000000000,10629970.000000000000
FS( 51 ),1133151.000000000000,1200661.000000000000,1153131.000000000200,1294471.000000000000,1125180.999999999800,1213831.000000000000,1161511.000000000000,1246630.999999999800,1143871.000000000000,10672440.000000000000
FS( 52 ),1138370.999999999800,1207911.000000000000,1158411.000000000000,1282831.000000000000,1125180.999999999800,1204231.000000000000,1151831.000000000000,1255431.000000000000,1143871.000000000000,10668070.000000000000
FS( 53 ),1133151.000000000000,1224861.000000000000,1153131.000000000200,1311931.000000000000,1125180.999999999800,1209030.999999999800,1155711.000000000000,1264231.000000000000,1139971.000000000000,10717200.000000000000
FS( 54 ),1133151.000000000000,1220011.000000000000,1153131.000000000200,1314841.000000000000,1122501.000000000000,1213831.000000000000,1144071.000000000000,1316151.000000000000,1146991.000000000000,10764680.000000000000
FS( 55 ),1127351.000000000000,1232111.000000000000,1163581.000000000200,1306111.000000000000,1119150.999999999800,1217671.000000000000,1144071.000000000000,1320551.000000000000,1143871.000000000000,10774470.000000000000
FS( 56 ),1114011.000000000000,1227261.000000000000,1163581.000000000200,1300290.999999999800,1119150.999999999800,1217671.000000000000,1151831.000000000000,1338151.000000000000,1143871.000000000000,10775820.000000000000
FS( 57 ),1119231.000000000000,1252261.000000000000,1168861.000000000000,1323600.999999999800,1131211.000000000000,1231111.000000000000,1186711.000000000000,1404151.000000000000,1157911.000000000000,10975050.000000000000
FS( 58 ),1133151.000000000000,1234761.000000000000,1168861.000000000000,1323600.999999999800,1137241.000000000000,1231111.000000000000,1173151.000000000000,1399751.000000000000,1161811.000000000000,10963440.000000000000
FS( 59 ),1125031.000000000200,1219761.000000000000,1163581.000000000200,1301761.000000000200,1131211.000000000000,1222471.000000000000,1163431.000000000000,1368951.000000000000,1164931.000000000000,10861130.000000000000
FS( 60 ),1133151.000000000000,1227261.000000000000,1158411.000000000000,1294471.000000000000,1137241.000000000000,1226311.000000000000,1165391.000000000000,1355751.000000000000,1175851.000000000000,10873840.000000000000
FS( 61 ),1133151.000000000000,1219761.000000000000,1158411.000000000000,1298850.999999999800,1137241.000000000000,1226311.000000000000,1165391.000000000000,1395351.000000000000,1175851.000000000000,10910320.000000000000
