代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11755740.000000000000
真實報酬,1755740.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,26344.915453173569
風險,212820.937345158830
起點值,0.123789114839
找到最佳解世代,1506
找到最佳解實驗#,1
找到最佳解次數,27

投資組合檔數,6
2207(11)[2],2301(12)[18],2325(18)[11],2912(40)[6],3008(41)[5],4904(46)[3],
Stock#,2207(11)[2],2301(12)[18],2325(18)[11],2912(40)[6],3008(41)[5],4904(46)[3],
張數,7,46,64,11,2,31,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,191556.000000000000,20326.000000000000,3306.000000000000,69026.000000000000,231986.000000000000,20256.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1666666.000000000000,1720026.000000000000,1664106.000000000000,1676236.000000000000,1649946.000000000000,1678756.000000000000,10055740.000000000000
FS( 3 ),1684796.000000000000,1777065.999999999800,1666666.000000000000,1690536.000000000000,1677806.000000000000,1664496.000000000000,10161370.000000000000
FS( 4 ),1639506.000000000000,1745785.999999999800,1635306.000000000000,1666666.000000000000,1655506.000000000000,1695806.000000000000,10038580.000000000000
FS( 5 ),1606256.000000000000,1742565.999999999800,1595626.000000000000,1666666.000000000000,1664806.000000000000,1695806.000000000000,9971730.000000000000
FS( 6 ),1624386.000000000000,1752686.000000000000,1578986.000000000000,1690536.000000000000,1677806.000000000000,1678756.000000000000,10003160.000000000000
FS( 7 ),1684796.000000000000,1790866.000000000200,1588586.000000000000,1733656.000000000000,1701966.000000000000,1674106.000000000200,10173980.000000000000
FS( 8 ),1648536.000000000000,1787186.000000000000,1586026.000000000000,1814946.000000000000,1666666.000000000000,1678756.000000000000,10182120.000000000000
FS( 9 ),1645526.000000000000,1780285.999999999800,1605866.000000000000,1829356.000000000000,1653646.000000000000,1678756.000000000000,10193440.000000000000
FS( 10 ),1672756.000000000000,1738886.000000000000,1580906.000000000000,1838926.000000000000,1635066.000000000000,1690846.000000000000,10157390.000000000000
FS( 11 ),1709016.000000000000,1766486.000000000000,1556586.000000000000,1838926.000000000000,1618346.000000000000,1707895.999999999800,10197260.000000000000
FS( 12 ),1709016.000000000000,1745785.999999999800,1541866.000000000000,1800646.000000000000,1573746.000000000000,1722465.999999999800,10093530.000000000000
FS( 13 ),1739256.000000000000,1756366.000000000200,1618026.000000000000,1791076.000000000200,1562586.000000000000,1739206.000000000000,10206520.000000000000
FS( 14 ),1730156.000000000200,1780285.999999999800,1662186.000000000000,1781506.000000000000,1547726.000000000000,1756256.000000000000,10258120.000000000000
FS( 15 ),1718046.000000000000,1790866.000000000200,1657066.000000000000,1791076.000000000200,1525426.000000000000,1739206.000000000000,10221690.000000000000
FS( 16 ),1739256.000000000000,1790866.000000000200,1689066.000000000000,1838926.000000000000,1544006.000000000000,1737036.000000000000,10339160.000000000000
FS( 17 ),1730156.000000000200,1818466.000000000000,1676906.000000000000,1838926.000000000000,1510566.000000000000,1756256.000000000000,10331280.000000000000
FS( 18 ),1754376.000000000000,1846065.999999999800,1728106.000000000000,1819786.000000000000,1599766.000000000000,1782916.000000000000,10531020.000000000000
FS( 19 ),1763406.000000000200,1832266.000000000000,1737706.000000000000,1810215.999999999800,1694546.000000000000,1770826.000000000000,10608970.000000000000
FS( 20 ),1784546.000000000000,1849285.999999999800,1715946.000000000000,1810215.999999999800,1729846.000000000000,1758736.000000000000,10648580.000000000000
FS( 21 ),1781536.000000000000,1814785.999999999800,1690986.000000000000,1824516.000000000000,1741006.000000000000,1797176.000000000000,10650010.000000000000
FS( 22 ),1763406.000000000200,1852966.000000000000,1713386.000000000000,1891506.000000000000,1737286.000000000000,1792526.000000000000,10751080.000000000000
FS( 23 ),1763406.000000000200,1880106.000000000000,1728106.000000000000,1872366.000000000000,1796746.000000000000,1790046.000000000200,10830780.000000000000
FS( 24 ),1775516.000000000000,1835486.000000000000,1703786.000000000000,1886666.000000000000,1793026.000000000000,1790046.000000000200,10784530.000000000000
