代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11210247.736499999000
真實報酬,1210247.736499998700

夏普值報酬,0.112324773650
夏普值風險,0.034767013532
夏普值,3.230785800661

預期報酬,9423.035378336059
風險,123116.451314457200
起點值,0.076537581109
找到最佳解世代,3060
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2002(7),2354(20),2881(30),3008(41),3045(42),
Stock#,2002(7),2354(20),2881(30),3008(41),3045(42),
張數,91,32,53,0,25,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18840.865500000000,32400.160000000000,25590.469999999768,2000000.000000000000,30197.024999999769,
FS( 1 ),1997180.865500000100,1997200.159999999900,1997190.470000000000,2000000.000000000000,1997197.024999999900,9988768.520500000600
FS( 2 ),1988426.711000000100,2022912.991999999900,1992687.378000000000,2000000.000000000000,2001186.631249999600,10005213.712250000000
FS( 3 ),1983896.844750000200,2028010.335999999900,1976857.735499999500,2000000.000000000000,1977790.618749999700,9966555.535000000100
FS( 4 ),1976649.058750000100,2004435.120000000100,1988466.139999999900,2000000.000000000000,1950163.412499999600,9919713.731249999300
FS( 5 ),1983896.844750000200,1980541.320000000100,1988466.139999999900,2000000.000000000000,1971319.381249999400,9924223.685999998800
FS( 6 ),1992050.604000000100,1985957.247999999900,2009044.675249999900,2000000.000000000000,1969328.231249999700,9956380.758499998600
FS( 7 ),1988426.711000000100,2012399.720000000000,2063393.114499999700,2000000.000000000000,1975550.574999999700,10039770.120499998000
FS( 8 ),1983896.844750000200,2017497.064000000000,2111409.696750000100,2000000.000000000000,1967088.187499999500,10079891.793000000000
FS( 9 ),1976649.058750000100,1991054.591999999900,2107188.458750000200,2000000.000000000000,1969328.231249999700,10044220.340750000000
FS( 10 ),1972119.192499999900,2004435.120000000100,2171034.683499999800,2000000.000000000000,1956385.756249999600,10103974.752249999000
FS( 11 ),1972119.192499999900,2067833.335999999900,2241740.419999999900,2000000.000000000000,1950163.412499999600,10231856.361000000000
FS( 12 ),1976649.058750000100,2030877.591999999900,2171034.683499999800,2000000.000000000000,1956385.756249999600,10134947.090499999000
FS( 13 ),1983896.844750000200,2030877.591999999900,2188974.944999999800,2000000.000000000000,1962856.993749999900,10166606.375500001000
FS( 14 ),1976649.058750000100,2030877.591999999900,2191613.218749999100,2000000.000000000000,1988493.049999999800,10187632.919499999000
FS( 15 ),2007452.149250000000,2046806.791999999900,2202693.968499999500,2000000.000000000000,1992724.243749999400,10249677.153499998000
FS( 16 ),2011982.015500000000,2043939.536000000100,2225910.777500000300,2000000.000000000000,1996955.437499999800,10278787.766500000000
FS( 17 ),2015605.908499999900,2059868.736000000000,2248599.931750000500,2000000.000000000000,1996955.437499999800,10321030.013750000000
FS( 18 ),2023759.667750000000,2046806.791999999900,2276037.978749999800,2000000.000000000000,1992724.243749999400,10339328.682250001000
FS( 19 ),2042785.105999999900,2030877.591999999900,2285008.109499999800,2000000.000000000000,1992724.243749999400,10351395.051250000000
FS( 20 ),2062716.517500000100,2017497.064000000000,2193723.837749999500,2000000.000000000000,2005417.824999999700,10279355.244250000000
FS( 21 ),2074494.169749999900,2020364.320000000100,2243851.038999999900,2000000.000000000000,2005417.824999999700,10344127.353750000000
FS( 22 ),2050938.865250000000,2012399.720000000000,2193723.837749999500,2000000.000000000000,1992724.243749999400,10249786.666749999000
FS( 23 ),2050938.865250000000,1991054.591999999900,2143596.636500000000,2000000.000000000000,1996955.437499999800,10182545.531250000000
FS( 24 ),2058186.651250000300,1993603.264000000000,2143596.636500000000,2000000.000000000000,2003426.674999999600,10198813.226749999000
FS( 25 ),2034631.346750000000,1948682.919999999900,2059171.876499999500,2000000.000000000000,1973559.424999999600,10016045.568249999000
FS( 26 ),2027383.560750000400,1938169.648000000000,2090831.161499999700,2000000.000000000000,1975550.574999999700,10031934.945249999000
FS( 27 ),2042785.105999999900,1948682.919999999900,2104550.184999999600,2000000.000000000000,2014129.106249999500,10110147.317249998000
FS( 28 ),2027383.560750000400,1938169.648000000000,2100328.947000000200,2000000.000000000000,2018360.299999999600,10084242.455750000000
FS( 29 ),2039161.213000000200,1932753.720000000000,2143596.636500000000,2000000.000000000000,2033293.924999999600,10148805.494500000000
FS( 30 ),2054562.758250000000,1948682.919999999900,2141486.017499999600,2000000.000000000000,2020351.449999999500,10165083.145749999000
