代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11891152.963500001000
真實報酬,1891152.963500000500

夏普值報酬,0.180415296350
夏普值風險,0.070929831444
夏普值,2.543574299804

預期報酬,21394.403695870402
風險,209096.642087010930
起點值,0.102318255723
找到最佳解世代,3970
找到最佳解實驗#,10
找到最佳解次數,3

投資組合檔數,5
2002(7),2317(16),2884(33),2887(36),3008(41),
Stock#,2002(7),2317(16),2884(33),2887(36),3008(41),
張數,89,34,173,199,1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,20493.216750000000,37106.857499999998,4200.031999999999,1185.742750000233,600808.989999999990,
FS( 1 ),1997183.216749999900,1997206.857499999900,1997160.031999999900,1997155.742750000000,1998008.990000000000,9986714.838999999700
FS( 2 ),1996410.919249999800,1988533.414999999800,1988341.183999999900,1982379.992750000200,2034128.361749999900,9989793.872749999200
FS( 3 ),1996410.919249999800,1988533.414999999800,1988341.183999999900,1988323.575500000000,2020031.019750000000,9981640.113499999000
FS( 4 ),1996410.919249999800,1990902.883500000000,1988341.183999999900,1982379.992750000200,2005933.677749999800,9963968.657249998300
FS( 5 ),1988436.363499999700,1993272.352000000000,1998675.252499999900,2018041.489250000300,2099915.957750000100,10098341.415000001000
FS( 6 ),1996410.919249999800,1995303.325000000000,2053790.284500000100,2018041.489250000300,2142207.983749999700,10205754.001750000000
FS( 7 ),2003499.413250000000,2002073.234999999600,2069291.387249999900,2039834.626000000200,2128110.641750000000,10242809.303250000000
FS( 8 ),1996410.919249999800,1986163.946500000100,2058957.318749999600,2031909.849000000200,2137508.869749999600,10210950.903250000000
FS( 9 ),1991980.610500000000,1997672.793499999900,2058957.318749999600,2025966.266250000300,2052924.817749999900,10127501.806750000000
FS( 10 ),2011473.968999999800,2011212.613500000000,2069291.387249999900,2010116.712250000300,2090517.729749999900,10192612.411750000000
FS( 11 ),1991980.610500000000,2017982.523499999900,2074458.421499999900,2004173.129500000000,2104615.071750000100,10193209.756749999000
FS( 12 ),1991980.610500000000,2027121.901999999800,2074458.421499999900,1996248.352500000300,2104615.071750000100,10194424.358250000000
FS( 13 ),1996410.919249999800,2029491.370500000000,2102015.937500000000,2004173.129500000000,2104615.071750000100,10236706.428500000000
FS( 14 ),1981347.869500000000,2027121.901999999800,2091681.868999999700,1988323.575500000000,2114013.299750000200,10202488.515750000000
FS( 15 ),1976917.560749999700,2024752.433500000000,2079625.455750000000,1988323.575500000000,2212704.649500000300,10282323.675000001000
FS( 16 ),1981347.869500000000,2043031.190499999800,2084792.490000000000,1982379.992750000200,2189209.079500000000,10280760.622250000000
FS( 17 ),1991980.610500000000,2043031.190499999800,2069291.387249999900,1968511.633000000100,2250297.561499999800,10323112.382750001000
FS( 18 ),1961854.510999999900,2006812.172000000000,2052067.939750000100,1982379.992750000200,2363086.253250000100,10366200.868750000000
FS( 19 ),1950335.708249999900,1993272.352000000000,2062402.008250000000,1996248.352500000300,2471165.875250000000,10473424.296250001000
FS( 20 ),1946791.461249999900,2024752.433500000000,2079625.455750000000,2004173.129500000000,2424174.735249999900,10479517.215250000000
FS( 21 ),1961854.510999999900,1997672.793499999900,2040011.526500000200,1974455.215750000400,2372484.481250000200,10346478.528000001000
FS( 22 ),1965398.757999999900,2047431.632000000000,2069291.387249999900,1996248.352500000300,2442971.191250000100,10521341.320999999000
FS( 23 ),1953879.955249999900,2045062.163500000000,2069291.387249999900,2004173.129500000000,2461767.647250000400,10534174.282749999000
FS( 24 ),1961854.510999999900,2051832.073499999900,2079625.455750000000,2031909.849000000200,2480564.103249999700,10605785.992500000000
FS( 25 ),1950335.708249999900,2047431.632000000000,2057234.973999999700,2031909.849000000200,2438272.077250000100,10525184.240499999000
FS( 26 ),1950335.708249999900,2054201.542000000100,2074458.421499999900,2039834.626000000200,2419475.621249999900,10538305.919000000000
FS( 27 ),1965398.757999999900,2060971.451999999800,2074458.421499999900,2025966.266250000300,2414776.507249999800,10541571.405000001000
FS( 28 ),1961854.510999999900,2022382.964999999900,2062402.008250000000,2031909.849000000200,2424174.735249999900,10502724.068500001000
FS( 29 ),1973373.313750000000,2027121.901999999800,2057234.973999999700,2047759.403000000200,2391280.937250000000,10496770.529999999000
FS( 30 ),1965398.757999999900,2033891.811999999900,2079625.455750000000,2039834.626000000200,2386581.823250000400,10505332.475000001000
FS( 31 ),1953879.955249999900,2043031.190499999800,2107182.971750000000,2075496.122500000300,2414776.507249999800,10594366.747250000000
FS( 32 ),1946791.461249999900,2047431.632000000000,2129573.453500000300,2083420.899500000100,2400679.165249999600,10607896.611499999000
FS( 33 ),1942361.152499999900,2070110.830499999900,2141629.866750000000,2083420.899500000100,2461767.647250000400,10699290.396500001000
FS( 34 ),1927298.102749999800,2088051.091999999900,2141629.866750000000,2067571.345500000500,2442971.191250000100,10667521.598250002000
FS( 35 ),1927298.102749999800,2074511.272000000100,2102015.937500000000,2061627.762750000200,2433572.963250000000,10599026.038249999000
FS( 36 ),1946791.461249999900,2119869.668999999800,2124406.419249999800,2067571.345500000500,2466466.761250000000,10725105.656250000000
FS( 37 ),1953879.955249999900,2142548.867500000200,2134740.487749999900,2083420.899500000100,2555759.883000000400,10870350.093000000000
FS( 38 ),1938816.905499999900,2131040.020500000100,2134740.487749999900,2083420.899500000100,2508768.742999999800,10796787.056250000000
FS( 39 ),1935272.658499999900,2138148.426000000000,2134740.487749999900,2089364.482250000400,2466466.761250000000,10763992.815749999000
FS( 40 ),1946791.461249999900,2151688.245999999800,2174354.416999999900,2111157.619000000400,2494661.445249999900,10878653.188500002000
FS( 41 ),1935272.658499999900,2153719.219000000000,2169187.382749999900,2119082.396000000200,2466466.761250000000,10843728.417500000000
FS( 42 ),1904260.497250000000,2129009.047499999900,2213968.346249999900,2146819.115500000300,2442971.191250000100,10837028.197750000000
FS( 43 ),1935272.658499999900,2142548.867500000200,2179521.451250000400,2140875.532750000700,2424174.735249999900,10822393.245250002000
FS( 44 ),1919323.546999999800,2144918.336000000100,2151963.935250000100,2119082.396000000200,2461767.647250000400,10797055.861500001000
FS( 45 ),1923753.855750000100,2140179.399000000200,2179521.451250000400,2132950.755750000000,2466466.761250000000,10842872.223000001000
FS( 46 ),1927298.102749999800,2146949.308999999900,2169187.382749999900,2127007.173000000000,2522866.085000000000,10893308.052499998000
FS( 47 ),1919323.546999999800,2153719.219000000000,2169187.382749999900,2140875.532750000700,2513467.856999999800,10896573.538500000000
FS( 48 ),1927298.102749999800,2167259.038999999900,2179521.451250000400,2154743.892499999600,2541662.541000000200,10970485.026500002000
FS( 49 ),1927298.102749999800,2160489.128999999700,2179521.451250000400,2176537.029250000100,2555759.883000000400,10999605.595249999000
FS( 50 ),1923753.855750000100,2151688.245999999800,2169187.382749999900,2176537.029250000100,2536963.427000000100,10958129.940749999000
FS( 51 ),1935272.658499999900,2146949.308999999900,2157130.969500000100,2198330.166000000200,2527565.199000000000,10965248.302000001000
FS( 52 ),1923753.855750000100,2135778.957500000000,2157130.969500000100,2206254.943000000900,2513467.856999999800,10936386.582750000000
FS( 53 ),1923753.855750000100,2165228.065999999600,2169187.382749999900,2233991.662500000100,2560458.997000000000,11052619.964000000000
FS( 54 ),1958310.264000000000,2167259.038999999900,2169187.382749999900,2226066.885500000300,2527565.199000000000,11048388.770250000000
FS( 55 ),1973373.313750000000,2162858.597499999700,2174354.416999999900,2220123.302749999800,2659140.390999999800,11189850.022000000000
FS( 56 ),1973373.313750000000,2171997.975999999800,2146796.901000000100,2220123.302749999800,2654441.277000000200,11166732.770499999000
FS( 57 ),1961854.510999999900,2246805.481499999800,2134740.487749999900,2206254.943000000900,2720238.828750000300,11269894.252000000000
FS( 58 ),1965398.757999999900,2260345.301500000500,2146796.901000000100,2198330.166000000200,2677946.802749999800,11248817.929249998000
FS( 59 ),1942361.152499999900,2221756.814499999900,2129573.453500000300,2212198.525750000000,2687345.030749999900,11193234.976999998000
FS( 60 ),1953879.955249999900,2267115.211500000200,2141629.866750000000,2220123.302749999800,2701442.372750000100,11284190.708999999000
FS( 61 ),1938816.905499999900,2269146.184500000000,2141629.866750000000,2206254.943000000900,2710840.600750000200,11266688.500500001000
FS( 62 ),1942361.152499999900,2300964.761500000000,2141629.866750000000,2206254.943000000900,2837726.634499999700,11428937.358250000000
FS( 63 ),1946791.461249999900,2346323.158499999900,2141629.866750000000,2220123.302749999800,2786026.424750000200,11440894.214000000000
FS( 64 ),1946791.461249999900,2369002.357000000300,2129573.453500000300,2220123.302749999800,2790725.538749999400,11456216.113250002000
FS( 65 ),1942361.152499999900,2391681.555499999800,2129573.453500000300,2206254.943000000900,2851823.976499999900,11521695.081000000000
FS( 66 ),1935272.658499999900,2369002.357000000300,2114072.350750000200,2206254.943000000900,2828328.406500000500,11452930.715750001000
FS( 67 ),1942361.152499999900,2380172.708500000200,2134740.487749999900,2212198.525750000000,2880018.660500000200,11549491.535000000000
FS( 68 ),1950335.708249999900,2402851.907000000100,2134740.487749999900,2220123.302749999800,2894116.002500000400,11602167.408250000000
FS( 69 ),1946791.461249999900,2414022.258500000000,2129573.453500000300,2263709.576249999900,2823619.336749999800,11577716.086250000000
FS( 70 ),1942361.152499999900,2493568.700999999400,2157130.969500000100,2299371.072749999800,2931708.914500000000,11824140.810249999000
FS( 71 ),1935272.658499999900,2504739.052500000700,2157130.969500000100,2247860.022250000400,2945806.256500000100,11790808.959250001000
FS( 72 ),1930842.349749999800,2527418.250999999200,2213968.346249999900,2263709.576249999900,3006904.694249999700,11942843.217499997000
FS( 73 ),1930842.349749999800,2550097.449500000100,2224302.414750000500,2299371.072749999800,3016302.922249999800,12020916.208999999000
FS( 74 ),1935272.658499999900,2470889.502500000400,2213968.346249999900,2291446.295750000500,3077391.404249999700,11988968.207249999000
FS( 75 ),1942361.152499999900,2448210.304000000000,2231191.793750000200,2291446.295750000500,2978700.054500000600,11891909.600500001000
FS( 76 ),1935272.658499999900,2470889.502500000400,2231191.793750000200,2285502.713000000000,2837726.634499999700,11760583.302250002000
FS( 77 ),1965398.757999999900,2538588.602500000500,2224302.414750000500,2305314.655500000800,2959903.598499999400,11993508.029250000000
