代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12113559.185249999000
真實報酬,2113559.185249999200

夏普值報酬,0.202655918525
夏普值風險,0.056895027766
夏普值,3.561926700466

預期報酬,17667.534102821191
風險,141802.214786282190
起點值,0.124592793769
找到最佳解世代,2984
找到最佳解實驗#,1
找到最佳解次數,40

投資組合檔數,7
1216(2),2354(18),2474(26),2881(30),2891(38),3008(41),9904(48),
FS( 19 ),1486063.591999999900,1423631.507499999600,1570682.753500000300,1439524.120000000100,1413760.401249999600,1428571.000000000000,1561069.890249999900,10323306.264500000000
FS( 20 ),1446877.759999999800,1422018.675999999700,1578866.379999999900,1417541.824000000000,1402649.784249999600,1428571.000000000000,1588826.521249999800,10285354.945499999000
FS( 21 ),1458028.200000000000,1410908.058999999400,1578866.379999999900,1417541.824000000000,1416538.055499999600,1428571.000000000000,1564743.561999999700,10275200.080499999000
FS( 22 ),1463444.128000000000,1391912.487999999700,1630715.926000000200,1417541.824000000000,1410056.862249999800,1428571.000000000000,1601480.279499999500,10343725.507749999000
FS( 23 ),1497214.031999999900,1385640.365499999600,1638899.552500000200,1450674.560000000100,1431352.211499999700,1428571.000000000000,1671280.042749999800,10503634.764249999000
FS( 24 ),1508364.471999999800,1396750.982499999700,1614348.673000000200,1456090.487999999900,1445240.482749999700,1428571.000000000000,1645564.340499999500,10494933.438749997000
FS( 25 ),1522382.167999999800,1374529.748499999500,1581614.167000000400,1447807.304000000200,1448018.136999999900,1428571.000000000000,1608827.622999999700,10411753.147500001000
FS( 26 ),1524930.839999999900,1352308.514499999600,1589797.793500000100,1445258.632000000200,1434129.865749999600,1428571.000000000000,1581479.177749999800,10356478.823500000000
FS( 27 ),1516647.656000000000,1355534.177499999500,1608912.833500000400,1486355.968000000100,1431352.211499999700,1428571.000000000000,1605153.951249999900,10432530.797750000000
FS( 28 ),1524930.839999999900,1328653.652499999600,1608912.833500000400,1483807.296000000100,1434129.865749999600,1428571.000000000000,1623522.309999999600,10432530.797750000000
FS( 29 ),1524930.839999999900,1336538.606499999500,1630715.926000000200,1489223.224000000200,1431352.211499999700,1428571.000000000000,1671280.042749999800,10512614.850749999000
FS( 30 ),1524930.839999999900,1334925.774999999700,1655266.805500000200,1505789.592000000200,1431352.211499999700,1428571.000000000000,1663932.699249999600,10544771.923249999000
FS( 31 ),1533532.608000000000,1330266.483999999500,1660762.379500000500,1560904.624000000100,1451721.675999999500,1428571.000000000000,1685974.729749999700,10651736.501249999000
FS( 32 ),1527798.095999999900,1336538.606499999500,1649830.966000000500,1560904.624000000100,1459128.753999999700,1428571.000000000000,1708016.760249999600,10670791.806750001000
FS( 33 ),1511231.727999999900,1341377.100999999800,1625280.086500000700,1574603.736000000000,1459128.753999999700,1428571.000000000000,1663932.699249999600,10604128.104749998000
FS( 34 ),1499762.703999999900,1312704.540999999500,1636151.765500000700,1572055.064000000000,1441536.943749999900,1428571.000000000000,1663932.699249999600,10554717.717499999000
FS( 35 ),1491479.520000000000,1303206.755499999700,1625280.086500000700,1552621.440000000200,1441536.943749999900,1428571.000000000000,1630869.653499999500,10473568.399249999000
FS( 36 ),1522382.167999999800,1315930.203999999700,1606165.046500000200,1547205.512000000100,1441536.943749999900,1428571.000000000000,1705975.831499999900,10567769.705749998000
FS( 37 ),1497214.031999999900,1338151.437999999600,1636151.765500000700,1530639.144000000100,1427648.672499999600,1428571.000000000000,1676586.457500000000,10534965.509500001000
FS( 38 ),1491479.520000000000,1352308.514499999600,1685313.259000000300,1558037.368000000000,1437833.404749999800,1428571.000000000000,1713323.174999999800,10666869.241250001000
FS( 39 ),1499762.703999999900,1338151.437999999600,1679817.685000000500,1547205.512000000100,1431352.211499999700,1428571.000000000000,1691281.144499999900,10616144.695000000000
FS( 40 ),1488612.263999999700,1323815.157999999600,1679817.685000000500,1591170.104000000300,1427648.672499999600,1428571.000000000000,1740671.620249999900,10680309.503749998000
FS( 41 ),1488612.263999999700,1328653.652499999600,1690749.098500000300,1652019.648000000000,1423945.133499999800,1428571.000000000000,1742712.548999999600,10755266.345500000000
FS( 42 ),1491479.520000000000,1333312.943499999800,1663450.432000000300,1643736.463999999900,1455425.214999999400,1428571.000000000000,1759039.978999999600,10775018.553499999000
FS( 43 ),1477461.824000000000,1323815.157999999600,1636151.765500000700,1596904.616000000200,1445240.482749999700,1428571.000000000000,1748018.963749999900,10656166.810000001000
FS( 44 ),1463444.128000000000,1315930.203999999700,1627968.139000000200,1591170.104000000300,1431352.211499999700,1428571.000000000000,1761080.907749999800,10619519.694249999000
FS( 45 ),1460895.455999999800,1328653.652499999600,1627968.139000000200,1588621.432000000000,1441536.943749999900,1428571.000000000000,1705975.831499999900,10582225.454750000000
FS( 46 ),1469178.639999999900,1330266.483999999500,1663450.432000000300,1629718.767999999900,1451721.675999999500,1428571.000000000000,1733324.276750000000,10706234.276750000000
FS( 47 ),1474913.151999999800,1346036.392000000000,1712611.925500000100,1629718.767999999900,1455425.214999999400,1428571.000000000000,1748018.963749999900,10795298.416249998000
FS( 48 ),1474913.151999999800,1387253.196999999700,1827182.696500000300,1621435.584000000000,1455425.214999999400,1428571.000000000000,1869250.131499999900,11064033.976000000000
FS( 49 ),1488612.263999999700,1391912.487999999700,1941813.202000000000,1602320.544000000000,1459128.753999999700,1428571.000000000000,1742712.548999999600,11055073.800999999000
FS( 50 ),1488612.263999999700,1380981.074499999600,1925445.949000000500,1616019.656000000000,1445240.482749999700,1428571.000000000000,1724344.190249999800,11009217.616500000000
FS( 51 ),1483196.335999999900,1368257.625999999700,1906330.909000000200,1594037.360000000100,1445240.482749999700,1428571.000000000000,1661891.770500000100,10887528.484250000000
FS( 52 ),1511231.727999999900,1384027.533999999500,1895399.495500000200,1607736.472000000100,1441536.943749999900,1428571.000000000000,1680260.129249999800,10948766.302499998000
FS( 53 ),1494346.776000000100,1363419.131499999700,1840861.897000000600,1558037.368000000000,1427648.672499999600,1428571.000000000000,1683933.801000000000,10796821.645999998000
FS( 54 ),1494346.776000000100,1384027.533999999500,1865412.776500000200,1569187.808000000200,1441536.943749999900,1428571.000000000000,1728017.861999999700,10911103.700250000000
FS( 55 ),1499762.703999999900,1391912.487999999700,1849045.523500000400,1580338.248000000100,1451721.675999999500,1428571.000000000000,1608827.622999999700,10810182.262499999000
FS( 56 ),1477461.824000000000,1399976.645499999600,1898147.282500000200,1560904.624000000100,1441536.943749999900,1428571.000000000000,1656585.355749999900,10863186.675500000000
FS( 57 ),1502629.959999999700,1425244.338999999700,1898147.282500000200,1610603.728000000100,1451721.675999999500,1428571.000000000000,1713323.174999999800,11030244.160499997000
FS( 58 ),1511231.727999999900,1458576.189999999500,2026397.254000000400,1607736.472000000100,1455425.214999999400,1428571.000000000000,1694954.816249999700,11182895.675249999000
FS( 59 ),1502629.959999999700,1452124.863999999800,1969111.868500000100,1588621.432000000000,1448018.136999999900,1428571.000000000000,1660259.027499999600,11049339.289000001000
FS( 60 ),1511231.727999999900,1447465.572999999900,1947249.041500000500,1607736.472000000100,1465609.947249999700,1428571.000000000000,1634543.325250000000,11042410.086999999000
FS( 61 ),1519514.912000000000,1455350.526999999500,1969111.868500000100,1621435.584000000000,1475794.679499999900,1428571.000000000000,1634543.325250000000,11104324.896249998000
FS( 62 ),1513780.399999999900,1439580.618999999500,1949996.828500000300,1613152.400000000100,1497090.028749999600,1428571.000000000000,1693322.073249999700,11135496.349500000000
FS( 63 ),1474913.151999999800,1442627.078499999400,1977295.495000000100,1604869.216000000200,1521163.032249999500,1428571.000000000000,1660259.027499999600,11109701.001249999000
FS( 64 ),1455160.943999999900,1426857.170499999800,1963616.294500000300,1577470.992000000100,1538754.842499999600,1428571.000000000000,1623522.309999999600,11013956.553500000000
FS( 65 ),1474913.151999999800,1452124.863999999800,1969111.868500000100,1602320.544000000000,1570234.923999999600,1428571.000000000000,1643523.411749999700,11140802.764249999000
FS( 66 ),1455160.943999999900,1447465.572999999900,1979983.547500000600,1596904.616000000200,1560050.191749999800,1428571.000000000000,1612501.294749999900,11080640.166999999000
FS( 67 ),1446877.759999999800,1439580.618999999500,1974547.708000000100,1616019.656000000000,1566531.384999999500,1428571.000000000000,1579438.248999999800,11051569.376999998000
FS( 68 ),1452293.688000000100,1441014.246999999700,1996350.800500000100,1610603.728000000100,1570234.923999999600,1428571.000000000000,1531680.516249999600,11030751.903749999000
FS( 69 ),1444010.504000000000,1452124.863999999800,2127348.558999999900,1621435.584000000000,1573938.462999999500,1428571.000000000000,1568417.233749999700,11215849.207750000000
FS( 70 ),1452293.688000000100,1453737.695499999700,2105545.466500000600,1731665.648000000000,1674859.900749999800,1428571.000000000000,1610868.551750000100,11457544.950500000000
FS( 71 ),1455160.943999999900,1458576.189999999500,2113729.093000000300,1717966.536000000100,1688748.171999999600,1428571.000000000000,1627195.981749999800,11489950.916750001000
FS( 72 ),1466311.384000000100,1485456.714999999600,2132844.132999999900,1786780.679999999900,1710043.521249999800,1428571.000000000000,1627195.981749999800,11637206.414999999000
FS( 73 ),1460895.455999999800,1487069.546499999500,2110981.305999999900,1836479.784000000000,1720228.253499999600,1428571.000000000000,1612501.294749999900,11656729.640749998000
FS( 74 ),1460895.455999999800,1445852.741499999800,1969111.868500000100,1841895.712000000100,1685044.632999999900,1428571.000000000000,1581479.177749999800,11412853.588750001000
FS( 75 ),1441143.247999999900,1447465.572999999900,2023649.467000000400,1853046.152000000000,1667452.822749999800,1428571.000000000000,1581479.177749999800,11442810.440499999000
FS( 76 ),1441143.247999999900,1439580.618999999500,1969111.868500000100,1911028.440000000200,1674859.900749999800,1428571.000000000000,1590459.264250000000,11454757.340500001000
FS( 77 ),1441143.247999999900,1441014.246999999700,1985479.121500000100,1891594.816000000100,1671156.361749999700,1428571.000000000000,1572090.905499999600,11431052.699749999000
FS( 78 ),1438594.576000000100,1442627.078499999400,1969111.868500000100,1858462.080000000100,1653564.551499999400,1428571.000000000000,1579438.248999999800,11370372.403499998000
FS( 79 ),1429992.808000000000,1461622.649499999600,1925445.949000000500,1806214.304000000200,1594307.927499999800,1428571.000000000000,1623522.309999999600,11269679.947999999000
FS( 80 ),1432860.063999999800,1466461.143999999600,1909078.696000000500,1861329.336000000100,1594307.927499999800,1428571.000000000000,1621481.381249999900,11314092.548750000000
FS( 81 ),1432860.063999999800,1504452.285999999600,1979983.547500000600,1844762.968000000100,1584123.195249999400,1428571.000000000000,1650870.755249999700,11425626.816000000000
FS( 82 ),1491479.520000000000,1493341.668999999500,1958180.455000000100,1850178.896000000200,1619306.815749999600,1428571.000000000000,1729650.604999999500,11570711.960749999000
FS( 83 ),1516647.656000000000,1548715.550499999700,1988167.174000000600,1861329.336000000100,1598011.466499999900,1428571.000000000000,1733324.276750000000,11674769.459750000000
FS( 84 ),1552966.231999999800,1548715.550499999700,1952744.615500000500,1770532.896000000200,1556346.652749999900,1428571.000000000000,1720670.518500000000,11530550.465250000000
FS( 85 ),1547550.304000000000,1528286.351499999900,1928134.001500000200,1786780.679999999900,1556346.652749999900,1428571.000000000000,1705975.831499999900,11481647.821249999000
FS( 86 ),1572399.855999999900,1593158.018499999800,1914514.535500000200,1764798.384000000100,1563753.730749999900,1428571.000000000000,1781082.009499999900,11618280.534250000000
FS( 87 ),1555833.488000000100,1635987.654999999800,1990914.961000000400,1822780.672000000000,1601715.005499999700,1428571.000000000000,1766387.322499999800,11802193.104000000000
FS( 88 ),1561249.416000000000,1623264.206499999600,1969111.868500000100,1806214.304000000200,1608196.198749999500,1428571.000000000000,1733324.276750000000,11729934.270499999000
FS( 89 ),1547550.304000000000,1621651.374999999800,1936317.628000000500,1748232.016000000100,1570234.923999999600,1428571.000000000000,1693322.073249999700,11545882.320249999000
FS( 90 ),1547550.304000000000,1661255.348499999600,1985479.121500000100,1762249.712000000100,1598011.466499999900,1428571.000000000000,1713323.174999999800,11696443.127500001000
FS( 91 ),1544683.048000000000,1756233.203499999400,2031833.093500000000,1773081.568000000000,1598011.466499999900,1428571.000000000000,1724344.190249999800,11856760.569749998000
FS( 92 ),1538948.535999999800,1740463.295499999800,2045512.294000000200,1778497.496000000300,1598011.466499999900,1428571.000000000000,1722303.261499999800,11852310.349499999000
FS( 93 ),1550098.976000000000,1764118.157499999700,2037328.667500000000,1814497.487999999900,1671156.361749999700,1428571.000000000000,1720670.518500000000,11986444.169249998000
FS( 94 ),1566983.927999999800,1772182.314999999500,2045512.294000000200,1795063.864000000100,1643379.819249999500,1428571.000000000000,1661891.770500000100,11913587.990750000000
FS( 95 ),1564116.671999999800,1772182.314999999500,2023649.467000000400,1773081.568000000000,1625788.008999999800,1428571.000000000000,1616174.966499999600,11803566.997499999000
FS( 96 ),1541815.791999999900,1748348.249499999700,2007282.214000000200,1759382.456000000000,1622084.469999999700,1428571.000000000000,1605153.951249999900,11712641.132749999000
FS( 97 ),1566983.927999999800,1803722.130999999800,1974547.708000000100,1770532.896000000200,1619306.815749999600,1428571.000000000000,1616174.966499999600,11779842.445249997000
FS( 98 ),1547550.304000000000,1851390.261999999600,2001846.374500000400,1753966.528000000200,1643379.819249999500,1428571.000000000000,1616174.966499999600,11842882.254249999000
FS( 99 ),1536081.280000000000,1716629.229999999700,1919950.375000000700,1726249.720000000200,1615603.276750000000,1428571.000000000000,1557396.218500000000,11500484.100250000000
FS( 100 ),1522382.167999999800,1764118.157499999700,1947249.041500000500,1759382.456000000000,1636898.625999999500,1428571.000000000000,1590459.264250000000,11649063.713250000000
FS( 101 ),1524930.839999999900,1787952.222999999800,1947249.041500000500,1789647.936000000000,1650786.897249999700,1428571.000000000000,1533721.445000000100,11662862.382750001000
FS( 102 ),1483196.335999999900,1708744.275999999800,1958180.455000000100,1751099.272000000100,1629491.547999999700,1428571.000000000000,1515353.086249999700,11474638.973250000000
FS( 103 ),1533532.608000000000,1732578.341499999600,2048200.346500000200,1756515.200000000200,1674859.900749999800,1428571.000000000000,1561069.890249999900,11735330.286999999000
FS( 104 ),1511231.727999999900,1716629.229999999700,2040016.720000000200,1756515.200000000200,1653564.551499999400,1428571.000000000000,1542701.531500000000,11649232.960999999000
FS( 105 ),1494346.776000000100,1708744.275999999800,2023649.467000000400,1767665.640000000100,1660971.629499999800,1428571.000000000000,1546375.203249999800,11630326.991750000000
FS( 106 ),1505497.216000000000,1740463.295499999800,2034580.880500000200,1784232.008000000100,1671156.361749999700,1428571.000000000000,1575764.577250000100,11740268.339000000000
FS( 107 ),1524930.839999999900,1692974.367999999800,2018213.627500000400,1762249.712000000100,1664675.168499999700,1428571.000000000000,1544742.460249999500,11636360.176250000000
FS( 108 ),1502629.959999999700,1716629.229999999700,2018213.627500000400,1734532.904000000100,1667452.822749999800,1428571.000000000000,1566784.490749999900,11634817.035000000000
FS( 109 ),1491479.520000000000,1756233.203499999400,1999098.587500000600,1737400.160000000100,1678563.439750000100,1428571.000000000000,1577805.505999999800,11669154.416749999000
FS( 110 ),1499762.703999999900,1795837.176999999700,2012777.788000000200,1784232.008000000100,1695229.365249999800,1428571.000000000000,1667606.371000000000,11884019.413249999000
FS( 111 ),1491479.520000000000,1787952.222999999800,2116417.145500000100,1817364.744000000200,1695229.365249999800,1428571.000000000000,1616174.966499999600,11953191.964249998000
FS( 112 ),1505497.216000000000,1795837.176999999700,2124660.506500000100,1809081.560000000100,1674859.900749999800,1428571.000000000000,1616174.966499999600,11954685.326749999000
FS( 113 ),1544683.048000000000,1803722.130999999800,2132844.132999999900,1814497.487999999900,1692451.710999999700,1428571.000000000000,1605153.951249999900,12021926.462249998000
FS( 114 ),1538948.535999999800,1811786.288499999800,2154647.225500000200,1809081.560000000100,1698932.904249999700,1428571.000000000000,1616174.966499999600,12058145.480749998000
FS( 115 ),1533532.608000000000,1780067.268999999600,2119164.932499999600,1759382.456000000000,1671156.361749999700,1428571.000000000000,1592500.192999999700,11884377.820249999000
FS( 116 ),1564116.671999999800,1835441.150499999800,2165578.639000000400,1808444.392000000200,1695229.365249999800,1428571.000000000000,1616174.966499999600,12113559.185249999000
