代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12443140.886249999000
真實報酬,2443140.886249998600

夏普值報酬,0.235614088625
夏普值風險,0.065146628046
夏普值,3.616673582224

預期報酬,20367.557165952694
風險,161388.486393926370
起點值,0.126202045890
找到最佳解世代,3307
找到最佳解實驗#,1
找到最佳解次數,26

投資組合檔數,6
1326(5),2002(8),2317(16),2354(19),2408(23),2882(31),
Stock#,1326(5),2002(8),2317(16),2354(19),2408(23),2882(31),
張數,22,85,24,24,47,49,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,33922.651500000000,5101.639999999999,8065.857999999767,12151.672000000000,18380.535499999998,15466.388750000000,
FS( 1 ),1664342.651499999900,1664301.639999999900,1664305.858000000000,1664311.672000000000,1664320.535500000000,1664316.388749999900,9985902.745749998800
FS( 2 ),1657128.042999999800,1681500.603749999800,1668923.895999999900,1657000.864000000100,1665927.735750000200,1661898.544999999900,9992383.687500000000
FS( 3 ),1655156.804499999600,1673038.216250000100,1662950.446000000000,1639558.389999999900,1665927.735750000200,1654581.068749999900,9951216.661249999000
FS( 4 ),1638729.816999999600,1645112.337499999900,1633083.196000000000,1613036.272000000100,1638320.440999999900,1612627.538250000000,9780913.601749997600
FS( 5 ),1638729.816999999600,1656959.679999999700,1645030.096000000100,1621876.978000000100,1638320.440999999900,1612627.538250000000,9813548.550249999400
FS( 6 ),1667422.288499999800,1681500.603749999800,1652915.049999999800,1637169.010000000200,1663588.134499999700,1615066.696999999900,9917665.783749999500
FS( 7 ),1729406.787999999900,1681500.603749999800,1668923.895999999900,1667992.011999999600,1670139.017999999900,1626774.659000000000,10044740.976749998000
FS( 8 ),1729406.787999999900,1728889.973749999900,1672985.841999999900,1689974.308000000000,1701489.674750000000,1659459.386250000200,10182209.972750001000
FS( 9 ),1729406.787999999900,1821129.997500000100,1672985.841999999900,1689974.308000000000,1709912.239250000100,1685314.468999999600,10308727.643750001000
FS( 10 ),1733568.291499999600,1821129.997500000100,1692817.696000000000,1711956.604000000300,1720674.405000000300,1724828.840750000000,10404979.834749999000
FS( 11 ),1743862.536999999800,1821129.997500000100,1722684.946000000000,1731549.520000000000,1705700.957000000200,1745805.605999999900,10470737.563500000000
FS( 12 ),1752185.544000000000,1821129.997500000100,1726746.892000000000,1729399.078000000200,1716463.122749999900,1762391.885499999900,10508320.519749999000
FS( 13 ),1754156.782500000000,1793204.118749999900,1722684.946000000000,1711956.604000000300,1705700.957000000200,1741415.120250000200,10429122.528500000000
FS( 14 ),1760289.524499999800,1832977.340000000100,1750640.692000000000,1736089.342000000200,1783375.718500000000,1748244.764750000300,10611621.381750001000
FS( 15 ),1758318.286000000300,1828746.146250000000,1754702.637999999600,1731549.520000000000,1771677.712249999900,1734097.643999999600,10579095.946500000000
FS( 16 ),1762479.789500000000,1832977.340000000100,1754702.637999999600,1714107.045999999900,1774017.313499999900,1720438.355000000200,10558726.481999999000
FS( 17 ),1762479.789500000000,1837208.533749999700,1758525.645999999900,1722708.814000000000,1819405.577750000200,1717999.196249999800,10618331.557249999000
FS( 18 ),1766641.292999999800,1841439.727499999800,1782658.383999999800,1727248.636000000200,1792266.203249999800,1708730.392999999900,10618988.636749998000
FS( 19 ),1776935.538499999800,1841439.727499999800,1782658.383999999800,1740390.226000000000,1728629.049249999900,1717999.196249999800,10588056.121499998000
FS( 20 ),1748024.040500000100,1808436.416249999800,1760676.087999999500,1707416.782000000400,1733308.251750000100,1694583.272250000200,10452448.850750001000
FS( 21 ),1754156.782500000000,1832977.340000000100,1778596.437999999600,1716257.487999999700,1742198.736500000300,1706291.234250000000,10530482.019250000000
FS( 22 ),1764451.027999999900,1861749.457500000000,1772622.987999999700,1714107.045999999900,1719738.564500000100,1697022.430999999900,10529695.514999999000
FS( 23 ),1764451.027999999900,1837208.533749999700,1752552.196000000000,1722708.814000000000,1696810.472249999900,1692144.113499999700,10465879.157499999000
