代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10687248.224749999000
真實報酬,687248.224749999120

夏普值報酬,0.060024822475
夏普值風險,0.019933402071
夏普值,3.011268335446

預期報酬,33816.051449335508
風險,68748.859547081680
起點值,0.491877998735
找到最佳解世代,3714
找到最佳解實驗#,4
找到最佳解次數,7

投資組合檔數,3
1303(4),2002(9),3673(47),
Stock#,1303(4),2002(9),3673(47),
張數,77,150,7,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,36892.256249999999,12106.987499999999,307056.692749999990,
FS( 1 ),3328642.256250000100,3328606.987499999800,3329026.692749999900,9986276.936499999800
FS( 2 ),3276513.217749999800,3307958.024999999900,3481377.890000000100,10065850.132750001000
FS( 3 ),3276513.217749999800,3333345.187499999500,3533366.816499999700,10143226.221749999000
FS( 4 ),3301810.778500000500,3319904.924999999800,3533366.816499999700,10155083.520000000000
FS( 5 ),3333241.081250000300,3319904.924999999800,3504096.911499999900,10157243.917749999000
FS( 6 ),3352405.899999999900,3294517.762499999700,3520334.739749999700,10167259.402249999000
FS( 7 ),3358538.642000000000,3307958.024999999900,3569117.914749999500,10235615.581749998000
FS( 8 ),3447463.401000000100,3319904.924999999800,3569117.914749999500,10336487.240750000000
FS( 9 ),3613047.434999999600,3339318.637499999700,3556085.838000000000,10508452.910499999000
FS( 10 ),3555552.978749999800,3345292.087499999900,3481377.890000000100,10382223.956250001000
FS( 11 ),3587749.874250000300,3345292.087499999900,3364367.960249999500,10297410.922000000000
FS( 12 ),3593882.616249999500,3327371.737499999800,3536572.568000000400,10457827.921750000000
FS( 13 ),3593882.616249999500,3339318.637499999700,3569117.914749999500,10502320.168499999000
FS( 14 ),3491925.780500000300,3339318.637499999700,3634069.227749999600,10465314.645749999000
FS( 15 ),3504957.857250000400,3339318.637499999700,3588561.494500000000,10432838.989250001000
FS( 16 ),3498825.115249999800,3313931.474999999600,3699020.540749999700,10511778.130999999000
FS( 17 ),3511090.599250000000,3313931.474999999600,3608074.764500000000,10433097.838749999000
FS( 18 ),3580850.539500000000,3339318.637499999700,3673026.077500000100,10593196.254500000000
FS( 19 ),3587749.874250000300,3458787.637499999300,3673026.077500000100,10719564.589250000000
FS( 20 ),3587749.874250000300,3446840.737499999800,3647031.614249999600,10681623.226000000000
FS( 21 ),3593882.616249999500,3452814.187500000000,3640550.420999999600,10687248.224749999000
