代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11574478.081499998000
真實報酬,1574478.081499997500

夏普值報酬,0.148747808150
夏普值風險,0.041738249313
夏普值,3.563824803362

預期報酬,68035.433255467724
風險,85134.622509141846
起點值,0.799151170820
找到最佳解世代,3674
找到最佳解實驗#,3
找到最佳解次數,36

投資組合檔數,4
2347(18),2353(19),2890(37),3045(41),
Stock#,2347(18),2353(19),2890(37),3045(41),
張數,70,40,436,68,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,11458.875000000000,40500.199999999997,2526.164000000000,22634.777999999998,
FS( 1 ),2496458.875000000000,2496500.200000000200,2496446.163999999900,2496474.777999999900,9985880.017000000900
FS( 2 ),2481978.237499999800,2548154.510000000200,2546180.466000000000,2461833.350999999800,10038146.564500000000
FS( 3 ),2522398.582500000000,2597136.800000000300,2559202.586999999800,2457094.413999999900,10135832.383499999000
FS( 4 ),2518217.167500000000,2659260.680000000200,2585246.829000000400,2495682.900999999600,10258407.577500001000
FS( 5 ),2550971.584999999500,2639747.409999999700,2667720.261999999600,2480789.098999999900,10339228.355999999000
FS( 6 ),2637387.495000000100,2679172.180000000200,2680742.382999999900,2500421.838000000000,10497723.896000000000
FS( 7 ),2682686.157500000200,2646517.320000000300,2667720.261999999600,2485528.035999999800,10482451.775500001000
FS( 8 ),2645750.325000000200,2708641.200000000200,2797941.472000000100,2490266.973000000700,10642599.970000001000
FS( 9 ),2608814.492499999700,2629791.659999999700,2906459.146999999900,2490266.973000000700,10635332.272500001000
FS( 10 ),2653416.252499999900,2564481.940000000400,2858711.369999999600,2500421.838000000000,10577031.400500000000
FS( 11 ),2674323.327500000600,2649703.159999999700,2858711.369999999600,2495682.900999999600,10678420.758499999000
FS( 12 ),2686170.670000000900,2662844.750000000000,2906459.146999999900,2524116.523000000500,10779591.090000002000
FS( 13 ),2702896.329999999100,2698685.450000000200,2932503.389000000000,2690656.308999999400,11024741.478000000000
FS( 14 ),2707077.745000000100,2662844.750000000000,2993273.286999999500,2671700.560999999800,11034896.342999998000
FS( 15 ),2768405.165000000500,2692313.770000000900,2941184.802999999800,2652744.813000000100,11054648.551000003000
FS( 16 ),2866668.417500000000,2666030.590000000800,3014976.821999999700,2633789.064999999900,11181464.894500000000
FS( 17 ),2817885.242499999700,2675986.340000000800,2954206.923999999600,2723828.867999999800,11171907.374499999000
FS( 18 ),2739832.162500000100,2659260.680000000200,2919481.268000000200,2738045.679000000000,11056619.789500000000
FS( 19 ),2735650.747500000100,2642933.250000000000,3001954.700999999900,2847718.220999999900,11228256.919500001000
FS( 20 ),2727287.917500000000,2557712.029999999800,3062724.598999999500,2861935.032000000100,11209659.578499999000
FS( 21 ),2792796.752499999900,2675986.340000000800,3171242.273999999300,2861935.032000000100,11501960.398500001000
FS( 22 ),2817885.242499999700,2728154.470000000200,3171242.273999999300,2857196.094999999700,11574478.081499998000
