代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12596644.158000000000
真實報酬,2596644.157999999800

夏普值報酬,0.250964415800
夏普值風險,0.056238439190
夏普值,4.462506773239

預期報酬,96820.858751646971
風險,200180.577939468350
起點值,0.483667595270
找到最佳解世代,2640
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5),2105(9),2317(14),2382(22),
Stock#,1326(5),2105(9),2317(14),2382(22),
張數,93,202,89,93,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,9636.281500000467,7813.688000000000,3557.631749999533,23606.160250000001,
FS( 1 ),2496456.281500000000,2496453.688000000100,2496447.631750000200,2496476.160250000200,9985833.761500001000
FS( 2 ),2609520.659500000500,2658392.745000000100,2518200.878249999100,2511458.483500000600,10297572.766249999000
FS( 3 ),2600261.812000000400,2773023.250500000100,2550099.101249999400,2503125.520750000100,10426509.684500000000
FS( 4 ),2618779.507000000200,2762967.942999999500,2559845.780499999400,2477200.747750000100,10418793.978249999000
FS( 5 ),2676184.361500000100,2720735.651500000200,2653768.325999999900,2446646.551000000000,10497334.890000001000
FS( 6 ),2740070.409250000000,2654370.622000000000,2553643.348249999800,2393871.120250000200,10341955.499749999000
FS( 7 ),2915988.511750000500,2730790.958999999800,2618325.856000000100,2452201.859500000300,10717307.186250001000
FS( 8 ),2982652.213750000600,2777045.373499999800,2630730.720499999800,2466090.130749999500,10856518.438499998000
FS( 9 ),2985429.868000000200,2901731.186500000300,2769842.415249999600,2452201.859500000300,11109205.329250000000
FS( 10 ),2967838.057750000600,2873576.325500000300,2937308.085999999700,2421647.662750000100,11200370.132000001000
FS( 11 ),2934506.206750000800,2865532.079500000500,2862878.898999999700,2474423.093500000400,11137340.278750002000
FS( 12 ),3006725.217250000700,2851454.649000000200,2888574.689749999900,2517013.791999999900,11263768.348000001000
FS( 13 ),2897470.816750000700,2654370.622000000000,2901865.615999999900,2488311.364750000600,10942018.419500001000
FS( 14 ),2952098.017000000500,2837377.218500000000,2969206.308999999400,2572566.876999999900,11331248.421500001000
FS( 15 ),3010428.756250000100,2889664.817499999900,2969206.308999999400,2572566.876999999900,11441866.759750001000
FS( 16 ),2989133.407000000100,3090770.967500000300,2956801.444499999800,2656822.389250000500,11693528.208250001000
FS( 17 ),2994688.715500000400,3211434.657500000200,2933763.838999999700,2640156.463750000600,11780043.675750002000
FS( 18 ),3028020.566500000700,3189312.981000000100,2933763.838999999700,2629045.846750000000,11780143.233250001000
FS( 19 ),2997466.369750000500,3147080.689499999900,2846929.787500000100,2656822.389250000500,11648299.236000001000
FS( 20 ),2955801.556000000800,3076693.537000000000,2837183.108250000000,2631823.501000000200,11501501.702250000000
FS( 21 ),2994688.715500000400,3289866.056000000300,2885916.504499999800,2612379.921250000100,11782851.197250001000
FS( 22 ),3201161.014750000600,3519127.067000000300,3085280.398250000100,2791075.678000000300,12596644.158000000000
