代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11538414.084250001000
真實報酬,1538414.084250001200

夏普值報酬,0.145141408425
夏普值風險,0.042570410651
夏普值,3.409443465689

預期報酬,89833.123508416378
風險,166552.238876149000
起點值,0.539369053905
找到最佳解世代,4479
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,6
1402(6),1722(7),2498(27),2888(36),3045(41),6505(46),
Stock#,1402(6),1722(7),2498(27),2888(36),3045(41),6505(46),
張數,83,28,5,175,48,27,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,15937.058500000232,1937.137000000000,94478.821249999994,5301.924999999999,20323.299999999999,21915.565750000234,
FS( 1 ),1664317.058500000000,1664297.137000000100,1664428.821250000000,1664301.925000000000,1664323.300000000000,1664325.565750000100,9985997.807500001000
FS( 2 ),1771056.137500000000,1771233.203999999900,1611784.900000000100,1764980.737500000000,1657048.600000000100,1660821.175000000300,10236928.754000001000
FS( 3 ),1810719.845500000300,1893609.283000000100,1598742.867499999900,1792856.837500000100,1672818.507999999900,1660821.175000000300,10429572.516500002000
FS( 4 ),1751224.283500000400,2024348.191999999800,1530247.307500000100,1914814.775000000400,1660393.732000000300,1660821.175000000300,10541853.465000002000
FS( 5 ),1766098.174000000100,1950755.288000000200,1562852.388750000200,1850351.293750000000,1645101.700000000000,1692808.999750000400,10467971.844250001000
FS( 6 ),1855341.517000000500,2083445.524000000200,1584058.136250000000,1972309.231249999700,1660393.732000000300,1686895.284250000300,10842447.424750002000
FS( 7 ),1780972.064500000100,1950755.288000000200,1582415.437500000500,1900876.725000000300,1666606.120000000300,1684744.842250000500,10566374.477250002000
FS( 8 ),1780972.064500000100,2042746.418000000100,1615070.297500000300,1986247.281249999800,1654181.344000000000,1674799.048000000400,10754020.453250000000
FS( 9 ),1815677.809000000400,1961069.445000000300,1606906.582499999800,1850351.293750000000,1610694.628000000000,1662971.617000000300,10507675.375250001000
FS( 10 ),1902442.170250000200,2042746.418000000100,1595507.248750000000,1937464.106250000000,1641756.568000000000,1643080.028500000500,10763000.539750000000
FS( 11 ),1897484.206750000100,2014034.035000000100,1595507.248750000000,2066391.068750000100,1672818.507999999900,1613242.645750000400,10859481.713000001000
FS( 12 ),1892526.243250000300,2073131.367000000100,1690136.652500000100,2209256.081249999800,1719172.479999999700,1629102.155500000300,11213328.979500001000
FS( 13 ),1955327.114250000300,2030480.934000000100,1768438.626249999700,2310306.943749999600,1749756.544000000000,1637166.313000000300,11451480.475250000000
FS( 14 ),1940453.223750000400,2154808.340000000300,1748875.577500000100,2310306.943749999600,1706747.704000000100,1603296.851500000100,11464492.640500002000
FS( 15 ),1890047.261500000300,2124144.630000000400,1765153.228750000000,2303337.918749999700,1688110.539999999800,1613242.645750000400,11384040.224750001000
FS( 16 ),1840467.626500000000,2175157.892999999700,1721099.034999999900,2303337.918749999700,1712960.092000000200,1619156.361250000500,11372182.926500000000
FS( 17 ),1867736.425750000200,2063095.970999999900,1695014.969999999700,2231905.412499999600,1780818.484000000400,1664853.253750000400,11303428.517000001000
FS( 18 ),1847904.571750000400,2124144.630000000400,1804329.105000000000,2303337.918749999700,1805668.035999999800,1653025.822750000300,11538414.084250001000
