代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11087152.463000000000
真實報酬,1087152.462999999500

夏普值報酬,0.100015246300
夏普值風險,0.037053608985
夏普值,2.699203911304

預期報酬,55876.452294624018
風險,99754.724558635557
起點值,0.560138404891
找到最佳解世代,3697
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2301(12),2912(40),3008(41),
Stock#,2301(12),2912(40),3008(41),
張數,99,15,1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,16072.630499999999,162771.378750000470,1099504.323750000000,
FS( 1 ),3328612.630500000000,3328821.378750000100,3330154.323750000000,9987589.333000000600
FS( 2 ),3392804.180999999900,3307792.803750000400,3305768.214000000200,10006366.198750000000
FS( 3 ),3317897.117999999800,3343036.158750000400,3329960.686500000300,9990894.963250000000
FS( 4 ),3252846.247500000500,3343036.158750000400,3358991.653500000000,9954875.059750001900
FS( 5 ),3317897.117999999800,3321830.411250000800,3518652.016249999900,10158380.545500001000
FS( 6 ),3383933.607750000400,3314811.607500000400,3547682.983249999600,10246429.198500000000
FS( 7 ),3349436.933999999900,3343036.158750000400,3702504.851499999900,10394978.944249999000
FS( 8 ),3310012.164000000300,3455486.355000001400,3654119.906500000000,10419619.425500002000
FS( 9 ),3406602.850500000200,3476692.102500000500,3649281.412000000000,10532577.365000000000
FS( 10 ),3449970.097500000600,3547029.476250000800,3586390.939250000300,10583391.513000002000
FS( 11 ),3520934.683500000300,3554048.280000000700,3634775.884249999700,10709759.847750001000
FS( 12 ),3603726.700500000300,3540010.672500000800,3634775.884249999700,10778514.257250002000
FS( 13 ),3608654.796750000200,3554048.280000000700,3615421.906250000000,10778125.983000001000
FS( 14 ),3617525.370000000100,3511786.121249999900,3658958.400999999600,10788270.892250000000
FS( 15 ),3603726.700500000300,3554048.280000000700,3721858.829500000000,10879634.810000002000
FS( 16 ),3744670.253249999600,3554048.280000000700,3687989.367999999800,10986708.901250001000
FS( 17 ),3735799.680000000200,3582123.495000000600,3741212.807500000100,11059136.982500002000
FS( 18 ),3753540.826500000400,3532991.868750000800,3697666.357000000300,10984200.052250002000
FS( 19 ),3710173.579499999500,3547029.476250000800,3697666.357000000300,10954870.412750000000
FS( 20 ),3714116.056500000400,3631404.457500000500,3765405.279999999800,11110926.794000000000
FS( 21 ),3710173.579499999500,3645442.065000000400,3731535.818500000100,11087152.463000000000
