代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10801008.685000002000
真實報酬,801008.685000002380

夏普值報酬,0.071400868500
夏普值風險,0.022005681546
夏普值,3.244656083549

預期報酬,33215.137092102232
風險,48829.988082133015
起點值,0.680220053223
找到最佳解世代,3914
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,6
1402(6),2308(12),2311(13),2354(20),2412(25),9904(48),
Stock#,1402(6),2308(12),2311(13),2354(20),2412(25),9904(48),
張數,69,24,123,24,33,100,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,13834.065999999999,62142.807999999764,1336.282000000000,49164.340000000229,10679.577250000233,10309.049999999999,
FS( 1 ),1664314.066000000100,1664382.808000000000,1664296.281999999900,1664364.340000000100,1664309.577250000100,1664309.050000000000,9985980.123250000200
FS( 2 ),1674184.360750000200,1636027.413999999900,1750004.034999999700,1657217.080000000100,1648450.231000000400,1701790.974999999900,10067678.095750000000
FS( 3 ),1692044.976250000100,1627186.707999999600,1719390.103749999500,1657217.080000000100,1656992.264500000300,1691835.225000000100,10044670.357500000000
FS( 4 ),1665940.999750000000,1634354.847999999300,1742656.691500000200,1664385.220000000200,1659620.582500000300,1725684.775000000100,10092647.116750000000
FS( 5 ),1676932.147750000200,1657292.895999999900,1839396.714250000000,1693535.656000000000,1656992.264500000300,1729667.075000000000,10253820.753500000000
FS( 6 ),1650828.171250000100,1657292.895999999900,1818579.240999999900,1700703.796000000300,1659620.582500000300,1732653.800000000000,10219682.486750001000
FS( 7 ),1665940.999750000000,1728257.481999999600,1802659.996750000200,1686128.578000000700,1659620.582500000300,1732653.800000000000,10275265.439000001000
FS( 8 ),1635715.342750000100,1703407.929999999700,1789189.867000000100,1758765.730000000000,1656992.264500000300,1684866.200000000000,10228941.334249999000
FS( 9 ),1652889.011500000000,1726584.915999999700,1808782.783000000100,1765933.870000000100,1659620.582500000300,1739622.825000000000,10353437.988000000000
FS( 10 ),1713340.325500000300,1712248.635999999700,1795312.653249999700,1751358.652000000000,1662577.440250000500,1774467.950000000000,10409309.657000000000
FS( 11 ),1696166.656750000100,1719416.775999999600,1802659.996750000200,1744190.512000000300,1671119.473750000400,1760529.899999999900,10394087.315250000000
FS( 12 ),1713340.325500000300,1703407.929999999700,1779393.409000000000,1737022.372000000400,1665534.298000000200,1732653.800000000000,10331356.134500001000
FS( 13 ),1687236.349000000200,1721089.341999999900,1828375.699000000000,1744190.512000000300,1662577.440250000500,1711746.725000000100,10355220.067250000000
FS( 14 ),1687236.349000000200,1731841.551999999700,1839396.714250000000,1722447.154000000300,1668162.616000000600,1739622.825000000000,10388711.210250000000
FS( 15 ),1674184.360750000200,1779629.151999999500,1862663.301999999900,1737022.372000000400,1668162.616000000600,1715729.025000000100,10437394.827750001000
FS( 16 ),1696166.656750000100,1825744.185999999800,1865112.416500000300,1729615.294000000200,1665534.298000000200,1736636.100000000100,10518812.951250000000
FS( 17 ),1698227.497000000000,1813319.409999999900,1901849.134000000100,1787677.228000000600,1671119.473750000400,1739622.825000000000,10611819.567749999000
FS( 18 ),1739444.301999999900,1799222.068000000000,1884705.332500000000,1787677.228000000600,1685246.683000000200,1739622.825000000000,10635922.438500000000
FS( 19 ),1717462.006000000100,1809735.339999999900,1882256.217999999900,1780509.088000000200,1705287.607750000200,1739622.825000000000,10634877.084749999000
FS( 20 ),1722270.633250000000,1808062.773999999500,1901849.134000000100,1802013.508000000100,1707915.925750000200,1753560.875000000200,10695676.850000000000
FS( 21 ),1713340.325500000300,1808062.773999999500,1901849.134000000100,1794845.368000000200,1699373.892250000300,1767498.924999999800,10684974.418749999000
FS( 22 ),1717462.006000000100,1816903.479999999700,1901849.134000000100,1802013.508000000100,1699373.892250000300,1767498.924999999800,10705104.945250001000
FS( 23 ),1739444.301999999900,1834584.892000000000,1911645.591999999900,1845500.224000000600,1702330.750000000200,1767498.924999999800,10801008.685000002000
