代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10891363.699250001000
真實報酬,891363.699250001460

夏普值報酬,0.080436369925
夏普值風險,0.030429332497
夏普值,2.643382661584

預期報酬,48448.148912282239
風險,108382.634276859650
起點值,0.447010254323
找到最佳解世代,3898
找到最佳解實驗#,1
找到最佳解次數,28

投資組合檔數,3
2454(25),4904(44),4938(45),
Stock#,2454(25),4904(44),4938(45),
張數,8,54,53,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,117156.470000000000,43291.362000000001,1782.295750000000,
FS( 1 ),3328756.470000000200,3328651.362000000200,3328592.295750000000,9986001.127750000000
FS( 2 ),3286907.978000000100,3258739.762500000700,3233139.984750000300,9778788.725250002000
FS( 3 ),3484111.474000000400,3290996.392500000100,3197259.461750000200,9972368.328250000300
FS( 4 ),3473757.493999999900,3402281.765999999800,3376662.076750000000,10252702.336750001000
FS( 5 ),3494545.100000000100,3430237.512000000100,3421512.730500000500,10346296.342500001000
FS( 6 ),3494545.100000000100,3592058.272500000400,3354500.577250000100,10441104.949750001000
FS( 7 ),3459899.090000000300,3582918.894000000300,3403572.469000000000,10446391.453000002000
FS( 8 ),3494545.100000000100,3559801.642500000100,3336560.315750000500,10390908.058250001000
FS( 9 ),3480686.696000000500,3517868.023499999700,3372440.838750000600,10370996.558250001000
FS( 10 ),3408049.544000000200,3550662.264000000000,3408321.361750000600,10367034.169750001000
FS( 11 ),3487615.898000000500,3541522.885499999900,3457393.253500000100,10486533.037000000000
FS( 12 ),3508403.504000000200,3522706.518000000200,3632046.975749999300,10663157.997749999000
FS( 13 ),3532615.888000000300,3610874.640000000600,3560285.929749999700,10703777.457750000000
FS( 14 ),3546394.646000000200,3610874.640000000600,3547094.560999999800,10704364.846999999000
FS( 15 ),3539545.090000000300,3615175.523999999700,3542345.668249999600,10697067.282250000000
FS( 16 ),3605253.040000000500,3615175.523999999700,3569256.060499999700,10789685.624499999000
FS( 17 ),3591394.635999999900,3610874.640000000600,3569256.060499999700,10771526.336500000000
FS( 18 ),3591394.635999999900,3606036.145500000100,3766598.936999999500,10964030.718499999000
FS( 19 ),3560253.049999999800,3620014.018500000200,3726497.176000000000,10906765.244500000000
FS( 20 ),3459899.090000000300,3620014.018500000200,3811449.590750000900,10891363.699250001000
