代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10574818.912250001000
真實報酬,574818.912250000980

夏普值報酬,0.048781891225
夏普值風險,0.021135706931
夏普值,2.308032155449

預期報酬,27352.310686100176
風險,103899.567696475600
起點值,0.263257213601
找到最佳解世代,4523
找到最佳解實驗#,1
找到最佳解次數,30

投資組合檔數,2
2227(10),2886(35),
Stock#,2227(10),2886(35),
張數,22,245,
分配資金,5000000.000000000000,5000000.000000000000,
剩餘資金,204215.731999999990,7145.306250000000,
FS( 1 ),4993175.731999999800,4992895.306250000400,9986071.038249999300
FS( 2 ),4929712.469499999700,5031812.331250000700,9961524.800750000400
FS( 3 ),5014037.672000000300,5012299.061250000300,10026336.733250000000
FS( 4 ),4997172.631499999200,4980589.997499999600,9977762.628999998800
FS( 5 ),5258252.219499999700,5031812.331250000700,10290064.550750000000
FS( 6 ),5249929.212500000400,4990346.632500000300,10240275.845000001000
FS( 7 ),5182469.050499999900,4990346.632500000300,10172815.683000000000
FS( 8 ),5199334.091000000000,5002542.426250000500,10201876.517250001000
FS( 9 ),5140415.962500000400,5112304.570000000300,10252720.532500001000
FS( 10 ),5123550.922000000300,5073278.030000000300,10196828.952000000000
FS( 11 ),5030902.712500000400,5051325.601250000300,10082228.313750001000
FS( 12 ),5056090.760000000700,5083034.665000001000,10139125.425000001000
FS( 13 ),5123550.922000000300,5204992.602500001000,10328543.524500001000
FS( 14 ),5233064.172000000300,5253775.777500001700,10486839.949500002000
FS( 15 ),5291982.300499999900,5214749.237500000700,10506731.538000001000
FS( 16 ),5258252.219499999700,5253775.777500001700,10512027.997000001000
FS( 17 ),5426683.598000000200,5244019.142500000100,10670702.740499999000
FS( 18 ),5376307.502999999600,5173283.538750000300,10549591.041749999000
FS( 19 ),5393172.543499999700,5173283.538750000300,10566456.082249999000
FS( 20 ),5393172.543499999700,5083034.665000001000,10476207.208500002000
FS( 21 ),5283659.293499999700,5204992.602500001000,10488651.896000002000
FS( 22 ),5308847.341000000000,5265971.571250001000,10574818.912250001000
