代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10577628.189250002000
真實報酬,577628.189250001680

夏普值報酬,0.049062818925
夏普值風險,0.016447592930
夏普值,2.982978672625

預期報酬,33162.002561088753
風險,140700.885174344640
起點值,0.235691499169
找到最佳解世代,3676
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1301(3),2347(18),2412(25),
Stock#,1301(3),2347(18),2412(25),
張數,123,185,75,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,10064.080500000000,9703.567500000001,24875.156250000000,
FS( 1 ),3328604.080500000200,3328603.567499999900,3328625.156250000000,9985833.804250000000
FS( 2 ),3452294.510249999800,3483364.300000000300,3275178.637500000200,10210838.447750000000
FS( 3 ),3693532.288499999800,3516516.947499999300,3268458.506250000100,10478508.742249999000
FS( 4 ),3612711.510000000700,3295499.297499999900,3236351.212499999900,10144563.020000001000
FS( 5 ),3666592.028999999600,3295499.297499999900,3255764.925000000300,10217857.251499999000
FS( 6 ),3616385.181750000500,3242086.698750000000,3287872.218750000000,10146345.099250000000
FS( 7 ),3681286.716000000000,3188674.100000000600,3339393.225000000100,10209355.041000001000
FS( 8 ),3681286.716000000000,3289973.856250000200,3364780.387499999700,10336041.959750000000
FS( 9 ),3623732.525250000400,3371013.661249999900,3332673.093750000000,10327420.280250000000
FS( 10 ),3482908.441499999700,3269713.904999999800,3294592.350000000100,10047215.696500000000
FS( 11 ),3463315.525500000500,3492573.368749999900,3314006.062500000000,10269895.956750000000
FS( 12 ),3551483.647500000400,3510991.506250000600,3314006.062500000000,10376482.216250001000
FS( 13 ),3639651.769500000400,3617816.703749999900,3307285.931249999900,10564755.404500000000
FS( 14 ),3551483.647500000400,3545985.967499999800,3307285.931249999900,10404756.546250001000
FS( 15 ),3646999.113000000400,3623342.145000000500,3307285.931249999900,10577628.189250002000
