代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11100032.458749998000
真實報酬,1100032.458749998400

夏普值報酬,0.101303245875
夏普值風險,0.025859988994
夏普值,3.917373897474

預期報酬,44434.344295322786
風險,112009.716184154690
起點值,0.396700802476
找到最佳解世代,2918
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1802(8),2105(10),2308(15),3045(43),
Stock#,1802(8),2105(10),2308(15),3045(43),
張數,105,53,34,34,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,1644.910000000000,42072.437249999537,29784.952499999999,16506.057000000001,
FS( 1 ),2496444.910000000100,2496502.437250000000,2496484.952500000100,2496466.057000000000,9985898.356750000300
FS( 2 ),2505267.141250000300,2505164.810249999200,2485569.805000000200,2527465.676000000400,10023467.432500001000
FS( 3 ),2626528.176249999600,2531019.892999999700,2499448.120500000200,2490569.666499999800,10147565.856249999000
FS( 4 ),2758242.748750000300,2531019.892999999700,2575948.103500000200,2490569.666499999800,10355780.411750000000
FS( 5 ),2685067.986250001000,2534713.476249999800,2606074.202999999700,2490569.666499999800,10316425.332000000000
FS( 6 ),2771832.347500000100,2501998.881749998800,2603366.239000000100,2517987.802000000600,10395185.270250000000
FS( 7 ),2771832.347500000100,2547377.190249999500,2619952.518500000200,2479060.819500000200,10418222.875750002000
FS( 8 ),2845007.110000000300,2612806.379249999300,2644324.194500000200,2494631.612500000300,10596769.296250001000
FS( 9 ),2811555.790000000000,2566900.415999999700,2578656.067499999900,2489215.684500000000,10446327.958000001000
FS( 10 ),2820963.973750000400,2550543.118749999400,2595242.347000000100,2481430.287999999200,10448179.727499999000
FS( 11 ),2723746.075000000200,2547377.190249999500,2573240.139500000500,2494631.612500000300,10338995.017250000000
FS( 12 ),2872186.307500000100,2599615.010499999400,2575948.103500000200,2497339.576500000000,10545088.998000000000
FS( 13 ),2800056.898750000200,2586423.641749999500,2556992.355500000500,2546759.919499999800,10490232.815500000000
FS( 14 ),2841871.048750001000,2622304.164749999500,2653463.573000000300,2533558.594999999700,10651197.381500002000
FS( 15 ),2861732.769999999600,2622304.164749999500,2821357.341000000000,2533558.594999999700,10838952.870749999000
FS( 16 ),2789603.361250001000,2622304.164749999500,2818310.881500000100,2520695.766000000300,10750914.173500001000
FS( 17 ),2759288.102500000000,2619138.236249999600,2801386.106500000200,2546759.919499999800,10726572.364749998000
FS( 18 ),2794830.130000000400,2615972.307749999700,2801386.106500000200,2520695.766000000300,10732884.310250001000
FS( 19 ),2773923.055000000200,2586423.641749999500,2738764.439000000200,2528481.162500000100,10627592.298250001000
FS( 20 ),2831417.511250000400,2622304.164749999500,2835574.152000000200,2533558.594999999700,10822854.423000000000
FS( 21 ),2861732.769999999600,2596449.081999999500,2835574.152000000200,2567746.640499999700,10861502.644499999000
FS( 22 ),2944315.716250000100,2638661.461999999400,2918167.054000000000,2598888.226499999900,11100032.458749998000
