代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10669571.928000001000
真實報酬,669571.928000001240

夏普值報酬,0.058257192800
夏普值風險,0.020917108071
夏普值,2.785145661757

預期報酬,32722.696236672513
風險,78633.631078885970
起點值,0.416141233563
找到最佳解世代,3728
找到最佳解實驗#,4
找到最佳解次數,19

投資組合檔數,4
1216(2),2301(13),2308(15),2412(27),
Stock#,1216(2),2301(13),2308(15),2412(27),
張數,71,92,28,35,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,3637.745750000000,23516.031999999999,72025.058999999994,31086.805000000000,
FS( 1 ),2496447.745749999800,2496476.032000000100,2496545.058999999900,2496486.805000000200,9985955.641750000400
FS( 2 ),2480469.053750000000,2492860.616000000400,2532648.405999999500,2483138.251250000700,9989116.326999999600
FS( 3 ),2462090.739249999600,2458055.313999999800,2485816.557999999700,2483138.251250000700,9889100.862500000700
FS( 4 ),2522173.690500000000,2447980.094999999700,2579480.254000000200,2493940.240000000200,10043574.279500000000
FS( 5 ),2509450.242000000100,2492860.616000000400,2684851.912000000000,2496727.850000001000,10183890.620000003000
FS( 6 ),2553982.311749999900,2492860.616000000400,2696559.874000000300,2499167.008749999600,10242569.810500000000
FS( 7 ),2553982.311749999900,2492860.616000000400,2708267.836000000100,2499167.008749999600,10254277.772500001000
FS( 8 ),2572360.626250000200,2492860.616000000400,2708267.836000000100,2507529.838750000100,10281018.917000001000
FS( 9 ),2603462.389249999500,2506599.551000000400,2708267.836000000100,2507529.838750000100,10325859.615000000000
FS( 10 ),2650821.892000000000,2534077.421000000100,2743670.483000000000,2537496.646250000200,10466066.442250000000
FS( 11 ),2624668.136749999600,2540488.924000000100,2731962.521000000200,2551086.245000000100,10448205.826749999000
FS( 12 ),2640219.018249999300,2520338.486000000500,2708267.836000000100,2551086.245000000100,10419911.585250000000
FS( 13 ),2656476.757999999400,2561555.291000000200,2755378.444999999800,2570251.063750000700,10543661.557750000000
FS( 14 ),2635271.010499999400,2526749.988999999600,2719975.798000000000,2551086.245000000100,10433083.042500000000
FS( 15 ),2635271.010499999400,2540488.924000000100,2719975.798000000000,2564675.843750000500,10460411.576250000000
FS( 16 ),2645873.884249999700,2564303.077999999700,2696559.874000000300,2561888.233749999700,10468625.070000000000
FS( 17 ),2676975.647249999500,2581705.728999999800,2661435.987999999900,2570251.063750000700,10490368.427999999000
FS( 18 ),2713732.276250000100,2574378.297000000700,2743670.483000000000,2570251.063750000700,10602032.120000001000
FS( 19 ),2713732.276250000100,2557891.575000000700,2673143.950000000200,2583840.662500001000,10528608.463750001000
FS( 20 ),2729283.157749999800,2619258.818000000400,2731962.521000000200,2589067.431250000400,10669571.928000001000
