代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10183758.252500001000
真實報酬,183758.252500001340

夏普值報酬,0.009675825250
夏普值風險,0.008490736910
夏普值,1.139574262247

預期報酬,5651.665565992185
風險,72086.506145690015
起點值,0.078401158111
找到最佳解世代,3454
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2912(39),3045(40),8046(47),
Stock#,2912(39),3045(40),8046(47),
張數,48,79,30,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,15652.031999999999,9813.724249999999,51462.989999999998,
FS( 1 ),3328612.032000000100,3328603.724250000000,3328662.990000000200,9985879.746249999900
FS( 2 ),3283368.120000000100,3336726.701750000000,3542048.497500001000,10162144.319250001000
FS( 3 ),3253261.932000000000,3336726.701750000000,3410035.252500000400,10000024.886250000000
FS( 4 ),3260907.947999999900,3319423.608249999600,3361948.980000000400,9942281.536249999000
FS( 5 ),3188748.672000000700,3302907.018999999900,3505909.125000000000,9997565.815999999600
FS( 6 ),3257084.939999999900,3331221.171999999800,3410035.252500000400,9998342.364500001100
FS( 7 ),3275722.103999999800,3308412.548749999600,3338055.180000000600,9922190.832750000100
FS( 8 ),3249438.924000000100,3308412.548749999600,3410035.252500000400,9967887.725250000100
FS( 9 ),3260907.947999999900,3336726.701750000000,3410035.252500000400,10007670.902249999000
FS( 10 ),3260907.947999999900,3331221.171999999800,3386141.452500000100,9978271.572499999800
FS( 11 ),3336412.355999999700,3342232.231500000200,3338055.180000000600,10016700.767500002000
FS( 12 ),3408571.632000000200,3353243.290999999700,3361948.980000000400,10123764.903000001000
FS( 13 ),3412394.640000000100,3358748.820749999500,3433929.052500000200,10205073.513250001000
FS( 14 ),3389456.591999999700,3342232.231500000200,3314161.380000000400,10045851.203500001000
FS( 15 ),3355527.396000000600,3353243.290999999700,3266075.107499999500,9974846.794500000800
FS( 16 ),3473084.891999999500,3364254.350500000200,3289968.907500000200,10127309.150000000000
FS( 17 ),3529952.136000000400,3369759.880249999900,3254128.207500000000,10153841.223750001000
FS( 18 ),3446323.836000000100,3358748.820749999500,3350002.080000000100,10155075.736749999000
FS( 19 ),3427686.672000000700,3353243.290999999700,3338055.180000000600,10118986.143000001000
FS( 20 ),3412394.640000000100,3369759.880249999900,3289968.907500000200,10072124.427750001000
FS( 21 ),3484553.916000000200,3397287.529000000100,3301915.807500000100,10183758.252500001000
