代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11489996.325500000000
真實報酬,1489996.325500000300

夏普值報酬,0.140299632550
夏普值風險,0.045954508364
夏普值,3.053011283242

預期報酬,69912.601233728594
風險,134405.540666715910
起點值,0.520161601128
找到最佳解世代,3064
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2324(15),2354(20),2408(23),
Stock#,2324(15),2354(20),2408(23),
張數,146,60,20,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,14410.264999999999,6999.720000000000,141390.954999999990,
FS( 1 ),3328610.265000000100,3328599.720000000200,3328790.955000000100,9986001.940000001300
FS( 2 ),3415692.694999999400,3252375.105000000000,3314686.710000000000,9982755.509999997900
FS( 3 ),3499997.986000000000,3230273.340000000300,3330018.564999999500,10060290.890999999000
FS( 4 ),3629363.001500000200,3288215.805000000200,3453270.750000000900,10370850.556500003000
FS( 5 ),3670062.107499999500,3277463.595000000200,3407076.069999999800,10354602.772499999000
FS( 6 ),3553778.947500000700,3244609.620000000100,3468602.605000000000,10266992.172500001000
FS( 7 ),3625002.383000000400,3237441.480000000000,3407076.069999999800,10269520.933000000000
FS( 8 ),3635177.159500000100,3375428.174999999800,3468602.605000000000,10479208.939500000000
FS( 9 ),3590117.435000001000,3447706.920000000400,3391545.100000000100,10429370.455000002000
FS( 10 ),3670062.107499999500,3628702.455000000100,3453270.750000000900,10752036.312500000000
FS( 11 ),3683143.963000000000,3773857.290000001000,3491699.944999999800,10948702.198000001000
FS( 12 ),3799427.122999999700,3755339.595000000200,3491699.944999999800,11046467.663000001000
FS( 13 ),3768902.793500000100,3846136.035000000100,3499465.430000000200,11114505.258500000000
FS( 14 ),3758728.017000000500,3809697.990000000200,3476368.090000000300,11044795.097000001000
FS( 15 ),3696225.818500000100,3791777.640000000600,3484133.575000000200,10972138.033500001000
FS( 16 ),3625002.383000000400,3809697.990000000200,3484133.575000000200,10918834.948000001000
FS( 17 ),3607559.909000000500,4063569.615000000200,3514797.284999999200,11185927.809000000000
FS( 18 ),3635177.159500000100,4226644.799999999800,3530328.254999999900,11392151.214499999000
FS( 19 ),3670062.107499999500,4190206.754999999900,3591854.789999999600,11452124.652499998000
FS( 20 ),3540697.092000000200,4153768.710000000000,3684244.150000000800,11378710.952000001000
FS( 21 ),3581396.197999999900,4099410.315000000900,3684244.150000000800,11365051.663000001000
FS( 22 ),3719482.450499999800,4009211.220000000200,3761301.655000000300,11489996.325500000000
