代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12221592.960999999000
真實報酬,2221592.960999999200

夏普值報酬,0.213459296100
夏普值風險,0.065294012231
夏普值,3.269201704807

預期報酬,114575.316138735130
風險,134452.782563056330
起點值,0.852160245066
找到最佳解世代,3309
找到最佳解實驗#,1
找到最佳解次數,23

投資組合檔數,6
1216(2),2105(9),2408(23),3045(41),3231(42),8046(47),
Stock#,1216(2),2105(9),2408(23),3045(41),3231(42),8046(47),
張數,126,171,12,55,161,33,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12452.099500000000,9027.226000000001,5422.096000000000,25881.208749999998,2778.334000000000,16628.041750000000,
FS( 1 ),1664312.099500000000,1664307.226000000000,1664302.095999999900,1664331.208750000000,1664298.334000000000,1664318.041750000100,9985873.006000001000
FS( 2 ),1608080.063500000200,1628041.246750000200,1651465.978000000100,1703076.632499999800,1713046.759249999900,1771030.306750000000,10074744.986749999000
FS( 3 ),1624387.581999999900,1738699.408000000300,1756001.353000000100,1706909.596249999900,1762735.907500000000,1892590.014250000200,10481327.861000001000
FS( 4 ),1654493.770000000000,1759128.606999999800,1766992.500999999700,1699791.234999999900,1815630.807250000100,1941213.897249999900,10637254.817500001000
FS( 5 ),1614352.186000000000,1723377.508750000000,1665204.912999999900,1724431.716250000100,1818836.558750000100,1997065.654750000200,10543272.537500000000
FS( 6 ),1650730.496500000400,1842547.836249999700,1607381.916999999900,1724431.716250000100,1794793.422500000100,1911973.859500000000,10531863.248000000000
FS( 7 ),1650730.496500000400,1837440.536499999900,1645970.403999999900,1760023.522500000200,1919817.731000000400,1936285.801000000000,10750272.491500001000
FS( 8 ),1670801.288500000000,1861274.602000000400,1607381.916999999900,1760023.522500000200,2051253.542500000000,1953369.868000000200,10904108.740500001000
FS( 9 ),1687108.807000000000,1861274.602000000400,1607381.916999999900,1740311.137500000200,2076899.554500000300,1984909.683999999900,10957889.702000001000
FS( 10 ),1762374.276999999800,1897025.700249999800,1654213.764999999900,1735383.041250000000,2044842.039500000000,2120925.140499999700,11214767.963499999000
FS( 11 ),1768646.399500000100,1948098.697750000100,1676196.060999999500,1742501.402500000100,2110559.945249999400,2147865.399999999900,11393871.905999999000
FS( 12 ),1788717.191500000000,1944693.831249999800,1734019.056999999800,1744144.101249999800,2179483.602499999600,2096613.199000000300,11487674.982500000000
FS( 13 ),1764883.126000000200,1937884.098250000000,1778103.118000000000,1760023.522500000200,2301302.159499999600,2096613.199000000300,11638813.223250000000
FS( 14 ),1833876.473499999800,1908942.733000000200,1736766.843999999800,1793425.063750000000,2201923.862999999900,2103841.073500000400,11578780.050749999000
FS( 15 ),1831367.624499999900,1941288.964750000000,1706541.186999999700,1795067.762500000400,2091325.436250000000,2133081.111249999600,11498676.086250000000
FS( 16 ),1857710.539000000100,2012791.161249999900,1745010.205000000100,1795067.762500000400,2235584.253749999700,2252341.040499999700,11898508.961999999000
FS( 17 ),1843911.869500000000,2048542.259499999900,1764244.713999999700,1798900.726250000100,2389460.325749999800,2206016.935750000200,12051080.830750000000
FS( 18 ),1833876.473499999800,2060459.292250000400,1885386.280000000300,1806019.087500000100,2426326.467999999400,2220801.224500000000,12232872.825750001000
FS( 19 ),1890325.576000000100,1992361.962250000100,2014771.206999999700,1795067.762500000400,2367020.065250000000,2218172.906500000000,12277723.479499999000
FS( 20 ),1847675.143000000200,1956610.864000000100,2155147.281999999700,1795067.762500000400,2339771.177499999800,2264497.011250000000,12358773.240250001000
FS( 21 ),1791226.040499999900,1941288.964750000000,2298271.143999999900,1760023.522500000200,2354197.059249999900,2125853.236750000200,12270863.967749998000
FS( 22 ),1815060.105999999900,1971932.763249999800,2138660.560000000100,1765499.185000000100,2402283.331749999900,2128153.014999999700,12221592.960999999000
