代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11411012.607500000000
真實報酬,1411012.607499999900

夏普值報酬,0.132401260750
夏普值風險,0.042174669936
夏普值,3.139354995556

預期報酬,66152.829396245026
風險,132068.103953770420
起點值,0.500899364917
找到最佳解世代,2899
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1722(7),2207(11),2303(13),2382(24),3008(41),3231(43),
Stock#,1722(7),2207(11),2303(13),2382(24),3008(41),3231(43),
張數,29,7,178,36,2,85,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,24959.897749999767,74420.278500000000,5341.982000000000,27052.876000000000,155495.646500000000,16167.386250000000,
FS( 1 ),1664329.897750000000,1664400.278500000000,1664301.982000000100,1664332.875999999900,1664515.646500000000,1664317.386250000000,9986202.066999999800
FS( 2 ),1691721.695499999400,1639314.842250000200,1687087.183500000300,1676083.482999999800,1654134.694000000100,1635022.115000000000,9983368.013249998900
FS( 3 ),1717417.486249999800,1639314.842250000200,1745567.259000000100,1667840.122000000000,1713331.583499999900,1632483.398750000200,10115958.691749999000
FS( 4 ),1703270.365499999600,1651371.255500000200,1715441.159500000100,1686835.693000000000,1709628.044499999800,1621482.294999999700,10088032.812999999000
FS( 5 ),1705868.816249999700,1723570.354500000100,1789870.346500000200,1741313.556999999800,1713331.583499999900,1640945.786249999900,10314904.443999998000
FS( 6 ),1717417.486249999800,1741620.129250000000,1759744.247000000000,1727694.090999999800,1728145.739500000100,1646023.218750000200,10320648.911750000000
FS( 7 ),1738205.092250000000,1801832.505250000200,1864299.533500000100,1744180.812999999600,1718886.892000000000,1627405.966249999800,10494814.802250000000
FS( 8 ),1719727.220250000000,1834935.374000000300,1929868.103000000100,1703322.415000000000,1685594.864000000100,1632483.398750000200,10505935.375000000000
FS( 9 ),1726656.422249999800,1877097.975249999900,1915691.115000000000,1676083.482999999800,1728145.739500000100,1629944.682499999900,10553623.417499999000
FS( 10 ),1740514.826249999700,1910200.844000000000,1922779.609000000200,1684326.844000000000,1822506.338000000000,1629944.682499999900,10710277.143749999000
FS( 11 ),1770541.368249999800,1904137.792250000200,1974171.190500000000,1768552.489000000300,1926105.872500000100,1643484.502500000200,10986997.215000000000
FS( 12 ),1782090.038249999800,1928250.618750000100,1944045.091000000000,1773928.594000000000,1911311.628000000000,1640945.786249999900,10980575.756250001000
FS( 13 ),1782090.038249999800,1922187.567000000000,1988348.178500000200,1804034.781999999900,1903904.550000000000,1654485.606250000000,11055054.721999999000
FS( 14 ),1793638.708249999700,1892151.069250000200,2084042.847499999900,1795791.421000000100,1970508.517500000100,1654485.606250000000,11190622.169749999000
FS( 15 ),1793638.708249999700,1880094.656000000200,2055688.871500000100,1779304.698999999800,1937216.489500000100,1654485.606250000000,11100433.030499998000
FS( 16 ),1798258.176249999800,1825945.331750000400,1981259.684500000000,1779304.698999999800,1876147.919000000200,1646023.218750000200,10906943.029250002000
FS( 17 ),1763612.166249999500,1813888.918499999900,1959994.202500000100,1801167.525999999800,1922402.333499999900,1684950.201249999700,10946019.347999999000
FS( 18 ),1765921.900249999500,1783782.730500000100,2048600.377499999700,1809410.886999999900,1942751.886500000000,1706952.408750000200,11057424.190499999000
FS( 19 ),1798258.176249999800,1901141.111500000100,2011385.784000000200,1806543.630999999800,2005672.226500000100,1704413.692499999900,11227418.621750001000
FS( 20 ),1798258.176249999800,1997453.037000000000,2018474.278000000200,1817654.247999999900,1987154.531500000000,1706952.408750000200,11325950.679499999000
FS( 21 ),1779780.304249999800,2030555.905749999900,1997208.796000000100,1787548.060000000100,1972360.287000000000,1731493.332499999800,11298950.685500000000
FS( 22 ),1830594.452249999900,2165964.061499999800,1952905.708500000200,1790415.315999999900,1955714.273000000000,1715414.796250000100,11411012.607500000000
