代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10926083.626750000000
真實報酬,926083.626749999820

夏普值報酬,0.083908362675
夏普值風險,0.029314215879
夏普值,2.862377865424

預期報酬,47508.780954545437
風險,67024.181873230584
起點值,0.708830449350
找到最佳解世代,3313
找到最佳解實驗#,6
找到最佳解次數,15

投資組合檔數,3
2311(16),2412(27),2454(28),
Stock#,2311(16),2412(27),2454(28),
張數,206,47,14,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,3755.103000000000,61707.567749999536,187817.018000000010,
FS( 1 ),3328595.103000000100,3328677.567749999900,3328857.018000000200,9986130.688749998800
FS( 2 ),3301577.378999999700,3335745.556999999600,3389665.864000000100,10026989.799999999000
FS( 3 ),3377460.105500000100,3335745.556999999600,3343670.298999999600,10056876.961500000000
FS( 4 ),3420528.680000000200,3317496.667249999000,3412524.265999999800,10150550.613249999000
FS( 5 ),3533327.327500000100,3302991.139499999100,3424092.847500000100,10260412.314500000000
FS( 6 ),3562039.710500001000,3346975.642999999700,3424092.847500000100,10333109.201000001000
FS( 7 ),3562039.710500001000,3350719.004999999400,3446951.249500000800,10359710.965000002000
FS( 8 ),3518971.135999999900,3354462.367000000100,3555946.800500000400,10429381.303500000000
FS( 9 ),3568192.363999999600,3361481.170749999100,3527373.798000000000,10457048.332749998000
FS( 10 ),3582548.555500000200,3375986.698499999000,3452665.850000000100,10411202.103999998000
FS( 11 ),3666634.820000000300,3368967.894750000000,3538802.998999999400,10574406.713749999000
FS( 12 ),3652278.628500000100,3354462.367000000100,3567515.382000000200,10574257.377500001000
FS( 13 ),3742517.546500000200,3343232.280999999000,3607656.966000000000,10693407.793499999000
FS( 14 ),3760975.507000000200,3365224.532749999300,3630654.748500000200,10756855.788249999000
FS( 15 ),3709703.394500000400,3372711.256749999700,3659227.751000000200,10741643.402249999000
FS( 16 ),3709703.394500000400,3375986.698499999000,3768362.682500000100,10854053.775500000000
FS( 17 ),3685092.780499999900,3357737.808749999400,3837216.649500000300,10880048.238750000000
FS( 18 ),3717906.932500000100,3357737.808749999400,3848645.850499999700,10924291.591750000000
FS( 19 ),3676889.242500000200,3354462.367000000100,3802789.666000000200,10834142.275500000000
FS( 20 ),3676889.242500000200,3361481.170749999100,3860075.051500000500,10898446.464749999000
FS( 21 ),3693296.318500000100,3372711.256749999700,3819933.467499999800,10885942.042749999000
FS( 22 ),3693296.318500000100,3372711.256749999700,3860075.051500000500,10926083.626750000000
